word,phonemes,label
óléttur,start OH UW L Y EH,HH
hlykkur,start IH,HH
dimma,start T IH M AE,stop
skalla,start S K AE,T
dýragarður,start T IH,R
hríðarbylur,start IH DH,AE
gráhvalur,start K R AE,UW
frændsemi,start F R AE IH N T S,EH
þverhníptur,start TH V,EH
uppgerð,start HH,P
slíður,start S T L IH DH,R
hormón,start HH AO R M OH UW N,stop
deila,start T EH,IH
ildi,start IH,L
kontrabassi,start K AO T R AE P AE S IH,stop
kjöt,start K,Y
þorleifína,start TH,AO
ráða,start R AE,UW
halastjarna,start HH AE L AE S,T
hverfill,start K V EH R V,IH
stæla,start S T AE IH L AE,stop
afklæða,start AE V K L AE IH DH AE,stop
örva,start AE,R
hamingja,start HH,AE
næla,start N,AE
klisja,start K,L
menntastofnun,start M EH T AE S T AO,P
þrykkja,start TH R IH HH,AE
blý,start P L IH,stop
hansína,start HH AE N S,IH
breyta,start P,R
argentína,start AE R K EH N,T
grýttur,start K R IH,HH
sæði,start S,AE
kærasti,start AE IH R AE,S
ríkisdalur,start R IH IH S,T
eyvindína,start EH IH V IH N T IH,N
fallorð,start F,AE
heiðingi,start HH EH IH DH IH,IH
alþjóðlegur,start AE L TH Y,OH
skytta,start S IH HH T AE,stop
tjakkur,start T Y AE HH K R,stop
finka,start,F
reynsla,start R,EH
stirðna,start S T IH,R
formatta,start F AO R M AE HH T,AE
kráka,start,K
horaður,start HH AO,R
dyrgja,start T IH,R
gargönd,start K AE,R
næringarfræðingur,start N AE IH R IH,NG
ætla,start AE,IH
guða,start,K
víxl,start V IH K,S
brestur,start P R,EH
kveða,start K V EH DH,AE
einlægni,start EH IH N L AE,IH
náæta,start N,AE
geirdís,start EH IH R T IH S,stop
rafmagn,start R AE,V
aðlaðandi,start AE,DH
sólhattur,start S OH UW L HH AE HH T R,stop
gvatemala,start K,V
nauðsyn,start N,DH
ægir,start,AE
hvíld,start,IH
dráttartaug,start T R,AE
tjarnablaðka,start T Y AE R T N AE P L AE,DH
fes,start,F
hindartré,start,HH
stjórn,start,S
nýmjólk,start N IH M,Y
krampi,start K R,AE
sigfúsína,start S IH F UW S IH N AE,stop
gíraffi,start IH R AE,F
þykkja,start TH IH HH,AE
setningafræði,start S EH HH T N IH NG K,AE
skæri,start S AE IH R,IH
leifturstríð,start L EH IH F T,R
marsmánuður,start M AE S M AE UW,N
róður,start R OH UW,DH
dvergur,start T V EH R,K
kyrtill,start IH T IH T L,stop
setning,start S EH,HH
rangstaða,start R AE UW,NG
fimmtudagur,start F IH T T AE R,stop
flámæli,start F L,AE
þolandi,start TH AO L AE N T,IH
músareyra,start M UW S,AE
afturkræfur,start AE F,T
pynting,start P,IH
bringa,start P,R
jarðsvín,start Y AE R DH S V IH,N
blóm,start,P
heili,start,HH
landbúnaður,start L AE N T P UW N AE DH R,stop
kvittun,start K V,IH
rafstöð,start R AE V S T AE DH,stop
beinmergur,start P EH IH,N
hreðka,start EH TH K AE,stop
lærisveinn,start L AE,IH
krampi,start K R AE,P
gæsahúð,start AE IH S AE HH UW,DH
vörður,start,V
gisting,start IH,S
súrkál,start S UW K AE UW L,stop
namm,start N AE M,stop
æja,start,AE
stytta,start,S
móðurbróðir,start M OH UW DH,R
marsmánuður,start M AE,S
krossfeldi,start K R AO S F,EH
snarka,start S N AE K,AE
jarðarberjasulta,start Y AE R,DH
pantur,start P AE,T
þorvaldur,start TH AO R V AE L T,R
norðvestur,start N AO,R
bakstur,start P AE,S
fræðigrein,start F R AE IH DH IH K R EH IH,N
farangur,start F AE R AE UW NG K R,stop
kólibrífugl,start,K
netjuský,start N EH T Y S,IH
stóll,start S T OH UW T L,stop
sifjar,start S IH V Y AE R,stop
gelding,start EH L T IH,NG
óásjálegur,start OH UW AE UW S Y AE,UW
lána,start L AE UW N AE,stop
laugaskarð,start L,AE
frændsemi,start F,R
spýja,start S,P
vallhæra,start V AE T L,HH
prússneskur,start P,R
prakkarastrik,start P R,AE
kjallari,start AE T L AE,R
kennari,start EH N AE R IH,stop
hata,start HH AE T AE,stop
fellafífill,start F EH T L AE F IH V IH,T
glepja,start K,L
löggjafarþing,start L AE,AE
þroski,start TH,R
prímtala,start,P
ananas,start AE N AE N AE S,stop
broddfura,start P R,AO
hagi,start HH,AE
niðji,start N,IH
málmey,start M AE UW L M EH,IH
gríska,start K R IH,S
dauðarefsing,start T DH AE R EH F,S
hjónaskilnaður,start OH UW N AE S IH L N AE DH,R
hata,start HH,AE
flugstjóri,start F L S T Y OH UW,R
kjöltutölva,start AE T T AE L,V
strá,start S T R AE UW,stop
hertogadæmi,start HH EH T AO AE T AE IH,M
kúrín,start K UW R IH,N
lukka,start,L
eldfimur,start EH L T F IH M R,stop
eitrun,start EH,IH
lífsmark,start L IH F S M AE K,stop
örk,start AE,K
hvað,start AE DH,stop
nevada,start N EH V AE T,AE
kvabb,start K V AE,P
leysingi,start L EH IH,S
karamella,start K AE R AE M EH L AE,stop
svíta,start,S
vald,start V,AE
metan,start M,EH
minnimáttarkennd,start M IH N IH M AE UW HH T AE,R
mergur,start M,EH
árstíð,start AE UW R S T IH DH,stop
náttmál,start N AE,UW
fyrirgjöra,start F,IH
platína,start P L AE,T
flæða,start F L AE,IH
lestun,start L EH S T,N
ábyrgur,start AE UW P IH R,K
njálgur,start,N
tollera,start T,AO
þrándheimur,start TH R AE,UW
blóðsuga,start P L OH UW DH S AE,stop
lífsandi,start L IH F S,AE
innflytjandi,start IH N F L,IH
marteinn,start M AE,T
styrmir,start S T IH R M IH,R
kúpull,start K UW P T L,stop
andvirði,start AE N T V IH R,DH
lífstykki,start L,IH
sendiherra,start,S
diljá,start T IH L,Y
hriki,start,IH
ostaskeri,start AO S T,AE
morthens,start M AO,T
klinka,start,K
steindór,start S T EH,IH
buxnavasi,start P S N AE V AE S IH,stop
blífur,start P,L
dyr,start T,IH
koddaver,start K AO T,AE
helmingur,start HH EH L M IH NG K,R
siga,start S IH,AE
krakkaskömm,start K R AE HH K AE,S
fórnarlamb,start F OH UW R T N AE R L AE M P,stop
brokka,start P R,AO
haarde,start HH AO R,T
dótturdóttir,start T,OH
kantaraborg,start K AE T AE,R
mannfræði,start M AE N F R,AE
gljá,start,K
bjarga,start P Y AE R K AE,stop
hollenskur,start HH AO L L EH N,S
sandkassi,start S AE N,T
langkrækill,start L,AE
flaska,start F L,AE
jensína,start Y EH N S IH N AE,stop
læri,start L AE IH,R
tækling,start T AE IH,HH
músareyra,start,M
þóroddur,start TH OH,UW
brenninetla,start P R EH N IH,N
vitni,start V IH HH T,N
holdvotur,start HH AO L T V,AO
geitungur,start K EH IH T,UW
kasta,start K AE,S
kveina,start K,V
spöng,start S P NG K,stop
þorn,start,TH
öryggisráð,start AE,R
hjartafífill,start AE,T
snurðulaus,start S T N,R
fjölgyðistrú,start F Y AE L K IH DH IH S,T
vallelfting,start V,AE
við,start V IH,DH
ögmunda,start AE M N T,AE
breidd,start P R,EH
hlýðni,start IH DH N IH,stop
gleðispillir,start K L EH DH IH S,P
hirða,start HH IH,R
dýrgripur,start T,IH
rjátl,start R Y AE,UW
einstefnugata,start EH IH N,S
gryfja,start K R IH V Y AE,stop
frestur,start F,R
streita,start,S
þuríður,start TH R IH DH,R
hneykja,start EH,IH
klósettpappír,start K,L
lengjast,start,L
lægja,start L,AE
aðaltré,start AE DH,AE
læknisskoðun,start L AE IH,HH
skapvondur,start S K AE P V AO N T R,stop
rafstöð,start R AE,V
prag,start P R,AE
kyrravika,start IH,R
kyrking,start IH IH,NG
afríkanska,start AE F R IH,K
kynna,start IH N AE,stop
málning,start M AE UW L N IH NG K,stop
eilífð,start,EH
strítkar,start S T R IH T,K
telma,start T EH L,M
lyngjafni,start L IH NG K Y AE P N,IH
frystiskápur,start F R IH S T IH S,K
vol,start V AO,L
vöxtur,start,V
marsbúi,start,M
frelsisbarátta,start F R EH L,S
fylgdarmaður,start F IH L T AE,R
þumalína,start TH M AE L IH N AE,stop
tvítyngdur,start,T
smyrja,start S M IH R,Y
einglyrni,start EH IH N K L,IH
flákaský,start F L AE,UW
merkingarþróun,start,M
aftursæti,start AE F T R S,AE
farði,start F AE R DH,IH
bjórvömb,start P Y OH UW R V AE M P,stop
skorningur,start S K AO R T N IH,NG
basl,start P AE S,T
spæta,start S,P
handbremsubeygja,start,HH
litningur,start L IH HH T,N
breidd,start,P
milt,start M IH T,stop
gullmura,start K,T
gestrisni,start EH S T R IH S T N,IH
skvísa,start,S
pæla,start P AE,IH
stjarneðlisfræði,start S T Y AE R T N EH DH L IH S F R AE IH,DH
svindlari,start S V IH N T L AE R IH,stop
brunahani,start P R N AE HH AE N IH,stop
bæjar,start P,AE
lesblindur,start L EH S P L IH N,T
stórhertogi,start S T OH UW R HH EH T AO,Y
língresi,start L IH N K R EH S,IH
afbrigðilegur,start AE V P R IH,DH
skógarsóley,start S K OH UW AE R S OH UW L EH,IH
gashylki,start K AE S,HH
smíða,start,S
karakter,start K AE R,AE
gleypa,start K L EH IH P,AE
framkvæmdastjóri,start F R AE M K V AE IH M T AE S T Y OH UW,R
prentsmiðja,start P R EH T S M IH DH Y AE,stop
dyggur,start T IH,K
foreldrar,start F AO R EH L T,R
jarðfræði,start Y AE R DH,F
skrúðhús,start S K R UW DH,HH
veita,start V EH IH T,AE
veiða,start V EH IH DH,AE
stytta,start S T IH HH T AE,stop
frelsisbarátta,start F,R
rafeindasmásjá,start R AE V EH IH N T AE S M,AE
persónufornafn,start P EH S OH UW N F AO R N AE P,N
vanilla,start V AE N IH L AE,stop
tötralegur,start T AE T R,AE
þrístrendingur,start TH R IH,S
þörungur,start TH AE R UW,NG
þrábeiðni,start TH R AE,UW
raf,start,R
bolli,start P AO T L,IH
lús,start,L
brjánn,start P R Y AE UW,T
dylgjur,start T,IH
kristni,start K R,IH
sögn,start S AE K N,stop
erfiður,start EH,R
stuttermabolur,start S T HH T EH R M AE P AO L,R
fræða,start F R AE IH,DH
kúpa,start K UW P,AE
asía,start AE S IH Y AE,stop
ólafssúra,start OH,UW
málbein,start,M
prettvísi,start P R EH,HH
hósti,start HH OH UW,S
spyrja,start S P IH R Y AE,stop
snupra,start S,N
svartburkni,start S,V
tréblásturshljóðfæri,start T R Y EH P L AE UW S T,S
púl,start,P
jarðhneta,start Y,AE
sljór,start,S
umdeildur,start M T EH IH L,T
ára,start AE,UW
ristill,start R IH,S
körfuknattleikur,start K AE R V K N AE HH T L EH IH K R,stop
undanfari,start N T AE N,F
blinda,start P L IH,N
framkvæmdastjóri,start F R AE M K V,AE
kasheitur,start K,AE
mjálma,start M Y AE UW L,M
leiðindi,start L EH IH DH IH N T,IH
pendúll,start,P
sjaldgæfur,start S Y,AE
skima,start,S
háspil,start HH AE UW S P IH L,stop
ökuleyfi,start AE K L,EH
fjórðungur,start F Y OH UW,R
blómvöndur,start P L OH UW M V,AE
leikur,start L EH IH K R,stop
óákveðinn,start OH UW AE UW,K
hrekkur,start EH HH K R,stop
umsókn,start,M
tréblásturshljóðfæri,start T R Y EH P L AE UW S T S Y OH UW,DH
havaí,start HH,AE
aldinbori,start AE L T IH N,P
miðaldalatína,start,M
óaðlaðandi,start OH UW AE,DH
huggulegur,start,HH
p,start P,Y
nína,start N IH N AE,stop
gáfa,start K AE UW V AE,stop
líkamsrækt,start L IH K AE M S,R
portúgalska,start P AO T,UW
deyfð,start T EH IH V DH,stop
frjókorn,start F,R
hreyta,start EH,IH
hveitikím,start K,V
wiium,start V IH Y M,stop
teygjubyssa,start T EH,IH
umskera,start M S EH R,AE
rassgat,start R AE S,K
þumbari,start,TH
stofa,start S,T
brasilía,start,P
nýrun,start N IH R,N
vélinda,start V Y EH L IH,N
mæri,start,M
miskunn,start,M
sturlína,start S T R T L,IH
þjá,start,TH
bretónska,start P R EH T OH UW N S K,AE
flugvél,start F,L
leikmynd,start L EH IH,K
stýri,start,S
beitilyng,start P EH IH,T
jórunn,start Y OH UW,R
fjallafræhyrna,start F Y AE T L AE F R AE IH,HH
kirsuberjatré,start,IH
félagi,start F Y,EH
banna,start,P
nöldur,start N AE L,T
erfðamengi,start EH R V DH AE M EH IH,IH
korsíka,start K,AO
lygna,start,L
demba,start T EH M,P
gæludýr,start AE IH,L
fjandmaður,start F Y AE N T,M
rismál,start,R
brokkolí,start P R AO HH K AO L,IH
vol,start V AO L,stop
slit,start,S
mórauður,start M OH,UW
háband,start HH AE UW P AE,N
andrés,start AE N T R Y,EH
hagl,start HH,AE
flugvöllur,start F L,V
uppblástur,start,HH
metan,start M EH,T
hnoðafræhyrna,start AO DH AE F R AE IH HH IH R T,N
klóra,start K L OH UW,R
bóla,start P OH UW,L
verkfæri,start V EH,K
skiljanlega,start S IH L Y AE N,L
flórída,start F L OH UW R IH,T
símaskrá,start S,IH
afbaka,start,AE
loðvíðir,start L AO DH V,IH
sjáumst,start S Y AE UW S T,stop
skjár,start S,AE
ferma,start,F
flækja,start F,L
kviða,start,K
slappur,start S T L AE HH,P
faraó,start F AE R,AE
átthyrningur,start AE UW HH T HH IH R T N,IH
þengill,start TH EH IH IH T,L
alaskavíðir,start AE L AE S K AE V IH DH IH,R
sæla,start S AE IH L,AE
fitna,start,F
sæll,start S AE,IH
tólúen,start T OH UW L,UW
stuttermabolur,start S T HH,T
grá,start K,R
þjófnaður,start TH Y OH UW P N AE DH R,stop
kvika,start K V IH K AE,stop
sjóher,start S Y OH UW HH,EH
sótthreinsa,start S OH UW HH T EH IH N S,AE
stjörnuarfi,start S,T
kölkun,start K AE K,N
vasahnífur,start V AE S,AE
valdís,start,V
hnetubrjótur,start,EH
naggrís,start N AE K R,IH
heild,start HH EH IH L T,stop
persóna,start,P
ginning,start IH N IH,NG
baskamál,start P,AE
ísópren,start,IH
niðurlæging,start N IH DH R L AE IH Y IH NG,K
umdæmi,start M,T
andersen,start AE N T EH R S,EH
ástríður,start AE,UW
þórfríður,start TH OH UW F R,IH
ísaumur,start IH S M,R
sveif,start,S
auðmýkt,start DH M IH,T
geimfar,start EH,IH
krumla,start K,R
rúrik,start R UW,R
mári,start,M
kyrr,start IH R,stop
éta,start Y EH,T
feikn,start F EH IH HH K,N
höfnun,start,HH
málsgrein,start M AE UW L S K R,EH
útsaumur,start UW,T
afbrigðilegur,start AE V P R IH DH IH L EH,R
lötra,start L AE T R AE,stop
bensín,start P EH N S,IH
synda,start S IH,N
sjónvarp,start S Y OH,UW
flotaforingi,start F L AO T AE F,AO
bikkja,start,P
tvístra,start T V IH S T R,AE
kyrrsetning,start IH R S EH HH T N IH NG K,stop
krosskónguló,start K R AO S K OH UW,NG
hljómur,start Y OH UW M,R
læknir,start L AE IH HH,K
jónmundur,start Y OH UW N M N T,R
langur,start,L
langhlið,start L AE UW,NG
sveifgras,start S V EH IH V K R,AE
kólibrífugl,start K OH UW L IH P R IH F K L,stop
flæmskur,start,F
farsími,start,F
andstyggilega,start AE N T,S
brugghús,start P R K HH,UW
skiljanlegur,start S IH L Y AE N L,EH
mötunautur,start M AE T N T,R
spíra,start,S
fljóta,start F L Y OH UW T,AE
fappa,start F AE HH P,AE
sléttlendi,start S T L Y EH HH T L EH N T IH,stop
hallmundur,start,HH
biðvarsla,start P IH DH V AE R,S
málfar,start M,AE
raðtala,start R AE DH T AE,L
adamsepli,start AE D AE,M
framherji,start F R AE M HH EH,R
hylur,start HH IH L R,stop
óætur,start,OH
kyssa,start IH S,AE
kúpull,start K UW P,T
fórinta,start F OH UW,R
rökkvi,start R AE,HH
tinna,start T,IH
systkin,start S,IH
klökkna,start K L AE HH,K
kynsjúkdómur,start IH N S Y,UW
basla,start,P
krefja,start K,R
afríkanskur,start AE F R IH K AE,N
lítill,start L,IH
fiseind,start,F
pallur,start P AE T L R,stop
gleraugu,start K L EH R,stop
fellibylur,start F EH T,L
járningamaður,start,Y
lækjagrýta,start L AE IH AE K R IH,T
spánverji,start S P AE UW N V EH R Y IH,stop
berg,start P EH R K,stop
hádegi,start,HH
tiltaka,start T IH L,T
sveif,start S V,EH
skósmiður,start S K,OH
andlagsfall,start AE N T L AE S F AE,T
nælon,start N AE IH L,AO
sínus,start,S
þyrnóttur,start,TH
geirfugl,start EH IH R F K,L
kvöl,start K V AE L,stop
dingull,start T,IH
geislamaðra,start EH IH S T L AE M AE DH,R
eining,start EH IH,N
spítta,start S P,IH
maurasýra,start M R AE S IH,R
setningafræði,start S EH HH T N IH NG K AE F R AE IH DH IH,stop
reyrgresi,start R EH,IH
sunnan,start,S
hrökkva,start AE HH K V,AE
kvað,start K V,AE
gæruskinn,start AE,IH
klæðaskápur,start K L AE IH DH AE S K,AE
járna,start,Y
mexíkó,start M EH K,S
drottna,start T R,AO
heimsálfa,start,HH
holland,start HH AO L L,AE
sárasótt,start S AE UW,R
borðtennis,start P,AO
alþjóðlegur,start AE L,TH
eftirlaun,start EH,F
íhald,start,IH
járnbraut,start Y AE UW,R
kólesteról,start K OH UW L EH S,T
fjölbýlishús,start F Y AE L P IH L IH S,HH
eigra,start EH,IH
barkakýli,start P AE K AE IH,L
skáld,start,S
tað,start T AE,DH
vitur,start V IH,T
brenninetla,start P,R
fellibylur,start F EH T L IH P IH,L
blekbytta,start P L EH K,P
beður,start P,EH
sívalningur,start S IH V AE L,N
leikkona,start L,EH
þiðna,start TH IH,DH
stokkhólmur,start S T AO HH K HH OH,UW
handarkriki,start HH AE N,T
viðbragð,start V IH DH,P
volga,start,V
bretónska,start P R EH T OH UW N S K AE,stop
reyta,start R EH IH,T
tvímynd,start T,V
leika,start L,EH
jólagjöf,start Y,OH
þrisvar,start TH R IH,S
lystauki,start L IH S,T
lífefnafræði,start,L
rægja,start,R
gróði,start K R OH UW,DH
krókódílstár,start K R OH UW,K
hreinlæti,start,EH
æruprís,start AE IH,R
fjarverufall,start F,Y
bandstrik,start P AE,N
long,start,L
dollari,start T AO L AE R IH,stop
fall,start F AE,T
nýlega,start N,IH
spritt,start S,P
rún,start R,UW
anemóna,start AE N EH M OH UW N,AE
hornabolti,start HH,AO
hindber,start HH,IH
meik,start M EH IH K,stop
hringa,start IH NG K,AE
litningsendi,start L IH HH T N,IH
tríósónata,start T R IH Y OH UW S OH UW,N
læmingi,start L AE IH,M
sykur,start S IH K,R
reisn,start R EH IH S T N,stop
tilgangur,start T IH L K AE UW NG K R,stop
strumpur,start S T R P,R
jakobína,start Y AE K AO P IH N AE,stop
söngkona,start S NG K K AO,N
útbreiðsla,start UW T P R EH IH DH S T L AE,stop
afburður,start AE V P R,DH
brons,start,P
nepal,start N,EH
hvalveiði,start K V AE L,V
traustur,start,T
háfur,start HH,AE
kreditkort,start K R EH T IH T K AO T,stop
barbari,start P AE R P AE R,IH
arabía,start AE R AE P,IH
fljóð,start F L Y OH UW,DH
bloti,start P L AO T,IH
fok,start F AO,K
fjallhæra,start F Y AE T L,HH
hnefafylli,start EH V AE F IH T,L
hver,start K V AE,R
saurugur,start S R R,stop
gimsteinn,start IH,M
kæta,start AE,IH
bílskúr,start P IH L,S
barnalæknir,start P AE R T N,AE
málmey,start M AE UW L M EH IH,stop
langkrækill,start L AE UW NG K K R,AE
langamma,start L AE UW NG K AE,M
hunangsfluga,start HH N AE UW NG,K
gimbur,start IH,M
guðfræðingur,start K V DH F R,AE
háspil,start HH AE UW,S
álaborg,start AE UW L AE,P
aðgangur,start AE DH K AE UW NG K,R
forhúð,start F AO R HH UW DH,stop
grímkell,start K R IH M,EH
illmælgi,start IH T L M AE IH,L
sívalur,start S IH V,AE
knattspyrnufélag,start K N AE HH T S P IH R,T
unndór,start,N
happdrætti,start HH AE HH P T R AE IH,HH
guðrún,start K V DH,R
langbarðaland,start L AE UW,NG
fallvatn,start F AE,T
hrísgrjónavín,start IH,S
þrugla,start TH R K L AE,stop
kórall,start K,OH
hanskahólf,start HH AE N S K AE HH OH,UW
roð,start R,AO
helmingur,start HH EH L M,IH
dráttartaug,start T R AE UW HH,T
forsætisráðherra,start F,AO
regnkápa,start R EH K,N
lóða,start L,OH
jen,start Y EH N,stop
hækkun,start HH AE IH HH,K
svæfing,start S V AE IH,V
eþíópía,start EH,TH
óraddaður,start OH,UW
rithöfundur,start,R
biðstofa,start P IH DH,S
páskar,start P AE UW S K AE R,stop
elda,start,EH
kumbaraland,start K M P AE,R
töng,start T NG,K
sígaretta,start S IH AE R EH HH,T
hrafnkell,start AE P N EH T,L
skotland,start S K AO T L AE N,T
fjón,start F Y OH,UW
leikfang,start L EH IH K F AE UW,NG
farsakenndur,start F,AE
óttast,start OH UW,HH
brauðhnífur,start,P
ísbjörn,start,IH
þorvarðína,start TH AO R V,AE
munaðarleysingi,start M N,AE
handbremsa,start HH AE N T P R EH M S,AE
blávingull,start P L AE UW,V
útbreiðsla,start UW T P R EH,IH
dindill,start T IH N,T
spegill,start S P,EH
pönk,start P K,stop
lirfa,start L IH R V AE,stop
hólmganga,start HH OH UW L,M
hefja,start,HH
hófur,start HH OH,UW
látún,start L AE UW T,UW
skjóttur,start S OH UW HH,T
paxblað,start P,AE
leyndó,start L EH,IH
maður,start,M
dáleiða,start T AE UW L EH IH DH,AE
vigfúsína,start V IH F UW,S
klæðaskápur,start,K
forsjá,start F AO S,Y
eymundur,start EH IH M N,T
ógeðslegur,start OH,UW
ljóð,start L Y OH,UW
tilfinningasamur,start T IH L F IH N IH NG,K
farði,start F,AE
sjálfur,start S Y,AE
botn,start P AO HH T,N
smali,start S M AE,L
galílea,start K AE,L
flærð,start F L AE IH,R
slésvík,start S T L,Y
bór,start,P
hindurvitni,start HH IH N T R V,IH
skrúðganga,start S K R UW DH K AE UW NG K AE,stop
skartgripur,start S K AE T K R IH P,R
rjúka,start R Y UW,K
aðalakkeri,start AE DH AE L AE HH K EH,R
broddkrækill,start P R AO T,K
bogastrengur,start P AO AE,S
skvetta,start S K V EH HH,T
miðstig,start M IH DH,S
gaffall,start K AE F AE T L,stop
bulla,start P T L AE,stop
peningur,start P,EH
kjöt,start K Y,AE
atorka,start AE T AO,K
gulmaðra,start,K
þráðsef,start TH,R
vasapeli,start,V
bókastoð,start P OH UW K AE S T AO DH,stop
neitun,start,N
nemi,start N,EH
trésmiður,start T R Y EH S M,IH
innkast,start IH N K AE S T,stop
graður,start K R AE DH R,stop
harður,start,HH
töframaður,start T AE V R AE M AE,DH
staðaratviksorð,start S T AE DH,AE
keisaraviður,start EH IH S AE R AE,V
engill,start EH IH,IH
lambakjöt,start L AE M P AE,AE
efnafræði,start EH P N AE F R AE IH DH,IH
þórdís,start TH OH UW R T IH S,stop
aukafallsliður,start K AE F AE,L
tilfinninganæmur,start T IH L F IH N IH,NG
hafmey,start HH AE V M,EH
tjarnablaðka,start T Y AE,R
alin,start AE L IH N,stop
olga,start AO,L
broddkúmen,start P,R
kattardýr,start K,AE
stjórnpallur,start S T Y,OH
þeytari,start TH EH IH T AE R IH,stop
okfruma,start AO K F R M AE,stop
anga,start,AE
gæsahúð,start AE IH,S
búðarþjófnaður,start P UW DH AE R TH Y OH UW P N AE,DH
nafnliður,start N AE P,N
munnharpa,start M,N
stafafura,start,S
þumlungur,start TH M L UW NG K R,stop
vinna,start V IH N,AE
slóvakíska,start S T L,OH
fyrirsæta,start F IH R IH R,S
skurðgoð,start S K,R
orðflokkur,start AO,R
fjarverufall,start F Y AE R V EH R F AE T,L
fullkomlega,start F T K AO M L EH AE,stop
frelsishetja,start,F
beinagrind,start P,EH
indriðason,start IH N T R IH DH,AE
fullkominn,start,F
bjarga,start,P
járnsmiður,start Y AE UW R T N S,M
doðrantur,start T AO DH R AE T,R
garðrækt,start,K
matarborð,start M AE T,AE
nú,start N,UW
strompur,start S T R AO,P
eftirlíking,start EH F T,IH
augljóslega,start,L
ákveðinn,start AE UW K V EH DH IH,N
ratleikur,start R AE,T
jáeind,start Y AE UW EH IH,N
fælast,start F AE IH L AE S,T
kynfruma,start IH N F R M AE,stop
bjarmi,start P Y AE,R
tæpur,start T AE IH P R,stop
appelsína,start AE HH P EH L S IH N AE,stop
met,start M EH T,stop
jóhannes,start Y OH UW HH,AE
reigingur,start R EH IH Y IH,NG
álfrek,start AE,UW
fellibylur,start F EH T L IH,P
snotur,start S T N,AO
plægja,start P L AE IH Y AE,stop
höfgi,start HH,AE
ról,start R OH UW L,stop
kardináli,start K AE R T,IH
legvatn,start L EH V AE HH,T
þrístrendingur,start TH R IH S T,R
fasta,start F AE S,T
tæki,start T AE IH IH,stop
hugaræsing,start HH AE R AE IH S IH NG K,stop
bogi,start P,AO
áskrift,start AE,UW
glóbrystingur,start K L OH UW P,R
hæsi,start HH AE IH,S
hálfnóta,start HH AE UW L V,N
kanína,start K AE N,IH
gvatemala,start K V AE T EH M AE L AE,stop
hrukkunjóli,start HH K,N
fúi,start F,UW
lævís,start L AE IH,V
velgengni,start V EH L EH,IH
hamborg,start HH AE M P,AO
trúa,start T R UW,AE
skála,start S,K
fjallagrös,start F Y AE T,L
geimfari,start EH IH M,F
melludólgur,start M EH T L T OH,UW
föðurlandsvinur,start F,AE
fyðill,start F IH,DH
tólúen,start T OH,UW
dul,start T L,stop
torfi,start,T
barein,start P,AE
læknisskoðun,start L AE IH HH K N IH S,S
drjóli,start T R Y OH UW L IH,stop
framreiðsla,start F,R
óvandaður,start OH UW V AE,N
skíra,start S IH R AE,stop
afbrigðilegur,start AE V P R IH DH,IH
handknattleiksþjálfari,start HH AE N T K N AE HH T L EH IH K S,TH
línuskauti,start L IH N S K T,IH
húsdýr,start HH,UW
handahóf,start HH AE N T AE HH OH,UW
botnlangabólga,start P AO HH T N L AE UW NG K AE P OH UW L K,AE
meðvitaður,start M EH,DH
hræsnistár,start AE,IH
morgunhani,start M AO,R
leiðrétting,start L,EH
byssa,start P IH S AE,stop
gæra,start AE IH R,AE
tvinni,start,T
leiðtogi,start L EH IH DH,T
hjúkrunarkona,start UW K R N AE R K AO,N
hljóðeind,start Y,OH
neðri,start,N
rokkur,start R AO HH,K
tregur,start T,R
sjal,start S,Y
indriðason,start IH N T R IH DH AE S,AO
filma,start F IH,L
gleypa,start K L,EH
nafnháttarmerki,start N AE P N HH AE UW HH T AE R M,EH
upplifun,start HH P L,IH
kambur,start K AE,M
prímtala,start P R IH M T,AE
græðgi,start K R,AE
tjá,start T Y AE UW,stop
hví,start K V IH,stop
dunda,start T,N
frækinn,start F R AE IH IH,N
hörfinka,start HH AE R F,IH
broddgöltur,start P R AO T K AE T,R
keisari,start EH IH S AE R IH,stop
nenni,start N,EH
jóhann,start Y OH UW HH,AE
bleyta,start P,L
leifar,start,L
flass,start F L AE,S
amper,start AE P EH,R
keila,start,EH
yndi,start,IH
gráðugur,start K R AE UW,DH
smalamaður,start S M AE L AE M AE DH,R
gjaldeyrir,start AE,L
dingull,start T IH NG K T,L
svæði,start S V AE IH DH,IH
sorti,start S,AO
staðall,start S,T
basi,start P AE S,IH
kólesteról,start,K
góður,start K OH UW,DH
fjallanóra,start F Y,AE
nema,start N EH,M
hirð,start,HH
tröllavíðir,start T R AE T L AE V IH DH IH,R
hvítvín,start IH T,V
bréfspjald,start P R Y EH V S P,Y
sjónauki,start S Y OH,UW
svindla,start S V IH N,T
sæði,start S AE IH DH IH,stop
gáta,start K,AE
þorn,start TH AO R T,N
skarð,start S K,AE
sóli,start S,OH
lukka,start L HH,K
geispi,start EH IH S,P
segja,start S EH,IH
stakket,start S T AE,HH
hljóðfæri,start,Y
hattur,start HH AE,T
ómstríður,start,OH
alþjóðlegur,start AE L TH Y OH UW DH L,EH
steytill,start,S
ófullnægjandi,start OH UW,F
munaðarleysingi,start M N AE DH AE R,L
deyfð,start T EH IH V,DH
flórens,start F L OH UW R,EH
andfélagslegur,start AE N T F Y EH L AE S L EH,R
deigur,start T EH IH,R
björn,start P Y,AE
ilmvatn,start IH L M,V
leiðsögumaður,start L EH IH DH,S
tág,start T AE,UW
