word,phonemes,label
skolastički,start S K,OH
filantropski,start F,IH
disjunkcija,start D IH S Y NG,K
eshatološki,start EH S AE T L OH SH K,IH
otpadnik,start T P AE D N,IH
neredovit,start N EH R EH D,IH
sluti,start S L,T
prepeći,start P R P,EH
šurak,start,SH
fenicija,start F EH N,IH
držati,start D ZH AE T,IH
uzvisiti,start UW Z S IH T,IH
ruanđanin,start R UW N AE N,IH
kriminalistički,start K R IH M IH,N
pleonastičan,start P L EH OH N,S
raznostran,start R AE Z N S T R,AE
jednoglasje,start Y EH D N G L AE S Y EH,stop
obaveštajni,start B AE EH SH,T
logično,start,L
zimovati,start Z IH M,AE
opozvati,start OH P Z AE T IH,stop
ublažiti,start UW,B
dremašina,start D R M AE SH IH,N
paginirati,start P AE G IH,N
krvnički,start K R N IH,CH
kremljolog,start K R EH M L,OH
nesam,start N S,AE
šnala,start SH N,L
primaći,start P R M,AE
shodan,start S D AE,N
uzbuniti,start UW,Z
republikanka,start R EH,P
priračunavati,start P,R
utješljiv,start UW T Y,SH
filipini,start F IH L IH P N IH,stop
žalosno,start ZH L,OH
aerodinamičan,start AE EH R OH D,IH
čekaonica,start CH EH K AE N,IH
nesposoban,start N S P OH S OH B,AE
prepeličar,start P R P EH L IH,CH
smreka,start S M,R
skrbnik,start S K R,B
budaletina,start B UW D AE L T IH,N
razlabaviti,start R Z L AE B AE IH T,IH
denuncijantski,start D EH N UW N Y,AE
cvilež,start L EH ZH,stop
populizam,start P OH P UW L Z,AE
čvoruga,start CH R UW,G
tutor,start T,T
urugvajski,start R UW G AE,Y
sadržaj,start,S
salvador,start S L AE D OH R,stop
višeznačan,start IH SH,Z
sjedalo,start S,Y
kozarevac,start K OH Z R EH AE,stop
škrinja,start SH K,R
temperament,start T EH M,P
množiv,start M N ZH,IH
pandora,start P,AE
behandlati,start B EH N D L AE T,IH
filantropski,start F IH L N T R OH P S K,IH
šovinistički,start,SH
ovaj,start AE,Y
strašilo,start S T R,SH
krhotina,start K OH T IH,N
berilijum,start B R,IH
telegrafski,start T EH L G,R
mineralogija,start M IH N,EH
omiš,start M IH,SH
krkalo,start K K AE L,OH
inovativan,start N OH AE T,IH
zapostaviti,start Z AE P S T AE IH T,IH
bojiti,start B,Y
moralan,start M R AE L AE N,stop
pakirati,start P,AE
kongenijalno,start K N G,EH
tehnika,start T N IH K,AE
bibliotekarski,start B IH B L IH OH T,K
lopočika,start L OH,P
klonulost,start K,L
nepristrano,start N EH P R S T,R
panteizam,start P AE N,T
kolektivno,start K L,EH
nerazborit,start N EH R Z B OH,R
bizantijski,start B IH Z N T,IH
rekonstruirati,start R EH K OH N S T R UW R AE,T
rječica,start R Y CH,IH
danska,start D,N
manjinski,start M IH,N
plačljiv,start P L CH,IH
pijanistica,start P IH Y N IH S T IH AE,stop
narednik,start N R EH D N IH K,stop
pokupiti,start P OH K P IH,T
pristupačno,start P R,S
kaljuga,start K UW G,AE
pašče,start P SH CH,EH
spiskati,start S P,S
mišica,start,M
sveukupan,start S EH K UW P AE N,stop
nezakonski,start N EH Z,K
kamerunski,start K M EH R UW N S,K
impulzivac,start IH,M
uzrok,start Z R OH,K
čupati,start CH,P
šator,start SH T,OH
oplođivati,start OH P L,OH
gore,start G,R
laboratorijski,start L,AE
krhkost,start K R,K
ljepilo,start P IH L,OH
nastran,start N S T R AE,N
retrofleksan,start R T,R
specifikacija,start S P EH IH F,IH
autonomaštvo,start AE UW T OH N OH M SH,T
razumevati,start R AE Z UW M AE,T
prestup,start,P
jugoslavenski,start Y UW G OH,S
baviti,start B,IH
račić,start R,CH
durati,start D R AE T IH,stop
beleška,start B L EH SH K,AE
pozorno,start P Z,OH
davalac,start,D
hektogram,start K,T
elektronika,start EH L EH,K
anemičan,start AE N M,IH
kašika,start K SH IH,K
predvidljiv,start P R,EH
stidjeti,start S T,D
idolopoklonik,start IH D OH L OH P K L,OH
ofenzivnost,start OH F EH N Z N OH S,T
olak,start L AE,K
nesvesno,start N S EH,S
neprijelazan,start N P R IH Y EH L AE Z,AE
gibraltar,start G B R AE,L
diskretan,start D S K R EH T AE N,stop
inertan,start,IH
nesam,start N,S
prevoj,start,P
lukavstvo,start,L
vedro,start EH,D
podstrizati,start P OH D S T R,Z
jednostran,start Y EH D N S,T
srpska,start,S
ispiti,start S P IH T IH,stop
uporabiv,start UW,P
galantno,start G,AE
teritorijalni,start T R,IH
istinski,start,S
forši,start F OH R SH IH,stop
zvjezdogled,start Z Y Z D OH G L EH D,stop
mlečika,start M,L
brezov,start B R Z,OH
špera,start SH P R AE,stop
daleko,start D AE,L
rasecati,start R AE,S
micati,start M AE T IH,stop
ukorenjivati,start UW K OH R EH AE T,IH
proračunati,start P R OH R AE CH N AE T,IH
trbuh,start T,B
plamenac,start P L AE,M
smrzavati,start,S
pekinški,start,P
razbjeći,start R,Z
spelovati,start S P L,OH
prodrijeti,start P R D R Y,EH
ustvrditi,start UW S,T
iscijediti,start IH S,IH
lovočuvar,start L,OH
prekid,start P R,K
poslušan,start P S L,UW
vojnički,start,Y
bezbožnički,start B Z,B
adverbijalan,start,D
košćela,start K SH EH L,AE
naježiti,start N AE Y ZH,IH
križopolje,start K R IH ZH P,OH
pravovjernost,start P R,AE
opačina,start OH P CH,IH
dječak,start D Y,CH
zemljovid,start Z M OH IH,D
primetan,start P R M EH T AE,N
dokument,start,D
januarski,start Y N UW,AE
ortodoksno,start OH R T D OH K S,N
aerodinamički,start AE EH,R
satiričan,start S AE,T
pomnožiti,start P OH,M
zablejati,start Z AE,B
odmjeren,start D M Y EH,R
trgati,start,T
petina,start P T IH,N
putnički,start P T N,IH
persirati,start P EH R S R AE,T
urođenički,start UW,R
falus,start F,L
snop,start S N P,stop
bezglasno,start,B
vrata,start R T AE,stop
segment,start S G M EH N,T
iskrenost,start S K R EH N,OH
činilac,start CH N,IH
dijagonalan,start,D
slabokrvnost,start S L AE B OH K N OH S,T
rešetkast,start R SH,EH
dupence,start,D
realistički,start R EH AE L S T IH,T
sugrađanin,start S G,R
govoriti,start G OH R IH T,IH
krasuljak,start K R AE S,AE
ovčarski,start CH AE,R
adoptacija,start AE,D
materin,start,M
koščat,start K SH CH AE T,stop
pakosno,start P K OH,S
sarajlijski,start S AE R Y L IH Y S K IH,stop
sred,start S,R
materinski,start M T EH R IH N S K IH,stop
ustrojiti,start,UW
razdijeliti,start R AE Z D Y L IH T IH,stop
ventilator,start,EH
sljepoočni,start S EH,P
ukrotiti,start UW K R T,IH
krivolov,start K R OH L OH,stop
trener,start T R N EH,R
udavati,start UW D AE T IH,stop
savjetovati,start S Y EH T OH AE,T
novčanica,start N OH CH N IH,AE
civiliziran,start,IH
vlastela,start L AE S T L,AE
zrnat,start Z N AE,T
kartonski,start,K
potegnuti,start P OH T G N,UW
krasnorečiv,start K R AE S N OH R CH,IH
destruktivan,start D S T R UW,K
poremećivati,start P OH R,EH
robovlasnik,start R OH B L AE S,N
atentat,start,AE
smotati,start S M T AE T IH,stop
snimak,start S N,M
kratkotrajnost,start K R AE T K OH T R Y N OH,S
razočarenje,start R AE Z,OH
tipkovnica,start T IH P,K
uvažavati,start UW AE ZH,AE
složiti,start S L ZH IH,T
zabrtvljivati,start Z AE B R T AE T,IH
paor,start P OH,R
navoditi,start,N
zviždati,start Z ZH D AE T IH,stop
zubac,start,Z
zauzdati,start Z AE Z D AE T,IH
bogdan,start,B
radijalan,start R,D
unatrag,start N AE T R AE G,stop
veštica,start,SH
zavidjeti,start Z,IH
adoptacija,start AE D OH P T IH,Y
prezalogajiti,start P R EH,Z
ćudoredan,start D,OH
idealist,start,IH
demilitarizacija,start D EH,M
drhtjeti,start D T Y EH,T
proleterski,start P R OH L T EH R S K IH,stop
isprati,start S P R,AE
mjestovina,start M Y,EH
kurdski,start K R D S,K
tromjesečje,start T R M Y EH S EH CH,Y
tendencija,start T EH N D N IH Y,AE
šnorer,start SH N R,EH
kran,start K R N,stop
baliti,start B L IH,T
futur,start F T,UW
racionalizirati,start R AE IH OH,N
loptati,start L P T AE T IH,stop
paziti,start P,Z
brbljav,start B R,B
blokirati,start B L OH K R,AE
razvalina,start R,Z
bledoća,start B L EH D AE,stop
šarenica,start SH AE R,N
pismen,start P S,M
surjekcija,start S UW,R
homeomorfizam,start OH M EH OH M OH,R
kapnuti,start K P N,UW
odgovoriti,start OH D G OH,R
dvaput,start D P UW T,stop
histerik,start IH S T R IH K,stop
steon,start S T OH,N
zacenuti,start,Z
nepažljivo,start N EH P ZH IH OH,stop
gaziti,start G Z,IH
arbitraža,start AE R B IH T R,ZH
ispričavati,start IH S P R IH,CH
kauboj,start K UW B OH,Y
zuba,start,Z
republikanski,start R EH P UW B,L
krakovski,start K R K OH S K,IH
neosjetljivo,start N EH OH S Y T,IH
akomodacija,start AE K,OH
besraman,start B S R AE,M
prosvjed,start P,R
šmir,start SH M,R
udaljenost,start D AE EH N OH S T,stop
institut,start IH N S T T UW,T
poplava,start P,P
onesposobljivati,start OH N EH S P OH,S
racionalan,start,R
alpinski,start L P IH N S,K
ravnodušan,start R AE N D,UW
čestica,start CH S T,IH
kanalizacija,start K AE N AE L IH Z IH,Y
crnokošuljaš,start R N OH K OH,SH
keramika,start K EH R M IH K AE,stop
rečni,start R CH N IH,stop
balkanski,start B L,K
osloboditelj,start OH S L OH B D IH T EH,stop
alzaški,start L,Z
sapeti,start S P EH,T
dlaka,start D,L
rukometašica,start R UW K OH M EH,T
neveran,start N,EH
izgovoriti,start IH Z G OH,R
doktorirati,start D OH K T,OH
sultanat,start S UW L T N AE T,stop
nerazumljiv,start N EH R AE Z M IH,stop
naricati,start N AE R AE,T
ćirilični,start IH R L IH CH N,IH
amoralan,start M OH,R
uvaliti,start UW L,IH
improvizator,start IH M P R OH Z AE,T
tumarati,start T,UW
posjeći,start P S Y,EH
članak,start,CH
biskvit,start,B
odbitak,start OH D,B
utući,start,T
pletenica,start P L EH T N IH,AE
vinograd,start N OH G R AE,D
vetreuška,start EH T R UW SH K AE,stop
kirurški,start K,R
ženski,start ZH N S,K
konotacija,start K OH,N
progutati,start P R OH G T AE,T
administrator,start AE D M IH N,S
bijen,start B Y,EH
čudovište,start CH D OH IH SH T,EH
različit,start R Z L IH CH IH T,stop
pješčenjak,start P Y EH SH CH AE,K
autarkija,start AE UW T R K,IH
bilježnik,start B,EH
daktilografija,start D AE K T,IH
šlepati,start SH L P AE T,IH
ljupkost,start P K OH S T,stop
hobotnica,start B OH T,N
zlonamernost,start Z L OH N M,EH
fotoreportaža,start F OH T OH R EH P OH R T,ZH
listom,start L S T,OH
trigonometrijski,start T R IH G OH N OH,M
šizofrenija,start SH IH Z OH F R N IH Y AE,stop
uman,start M AE N,stop
bes,start B S,stop
pobjeda,start P,B
prestići,start P,R
povoditi,start P OH,D
srodnost,start S R D,N
koškati,start K SH K,AE
reputacija,start R EH P UW T IH,Y
prostorni,start P R S T OH R N IH,stop
misloslovje,start M IH S,L
izvidnik,start Z,IH
njiva,start AE,stop
kaubojski,start K UW B OH,Y
zavisiti,start Z IH S,IH
svariti,start S R IH,T
pokajnik,start P K AE,Y
ponovno,start P,N
koprena,start K P R EH,N
neverica,start N EH R,IH
osuđenički,start OH S,UW
ražestiti,start,R
natapati,start N AE T P AE T IH,stop
iskon,start S K,OH
mrva,start M R,AE
raširivati,start R AE SH IH R,AE
kadionica,start K D IH OH N IH AE,stop
raseći,start R S EH,IH
koketan,start K K EH T AE,N
računaljka,start R AE CH N AE,K
asimetričan,start AE S IH M T,R
prisluškivač,start P R,IH
postulat,start P OH S T L,AE
nebrojen,start,N
stogodišnjica,start S T OH G D IH SH,IH
suziti,start,S
primerice,start P R M,EH
tendenciozan,start T N D EH N IH OH,Z
ćilimarstvo,start IH L IH M R S,T
koškati,start K SH,K
bilderski,start B L,D
ekleziologija,start EH K L EH Z IH OH L G IH Y AE,stop
obaveštenost,start OH B EH SH T EH N OH S T,stop
severozapadno,start S EH EH R OH Z P AE D,N
bezosjećajan,start B Z OH S,Y
identično,start IH D N T IH CH N,OH
glasnik,start,G
vaga,start G AE,stop
suptilan,start S P T IH L AE N,stop
bludan,start B L D AE,N
pristizati,start P R,S
singlica,start S NG,G
uporabiti,start UW P OH R,B
sagoriv,start S AE G,R
odjaviti,start,OH
otpadnica,start,T
stanarka,start S T,N
industrijski,start IH N,D
punktuacija,start P UW NG K T UW IH Y,AE
gabor,start G,B
tempao,start T EH M,P
slanac,start S L N,AE
nastup,start,N
specijalan,start S P IH Y AE L AE N,stop
heterozigot,start EH T EH,R
bodljikav,start B D IH K AE,stop
vojevati,start OH Y AE T IH,stop
kontakt,start,K
indirektno,start N,D
prepričati,start P R EH P R CH AE,T
pomada,start P,OH
barjaktar,start B AE R Y K T AE R,stop
regresija,start R EH G R,S
poljubiti,start P OH B IH T,IH
žlezda,start ZH,L
evanđeoski,start EH,AE
riskantan,start R IH S K N T AE N,stop
hedonistički,start EH,D
plesnivost,start P L S,N
uplašiti,start P L AE SH IH T IH,stop
obavezan,start,B
gigabajt,start,G
besciljan,start B,S
hitrost,start T R OH S T,stop
akvarel,start,AE
anestetik,start AE N,EH
sjedinjavati,start S Y EH D IH,AE
ivan,start,AE
paleontolog,start P AE L EH OH N T L,OH
toplota,start T OH P,L
zmijolik,start Z M,IH
veštak,start,SH
šizma,start,SH
zatvor,start,Z
argon,start,R
pośekotina,start P OH,EH
čedomorstvo,start CH EH,D
konzervativno,start,K
rezolucija,start,R
ponuditi,start,P
neobjektivnost,start N EH OH B Y EH K,T
svedočanstvo,start S EH,D
komanda,start K M AE N,D
jezerski,start Y,Z
izazivati,start IH Z,AE
iritirati,start IH R IH T R AE T IH,stop
pazin,start P Z IH,N
pobjeda,start P B,Y
izmjeničan,start,Z
transcendentalnost,start T R AE N S EH N D EH N T L N OH,S
nenaseljen,start N EH N S,EH
algebra,start,L
jamajka,start Y,AE
nagrada,start N G R AE D,AE
nezahvalnost,start,N
spekulacija,start S P EH,K
mlad,start M,L
smešan,start S M SH,AE
nostalgično,start N OH S T L G,IH
osloboditelj,start OH S L,OH
prepreka,start P R P,R
udovičin,start UW D IH,CH
pokazivati,start,P
branilac,start B R N IH L,AE
kozmetičar,start K OH,Z
ujna,start Y N,AE
završiti,start Z,AE
bilijun,start B IH L Y UW,N
kentaur,start K EH N T UW R,stop
diviti,start D IH T,IH
nemiran,start,N
sagibati,start S AE,G
oživotvoravati,start OH ZH IH OH T OH,R
terapeutski,start T EH R AE P,UW
čudno,start CH,D
elektricitet,start,EH
impersonalan,start M P EH R S OH N AE L AE,N
prljavica,start P R AE IH,AE
privola,start P R OH L,AE
lopočika,start L OH P CH IH K,AE
dogovarati,start D OH G,OH
kriminalistički,start K R IH,M
kronološki,start K R OH N L OH SH K IH,stop
prvenstveno,start P R,N
zatočenica,start Z AE T OH CH,N
centralizacija,start EH N T R,AE
dozivati,start D OH Z,AE
plasirati,start P L AE,S
boljitak,start B OH T AE,K
čagalj,start CH G,AE
kravujac,start K R AE Y,AE
mafiokracija,start M AE F,IH
vjerojatnost,start Y EH,R
beskrajan,start B S,K
bildati,start B L D,AE
primerice,start P R M EH,R
prijedložni,start,P
slatkiš,start S L T,K
razvezivati,start R AE Z,EH
zrakoplovni,start Z R K OH P,L
garaža,start G AE R,ZH
kremaljski,start,K
doseg,start D,S
kapricioznost,start K AE P R IH IH Z N OH,S
istočni,start S T OH CH,N
inšalah,start N SH AE L,AE
plutokratski,start P L UW,T
nazad,start N,Z
asimilacija,start AE S IH M IH L IH Y AE,stop
tipografija,start T IH P OH G R F IH,Y
dostižan,start D S T IH ZH,AE
raskrižje,start R S K R IH,ZH
uobražavati,start UW OH,B
podudarnost,start P OH D UW D R N,OH
povećavati,start P OH,EH
zaredati,start Z AE R D,AE
administrator,start AE D M IH N S T R AE,T
krivokletnik,start K R IH,K
prijevoz,start P R,Y
bestseler,start B EH,S
specifikacija,start S P EH IH,F
komoditet,start K OH M,OH
čamdžija,start CH M,JH
zaglibiti,start Z AE G L B IH,T
razminirati,start R AE Z M IH N R AE T IH,stop
racionalist,start R AE IH OH N,L
bolovanje,start B,L
ambasador,start AE M,B
dijagnostika,start D IH Y AE G,N
niš,start N SH,stop
dvadesetak,start D AE D EH S T,AE
penzija,start P N Z,IH
mediteran,start M,EH
nezakonit,start N EH Z K OH N IH T,stop
anglistika,start AE N G L S,T
restrikcija,start R EH S T R K IH,Y
bajunet,start B AE Y N EH T,stop
uvojak,start,OH
ženevski,start,ZH
prepisati,start P R EH P,S
egipat,start G IH,P
ljepilo,start P,IH
imaginarno,start M AE,G
indiskretno,start N,D
preglednik,start P R G L EH D N IH,K
neumitan,start N UW M IH,T
bolno,start B L N,OH
ekvivalentno,start,EH
podstrekač,start P,OH
luksuzan,start L K S,UW
administracija,start AE D M IH N IH S T R IH Y,AE
saugati,start S,UW
aristokracija,start AE R IH S T,OH
knjiški,start K SH K IH,stop
lordovski,start L R D OH,S
pučina,start P CH,IH
pazar,start P,Z
počakati,start P OH T SH AE K,AE
dodjeljivati,start D OH,D
imperfektivizacija,start IH,M
lovorov,start L OH,R
evidentan,start EH IH D,N
jabučast,start Y B UW CH,AE
umor,start,M
industrija,start IH,N
obuhvatiti,start OH,B
kristalka,start K R,S
raž,start,R
skuhati,start S K AE T IH,stop
fizioterapeutski,start F IH Z IH OH T EH R AE P UW T,S
artikulacija,start AE R T IH K UW,L
sadašnjica,start S D AE SH IH AE,stop
državljanka,start D ZH,AE
komičarka,start K M,IH
živopisan,start ZH OH P IH S,AE
klizaljka,start K L Z AE K AE,stop
o,start OH,stop
svratiti,start S R,T
kronološki,start,K
bezazlen,start B EH Z Z,L
laćati,start L AE T IH,stop
savez,start S EH Z,stop
obeshrabriti,start OH B EH S,R
odobriti,start OH D B R IH,T
behandlati,start,B
poslodavac,start P OH S L OH D AE,stop
sonet,start S,N
zgužvati,start Z G ZH AE,T
kašika,start K SH IH K,AE
znamenka,start Z N M EH N K,AE
kurdistan,start K R D IH S T AE N,stop
slastan,start S L S T,AE
bildati,start B L D AE T IH,stop
umivati,start UW,M
prilog,start P R L OH,G
otrcan,start T,R
jednoženstvo,start Y EH D N OH ZH,N
vegetarijanski,start EH G EH T AE R Y AE N S K IH,stop
zavesti,start,Z
sagoriv,start,S
gotovo,start G T OH,OH
prijepor,start P,R
natečaj,start N T EH CH AE,Y
dugačak,start D UW G CH AE,K
sarkastičan,start S AE R K S T,IH
slamka,start S L M,K
cvjećarstvo,start Y EH R,S
trampiti,start T R M P IH,T
razdruživati,start R AE Z D,R
nepretenciozan,start,N
aproksimirati,start AE P R OH K S IH M,R
oprostite,start,OH
pesnik,start P S N IH,K
zavirivati,start Z,AE
zubar,start Z B,AE
oslo,start S L,OH
nagore,start N G OH,R
večerati,start CH EH R AE T IH,stop
genijalnost,start G EH N IH Y L,N
ljudskost,start D S K OH,S
brojčanik,start B R OH Y CH N,IH
naivan,start N IH AE N,stop
nadograditi,start N,AE
kratkovid,start K R AE T K IH D,stop
dobrodošlica,start D OH B R OH D SH L,IH
raznositi,start R AE Z N S IH T IH,stop
krigla,start K R G,L
šmir,start SH M R,stop
šuman,start SH,M
digitalni,start D G IH T AE,L
zagrepsti,start Z G R EH P S T IH,stop
tehnologija,start T EH N,OH
nomadski,start N,M
merilo,start M R,IH
pribadati,start P R IH B D AE,T
udaljiti,start UW,D
odvjetnica,start D Y EH T N IH,AE
snimka,start S N M,K
dovesti,start D EH,S
saborski,start S B OH R S K IH,stop
domovnica,start D OH M N IH,AE
nerazvodnjen,start N EH R Z OH D,EH
postupati,start P OH S T P,AE
šekspirijanski,start SH EH K S,P
ruten,start R T EH N,stop
predrasuda,start P R D R AE S UW,D
kihnuti,start K,N
izračunavati,start IH,Z
okolnost,start OH,K
projicirati,start P R OH,Y
antifašistkinja,start,AE
sanskrtski,start S,N
sindžir,start,S
falsifikacija,start F AE L S IH F IH K IH Y AE,stop
nijansa,start N IH,Y
egoistički,start EH G OH S T IH T,SH
rasistkinja,start R S IH S T K IH,AE
talijanka,start T AE L Y AE N K AE,stop
šimfarija,start SH IH M F R IH Y,AE
spoznaja,start S,P
građevinski,start G R,EH
zrnje,start Z R,EH
kserks,start,K
razmatrati,start R AE Z M T R AE T,IH
gospodarstvenik,start G OH S P OH D R S T EH,N
sakatost,start S K AE,T
pouzdan,start P,UW
latentno,start L AE T N T,N
obožavatelj,start OH B OH ZH,AE
anegdotalan,start AE N EH G D T,AE
ugalj,start,G
neprijatno,start N P R IH Y AE T N,OH
samun,start,S
iscjelitelj,start IH S Y L IH,T
kirurški,start K R UW R SH K IH,stop
filmski,start F L M S,K
kašupski,start K SH UW P,S
ustrajan,start S T R AE,Y
nebulozan,start N B UW L OH Z,AE
penzija,start P N,Z
zadužbina,start Z D UW ZH B,IH
sofija,start S F IH,Y
špoljar,start SH P,AE
optimizam,start OH P,T
hemijski,start M IH Y S K,IH
dinastija,start D IH N S,T
klimatologija,start K L IH M AE T OH L G,IH
sandalovina,start S N D AE L OH IH,N
konverzacijski,start K OH N EH R,Z
priprost,start P R P R OH S,T
veštački,start SH T AE,T
makedonija,start M AE K D OH,N
slobodan,start S L B OH D AE,N
afektacija,start AE F EH K T IH Y AE,stop
kakofonično,start K,AE
bljutav,start B T,AE
gnevno,start G N N OH,stop
procijediti,start P R OH IH Y D IH T IH,stop
bezuspješno,start B EH,Z
lucifer,start L,IH
parola,start P,AE
feministički,start F EH M IH N S T IH T SH K IH,stop
arheologija,start AE R EH OH L G IH,Y
kritičarka,start,K
severnokorejski,start S EH EH R N OH K,R
krparija,start K R P R IH Y AE,stop
preračunavati,start P R EH R AE CH UW N AE T IH,stop
ubrzanje,start,UW
surovost,start S R OH OH S T,stop
spahija,start S P IH,Y
fundamentalan,start F N D,AE
prosinac,start P,R
odzivati,start OH D Z,AE
rušilački,start R,SH
nadahnuti,start,N
izjadati,start Z Y AE D,AE
regrut,start R G R,UW
aktiva,start AE,K
bankar,start B N K,AE
definicija,start D EH,F
kompas,start K M,P
piva,start,P
vertikala,start EH R T IH K L AE,stop
botanički,start B OH T N IH CH,K
afganistanski,start AE F G AE N S T,AE
koturina,start K OH T,R
terminološki,start T EH R M IH N L OH SH K IH,stop
polifenija,start P OH L IH F N,IH
nastupati,start N AE S,T
nerazgovijetno,start N,R
federalistički,start F EH D EH R AE,L
šaržer,start SH R,ZH
zakletva,start Z K L EH,T
samsara,start S AE M S,R
okvir,start K IH R,stop
ljuštura,start SH T UW R,AE
pristupačnost,start,P
razastrijeti,start R AE Z S,T
prosperitet,start P R,OH
obavljati,start B AE AE,T
vračati,start R CH AE T,IH
skladište,start S K L D IH SH T,EH
mjesečni,start M,Y
pretpostavka,start P R T P OH S T AE K,AE
dovijek,start,D
skrupulozan,start S K R P UW L OH Z AE,N
uzgojiti,start UW Z,G
automobil,start,AE
kompresija,start K OH M P,R
mikroorganizam,start M IH K R OH OH,R
neupadljiv,start N,EH
okusni,start K UW,S
elektron,start EH L K,T
primerak,start P R,M
pobeđivati,start P,OH
mestimičan,start M,S
preporod,start P,R
pobočnik,start P B OH,CH
nesam,start N S AE,M
sklapati,start S K L P AE T IH,stop
prenositi,start P R EH N S IH T,IH
svodljiv,start S D IH,stop
harpun,start R,P
degradirati,start D EH G R AE D R AE T IH,stop
siget,start S G,EH
žonglirati,start ZH,OH
kraniolog,start K R AE,N
rodoljuban,start R D OH UW B AE,N
melodrama,start M L OH D R AE M,AE
ubojito,start,B
razgrabiti,start R Z G R AE B,IH
francuski,start F R,N
procijediti,start P R OH,IH
tipografski,start,T
pljesniviti,start,P
angiologija,start AE N G IH OH L G,IH
šećer,start,SH
carev,start R,EH
ejakulacija,start EH Y,AE
skučiti,start S K CH IH T,IH
prevoditelj,start P R EH D IH T EH,stop
podstrek,start P D,S
prijesto,start P,R
bukač,start B K AE CH,stop
prus,start P R S,stop
kongresni,start K N G R EH S N,IH
čudnovato,start CH D N,OH
zaposlenik,start Z AE P OH S,L
akuzativ,start K UW Z AE T,IH
krst,start K R,S
isijecati,start IH S IH Y AE,T
punoglasje,start,P
katran,start K T R,AE
tragedija,start T R G EH D IH,Y
ambasadorski,start AE M B S AE D OH R S,K
četverokut,start CH,T
diktatorski,start D K T AE T OH R S,K
remiza,start,R
ćaknutost,start,K
utešiti,start,T
gost,start G,S
raspisati,start R,AE
neprimjeren,start N EH P R M Y EH,R
strategija,start S T R,T
presoljivati,start P R EH S OH AE,T
jorgovani,start Y OH,R
vježbati,start,Y
autoritaran,start UW T OH R IH T AE,R
dobronameran,start D OH B R OH N M,EH
talasati,start T AE L S AE T,IH
pripovetka,start P R P OH EH T,K
žrtva,start ZH,R
savlađivati,start S AE L AE AE T IH,stop
bugarski,start B G AE,R
besciljno,start B S IH N OH,stop
šljunčan,start SH N CH AE,N
beštimati,start B EH SH T M AE,T
bezrazložno,start B EH Z R Z L OH,ZH
ćaskati,start S,K
štikati,start SH T,K
presoliti,start P R EH S L IH T IH,stop
engleskinja,start N G L,EH
nogostup,start N G OH S,T
istovar,start,S
katapult,start K AE T P UW,L
nametnuti,start N M EH,T
krpara,start K P AE,R
sokak,start S K,AE
kardinalski,start K AE R D N AE L S K,IH
azerbajdžanac,start,AE
nepažljiv,start N EH P,ZH
čednost,start CH D N,OH
genealogija,start G EH N EH AE L G IH Y AE,stop
suptilno,start S P T IH L N,OH
znanstveno,start Z N N S T,EH
energetika,start EH N EH R G T IH,K
globalno,start G L B AE L N OH,stop
fergismajniht,start F EH R G S M AE Y N IH T,stop
srednjoamerički,start S R EH D OH AE M R IH CH,K
ustrajati,start S T R AE Y AE T,IH
olimpijski,start OH,L
nerealnost,start N EH R EH L N OH,S
papagaj,start P AE,P
cifra,start,F
znanstvenica,start Z N N S T EH N IH,AE
salezijanac,start,S
civilizacija,start IH IH L IH Z IH Y AE,stop
kompozicija,start K,OH
pametno,start P M EH T N,OH
opsovati,start OH P,S
australija,start AE S T R,AE
hijeroglifski,start IH Y EH R,G
neudobno,start N,UW
lija,start L Y AE,stop
smisleno,start S M S L EH N,OH
imperijalistički,start IH,M
stabilno,start S T,B
bezbožnost,start,B
novosadski,start N OH S AE D S K,IH
gigabajt,start G,G
dikcija,start D K IH Y,AE
preračunati,start P R EH R AE,CH
građevinac,start G R AE,EH
šestina,start SH S T IH N,AE
elektromagnetni,start EH L EH K,T
presenetiti,start P R EH S EH,N
pogodnost,start,P
prići,start,P
pravno,start P R N OH,stop
buhara,start B,UW
nezamijećen,start N EH,Z
podrazumevati,start P OH D R AE Z UW M AE T IH,stop
obligacija,start OH B L IH G IH Y,AE
bespredmetan,start B EH S P,R
trijumfirati,start T R IH Y UW M F,R
traheja,start T R AE Y AE,stop
kuhar,start K AE R,stop
karavan,start K AE R AE N,stop
šegrt,start SH G R T,stop
osvanuti,start OH,S
kostriš,start,K
radiološki,start R AE D IH L OH SH K IH,stop
ekspresionizam,start EH K S P R EH S IH OH,N
nadjenuti,start,N
asimetrija,start AE,S
sodomizirati,start S OH D OH M IH Z R,AE
sakupljački,start S AE K P,AE
alzaški,start L Z AE SH K,IH
pośet,start P EH,T
nerodan,start N R OH,D
kalem,start K L,EH
datum,start D T,UW
bestijalan,start B S T IH,Y
proizvodni,start P R IH Z,OH
frekventan,start,F
objašnjavati,start,OH
ruka,start R K AE,stop
nepromočiv,start N EH P R,OH
proračunati,start P R,OH
najlon,start N Y L,OH
garbagologija,start G AE R B AE G OH L G IH Y AE,stop
revno,start R N,OH
privremen,start P R R EH,M
andrologija,start AE N,D
bazirati,start,B
besposličiti,start B S,P
bezobzirno,start B Z OH B Z,IH
dokument,start D OH K M EH N T,stop
nezaposlenost,start N EH Z P OH S L EH N OH,S
sinkronija,start S IH N K,R
provansalski,start P R OH N S AE L S K,IH
