word,ipa,ARPAbet
játa,j a uː t a,Y AE UW T AE
játvarður,j a uː t v a r ð ʏ r,Y AE UW T V AE R DH R
jæja,j a iː j a,Y AE IH Y AE
jóakim,j o uː a cʰ ɪ m,Y OH UW AE IH M
jódís,j o uː t iː s,Y OH UW T IH S
jóhann,j o uː h a nː,Y OH UW HH AE N
jóhanna,j o uː h a nː a,Y OH UW HH AE N AE
jóhannes,j o uː h a nː ɛː s,Y OH UW HH AE N EH S
jóhannesína,j o uː h a nː ɛː s iː n a,Y OH UW HH AE N EH S IH N AE
jól,j o uː l,Y OH UW L
jólabókaflóð,j o uː l a p o uː k a f l o uː ð,Y OH UW L AE P OH UW K AE F L OH UW DH
jólaeyja,j o uː l a e iː j a,Y OH UW L AE EH IH Y AE
jólagjöf,j o uː l a c œː v,Y OH UW L AE AE V
jólaköttur,j o uː l a kʰ œ h t ʏ r,Y OH UW L AE K AE HH T R
jólakúla,j o uː l a kʰ uː l a,Y OH UW L AE K UW L AE
jón,j o uː n,Y OH UW N
jóna,j o uː n a,Y OH UW N AE
jónas,j o uː n aː s,Y OH UW N AE S
jónasína,j o uː n aː s iː n a,Y OH UW N AE S IH N AE
jónatan,j o uː n a tʰ aː n,Y OH UW N AE T AE N
jóndís,j o u n t iː s,Y OH UW N T IH S
jónheiður,j o uː n h e iː ð ʏ r,Y OH UW N HH EH IH DH R
jónmundur,j o u n m ʏ n t ʏ r,Y OH UW N M N T R
jónína,j o uː n iː n a,Y OH UW N IH N AE
jóný,j o uː n iː,Y OH UW N IH
jór,j o uː r,Y OH UW R
jórdan,j o u r t aː n,Y OH UW R T AE N
jórdanía,j o u r t aː n iː j a,Y OH UW R T AE N IH Y AE
jórtra,j o u r̥ t r a,Y OH UW T R AE
jórunn,j o uː r ʏ nː,Y OH UW R N
jósebína,j o uː s ɛː p iː n a,Y OH UW S EH P IH N AE
jósefína,j o uː s ɛː f iː n a,Y OH UW S EH F IH N AE
jóskur,j o u s k ʏ r,Y OH UW S K R
jótland,j o uː t l a n t,Y OH UW T L AE N T
jóð,j o uː ð,Y OH UW DH
jóðla,j o u ð l a,Y OH UW DH L AE
jöfnun,j œ p n ʏ n,Y AE P N N
jöklaklukka,j œ h k l a kʰ l ʏ h k a,Y AE HH K L AE K L HH K AE
jöklasóley,j œ h k l a s o uː l e iː,Y AE HH K L AE S OH UW L EH IH
jökulhlaup,j œː k ʏ l l̥ ø yː p,Y AE K L P
jökull,j œː k ʏ t l,Y AE K T L
jörgensen,j œ r k ɛ n s ɛː nː,Y AE R K EH N S EH N
jörundína,j œː r ʏ n t iː n a,Y AE R N T IH N AE
jörð,j œ r ð,Y AE R DH
jöstur,j œ s t ʏ r,Y AE S T R
jötunn,j œː tʰ ʏ nː,Y AE T N
jötunuxi,j œː tʰ ʏ n ʏ x s ɪ,Y AE T N S IH
jú,j uː,Y UW
júdea,j uː t ɛː a,Y UW T EH AE
júdit,j uː t ɪː t,Y UW T IH T
júgur,j uː ʏ r,Y UW R
júkki,j u h c ɪ,Y UW HH IH
júlí,j uː l iː,Y UW L IH
júlímánuður,j uː l iː m a uː n ʏ ð ʏ r,Y UW L IH M AE UW N DH R
júlíus,j uː l iː j ʏ s,Y UW L IH Y S
júní,j uː n iː,Y UW N IH
júnímánuður,j uː n iː m a uː n ʏ ð ʏ r,Y UW N IH M AE UW N DH R
júpíter,j uː p iː tʰ ɛː r,Y UW P IH T EH R
júði,j uː ð ɪ,Y UW DH IH
kaaber,kʰ ɔː p ɛ r,K AO P EH R
kaf,kʰ aː v,K AE V
kafa,kʰ aː v a,K AE V AE
kafald,kʰ aː v a l t,K AE V AE L T
kafari,kʰ aː v a r ɪ,K AE V AE R IH
kafbátur,kʰ a v p a uː t ʏ r,K AE V P AE UW T R
kaffi,kʰ a fː ɪ,K AE F IH
kaffibrauð,kʰ a fː ɪ p r ø yː ð,K AE F IH P R DH
kaffihús,kʰ a fː ɪ h uː s,K AE F IH HH UW S
kaffivél,kʰ a fː ɪ v j ɛː l,K AE F IH V Y EH L
kafli,kʰ a p l ɪ,K AE P L IH
kafna,kʰ a p n a,K AE P N AE
kaggi,kʰ a cː ɪ,K AE IH
kajak,kʰ a iː j aː k,K AE IH Y AE K
kaka,kʰ aː k a,K AE K AE
kakkalakki,kʰ a h k a l a h c ɪ,K AE HH K AE L AE HH IH
kaktus,kʰ a x t ʏ s,K AE T S
kakó,kʰ aː k o uː,K AE K OH UW
kal,kʰ aː l,K AE L
kala,kʰ aː l a,K AE L AE
kaldhæðni,kʰ a l t h a i ð n ɪ,K AE L T HH AE IH DH N IH
kaldi,kʰ a l t ɪ,K AE L T IH
kaldur,kʰ a l t ʏ r,K AE L T R
kaleikur,kʰ aː l e iː k ʏ r,K AE L EH IH K R
kalifornía,kʰ aː l ɪ f ɔ r n i j a,K AE L IH F AO R N IH Y AE
kalk,kʰ a l̥ k,K AE K
kalka,kʰ a l̥ k a,K AE K AE
kalkspat,kʰ a l̥ k s p aː t,K AE K S P AE T
kalksteinn,kʰ a l̥ k s t e i t n,K AE K S T EH IH T N
kalkúnn,kʰ a l̥ k u t n,K AE K UW T N
kall,kʰ a t l,K AE T L
kalla,kʰ a t l a,K AE T L AE
kalsi,kʰ a l s ɪ,K AE L S IH
kalsín,kʰ a l s iː n,K AE L S IH N
kalsít,kʰ a l s iː t,K AE L S IH T
kalín,kʰ aː l iː n,K AE L IH N
kamar,kʰ aː m a r,K AE M AE R
kambur,kʰ a m p ʏ r,K AE M P R
kameldýr,kʰ aː m ɛ l t iː r,K AE M EH L T IH R
kamelljón,kʰ aː m ɛ l l j o uː n,K AE M EH L L Y OH UW N
kamfóra,kʰ a m f o uː r a,K AE M F OH UW R AE
kampavín,kʰ a m̥ p a v iː n,K AE P AE V IH N
kampur,kʰ a m̥ p ʏ r,K AE P R
kanada,kʰ aː n aː t a,K AE N AE T AE
kanadagæs,kʰ aː n a t a c a iː s,K AE N AE T AE AE IH S
kanarífugl,kʰ aː n a r iː f ʏ k l,K AE N AE R IH F K L
kanill,kʰ aː n ɪ t l,K AE N IH T L
kanna,kʰ a nː a,K AE N AE
kanslari,kʰ a n s t l a r ɪ,K AE N S T L AE R IH
kantaraborg,kʰ a n̥ t a r a p ɔ r k,K AE T AE R AE P AO R K
kantata,kʰ a n̥ t aː t a,K AE T AE T AE
kantmaður,kʰ a n̥ t m aː ð ʏ r,K AE T M AE DH R
kantur,kʰ a n̥ t ʏ r,K AE T R
kanína,kʰ aː n iː n a,K AE N IH N AE
kapall,kʰ aː p a t l,K AE P AE T L
kapari,kʰ aː p a r ɪ,K AE P AE R IH
kapella,kʰ aː p ɛ t l a,K AE P EH T L AE
kaplamjólk,kʰ a h p l a m j o u l̥ k,K AE HH P L AE M Y OH UW K
kapp,kʰ a h p,K AE HH P
kappi,kʰ a h p ɪ,K AE HH P IH
kapítuli,kʰ aː p i tʰ ʏː l ɪ,K AE P IH T L IH
kar,kʰ aː r,K AE R
kara,kʰ aː r a,K AE R AE
karakter,kʰ a r a x t ɛː r,K AE R AE T EH R
karamella,kʰ aː r a m ɛ lː a,K AE R AE M EH L AE
karate,kʰ aː r a t ɛː,K AE R AE T EH
karbónat,kʰ a r p o uː n aː t,K AE R P OH UW N AE T
kardináli,kʰ a r t ɪ n a uː l ɪ,K AE R T IH N AE UW L IH
karen,kʰ aː r ɛː n,K AE R EH N
karfa,kʰ a r v a,K AE R V AE
karkari,kʰ a r̥ k a r ɪ,K AE K AE R IH
karlfauskur,kʰ a r t l f ø y s k ʏ r,K AE R T L F S K R
karlfugl,kʰ a r t l f ʏ k l,K AE R T L F K L
karli,kʰ a r t l ɪ,K AE R T L IH
karlkyn,kʰ a r t l̥ cʰ ɪː n,K AE R T IH N
karlmaður,kʰ a r t l m aː ð ʏ r,K AE R T L M AE DH R
karlremba,kʰ a r t l r ɛ m p a,K AE R T L R EH M P AE
karma,kʰ a r m a,K AE R M AE
karmur,kʰ a r m ʏ r,K AE R M R
karp,kʰ a r̥ p,K AE P
karpa,kʰ a r̥ p a,K AE P AE
karrí,kʰ a rː iː,K AE R IH
karsi,kʰ a r̥ s ɪ,K AE S IH
karst,kʰ a r̥ s t,K AE S T
karta,kʰ a r̥ t a,K AE T AE
kartafla,k a r̥ t a p l a,K AE T AE P L AE
karþagó,kʰ a r̥ θ a k o uː,K AE TH AE K OH UW
kasheitur,k aː s h e iː t ʏ r,K AE S HH EH IH T R
kassi,kʰ a sː ɪ,K AE S IH
kast,kʰ a s t,K AE S T
kasta,kʰ a s t a,K AE S T AE
kastali,kʰ a s t aː l ɪ,K AE S T AE L IH
kastari,kʰ a s t aː r ɪ,K AE S T AE R IH
katrín,kʰ aː t r iː n,K AE T R IH N
kattardýr,kʰ a h t a r t iː r,K AE HH T AE R T IH R
kattarjurt,kʰ a h t a r j ʏ r̥ t,K AE HH T AE R Y T
kaup,kʰ ø yː p,K P
kaupa,kʰ ø yː p a,K P AE
kaupandi,kʰ ø yː p a n t ɪ,K P AE N T IH
kaupmaður,kʰ ø y p m aː ð ʏ r,K P M AE DH R
kaupstefna,kʰ ø y p s t ɛ p n a,K P S T EH P N AE
kaupunautur,kʰ ø yː p ʏ n ø yː t ʏ r,K P N T R
kaðall,kʰ aː ð a t l,K AE DH AE T L
kaðlari,kʰ a ð l a r ɪ,K AE DH L AE R IH
kaðlín,kʰ a ð l iː n,K AE DH L IH N
kaþólskur,k aː θ o u l s k ʏ r,K AE TH OH UW L S K R
kefja,c ɛ v j a,EH V Y AE
kefla,cʰ ɛ p l a,EH P L AE
kefli,cʰ ɛ p l ɪ,EH P L IH
keifa,cʰ e iː v a,EH IH V AE
keila,cʰ e iː l a,EH IH L AE
keipa,cʰ e iː p a,EH IH P AE
keipur,cʰ e iː p ʏ r,EH IH P R
keisaraskurður,cʰ e iː s aː r a s k ʏ r ð ʏ r,EH IH S AE R AE S K R DH R
keisaraviður,cʰ e iː s aː r a v ɪː ð ʏ r,EH IH S AE R AE V IH DH R
keisari,cʰ e iː s aː r ɪ,EH IH S AE R IH
kekkur,cʰ ɛ h k ʏ r,EH HH K R
kelda,cʰ ɛ l t a,EH L T AE
kelfa,cʰ ɛ l v a,EH L V AE
kelfing,cʰ ɛ l v i ŋ k,EH L V IH NG K
kelta,cʰ ɛ l̥ t a,EH T AE
kempa,cʰ ɛ m̥ p a,EH P AE
kengur,cʰ e i ŋ k ʏ r,EH IH NG K R
kengúra,cʰ e i ŋ k uː r a,EH IH NG K UW R AE
kenjar,cʰ ɛ n j a r,EH N Y AE R
kenjóttur,cʰ ɛ n j o u h t ʏ r,EH N Y OH UW HH T R
kenna,cʰ ɛ nː a,EH N AE
kennarasleikja,cʰ ɛ nː a r a s t l e iː c a,EH N AE R AE S T L EH IH AE
kennaratyggjó,cʰ ɛ nː aː r a tʰ ɪ cː o uː,EH N AE R AE T IH OH UW
kennari,cʰ ɛ nː aː r ɪ,EH N AE R IH
kennd,cʰ ɛ n t,EH N T
kenning,cʰ ɛ nː i ŋ k,EH N IH NG K
kennitala,cʰ ɛ nː ɪ tʰ aː l a,EH N IH T AE L AE
kennsla,cʰ ɛ n s t l a,EH N S T L AE
kennslubók,cʰ ɛ n s t l ʏ p o uː k,EH N S T L P OH UW K
kennslustund,cʰ ɛ n s t l ʏ s t ʏ n t,EH N S T L S T N T
keppa,cʰ ɛ h p a,EH HH P AE
keppinautur,cʰ ɛ h p ɪ n ø yː t ʏ r,EH HH P IH N T R
keppni,cʰ ɛ h p n ɪ,EH HH P N IH
ker,cʰ ɛː r,EH R
kerfi,cʰ ɛ r v ɪ,EH R V IH
kerfill,cʰ ɛ r v ɪ t l,EH R V IH T L
kergja,cʰ ɛ r c a,EH R AE
kerling,cʰ ɛ r t l i ŋ k,EH R T L IH NG K
kerling,cʰ ɛ t l i ŋ k,EH T L IH NG K
kerra,cʰ ɛ rː a,EH R AE
kertastjaki,cʰ ɛ r̥ t a s t j aː c ɪ,EH T AE S T Y AE IH
kerti,cʰ ɛ r̥ t ɪ,EH T IH
kerúb,cʰ ɛː r uː p,EH R UW P
ket,cʰ ɛː t,EH T
ketill,cʰ ɛː t ɪ t l,EH T IH T L
kettlingur,cʰ ɛ h t l i ŋ k ʏ r,EH HH T L IH NG K R
kex,cʰ ɛ k s,EH K S
kex,cʰ ɛ x s,EH S
keyra,cʰ e iː r a,EH IH R AE
keyta,cʰ e iː t a,EH IH T AE
keðja,cʰ ɛ ð j a,EH DH Y AE
kilja,cʰ ɪ l j a,IH L Y AE
kiljan,cʰ ɪ l j a n,IH L Y AE N
kind,cʰ ɪ n t,IH N T
kindakjöt,cʰ ɪ n t a cʰ œː t,IH N T AE AE T
kindugur,cʰ ɪ n t ʏː ɣ ʏ r,IH N T R
kinka,cʰ i ŋ̊ k a,IH K AE
kinn,cʰ ɪ nː,IH N
kinnalitur,cʰ ɪ nː a l ɪː t ʏ r,IH N AE L IH T R
kippa,cʰ ɪ h p a,IH HH P AE
kippur,cʰ ɪ h p ʏ r,IH HH P R
kirja,cʰ ɪ r j a,IH R Y AE
kirjálaland,cʰ ɪ r j a uː l a l a n t,IH R Y AE UW L AE L AE N T
kirkja,cʰ ɪ r̥ c a,IH AE
kirkjubær,cʰ ɪ r̥ c ʏ p a iː r,IH P AE IH R
kirkjuendir,cʰ ɪ r̥ k j ʏ ɛ n t ɪ r,IH K Y EH N T IH R
kirkjugarður,cʰ ɪ r̥ c ʏ k a r ð ʏ r,IH K AE R DH R
kirsuber,cʰ ɪ r̥ s ʏ p ɛː r,IH S P EH R
kirsuberjatré,cʰ ɪ r̥ s ʏ p ɛ r j a tʰ r j ɛː,IH S P EH R Y AE T R Y EH
kirtill,cʰ ɪ r̥ t ɪ t l,IH T IH T L
kisa,cʰ ɪː s a,IH S AE
kista,cʰ ɪ s t a,IH S T AE
kistill,cʰ ɪ s t ɪ t l,IH S T IH T L
kitl,cʰ ɪ h t l,IH HH T L
kitla,cʰ ɪ h t l a,IH HH T L AE
kið,cʰ ɪː ð,IH DH
kiðlingur,cʰ ɪ ð l i ŋ k ʏ r,IH DH L IH NG K R
kjaftur,cʰ a f t ʏ r,AE F T R
kjaga,cʰ aː ɣ a,AE AE
kjallari,cʰ a t l aː r ɪ,AE T L AE R IH
kjalta,cʰ a l̥ t a,AE T AE
kjammi,cʰ a mː ɪ,AE M IH
kjarkmikill,cʰ a r̥ k m ɪː c ɪ t l,AE K M IH IH T L
kjarkur,cʰ a r̥ k ʏ r,AE K R
kjarnahvarf,cʰ a r t n a kʰ v a r v,AE R T N AE K V AE R V
kjarnakorn,cʰ a r t n a kʰ ɔ r t n,AE R T N AE K AO R T N
kjarnavopn,cʰ a r t n a v ɔ h p n,AE R T N AE V AO HH P N
kjarni,cʰ a r t n ɪ,AE R T N IH
kjarr,cʰ a rː,AE R
kjarrsveifgras,cʰ a rː s v e i v k r aː s,AE R S V EH IH V K R AE S
kjartan,cʰ a r̥ t a n,AE T AE N
kjartanía,cʰ a r̥ t a n iː j a,AE T AE N IH Y AE
kjassa,cʰ a sː a,AE S AE
kjuði,cʰ ʏː ð ɪ,DH IH
kjálki,cʰ a u l̥ c ɪ,AE UW IH
kjánaskapur,cʰ a uː n a s k aː p ʏ r,AE UW N AE S K AE P R
kjáni,cʰ a uː n ɪ,AE UW N IH
kjói,cʰ o uː ɪ,OH UW IH
kjólföt,kʰ j o u l f œː t,K Y OH UW L F AE T
kjóll,cʰ o u t l,OH UW T L
kjósa,cʰ o uː s a,OH UW S AE
kjökra,cʰ œː k r a,AE K R AE
kjökur,cʰ œː k ʏ r,AE K R
kjölfar,cʰ œ l f aː r,AE L F AE R
kjöltutölva,cʰ œ l̥ t ʏ tʰ œ l v a,AE T T AE L V AE
kjölur,cʰ œː l ʏ r,AE L R
kjör,cʰ œː r,AE R
kjörbúð,cʰ œ r p uː ð,AE R P UW DH
kjörfursti,cʰ œ r̥ f ʏ r̥ s t ɪ,AE F S T IH
kjörgengur,cʰ œ r c e i ŋ k ʏ r,AE R EH IH NG K R
kjörlendi,cʰ œ r l ɛ n t ɪ,AE R L EH N T IH
kjörskrá,cʰ œ r s k r a uː,AE R S K R AE UW
kjöt,kʰ j œː t,K Y AE T
kjötbolla,cʰ œ t p ɔ lː a,AE T P AO L AE
kjötkveðjuhátíð,cʰ œ t kʰ v ɛ ð j ʏ h a uː tʰ iː ð,AE T K V EH DH Y HH AE UW T IH DH
kjötæta,cʰ œː t a iː t a,AE T AE IH T AE
kjúka,cʰ uː k a,UW K AE
kjúklingur,cʰ u h k l i ŋ k ʏ r,UW HH K L IH NG K R
klabb,kʰ l a pː,K L AE P
klafi,kʰ l aː v ɪ,K L AE V IH
klak,kʰ l aː k,K L AE K
klaki,kʰ l aː c ɪ,K L AE IH
klakkur,kʰ l a h k ʏ r,K L AE HH K R
klapp,kʰ l a h p,K L AE HH P
klappa,k l a h p a,K L AE HH P AE
klara,kʰ l aː r a,K L AE R AE
klarínett,kʰ l aː r iː n ɛ h t,K L AE R IH N EH HH T
klarínetta,kʰ l aː r iː n ɛ h t a,K L AE R IH N EH HH T AE
klauf,kʰ l ø yː v,K L V
klaufalegur,kʰ l ø yː v a l ɛː ɣ ʏ r,K L V AE L EH R
klaufi,kʰ l ø yː v ɪ,K L V IH
klausa,kʰ l ø yː s a,K L S AE
klaustur,kʰ l ø y s t ʏ r,K L S T R
klefi,kʰ l ɛː v ɪ,K L EH V IH
kleif,kʰ l e iː v,K L EH IH V
kleina,kʰ l e iː n a,K L EH IH N AE
klekja,kʰ l ɛː c a,K L EH AE
klekkja,kʰ l ɛ h c a,K L EH HH AE
klemens,kʰ l ɛː m ɛ n s,K L EH M EH N S
klemma,kʰ l ɛ mː a,K L EH M AE
kleppur,kʰ l ɛ h p ʏ r,K L EH HH P R
klepri,kʰ l ɛː p r ɪ,K L EH P R IH
klerkdómur,kʰ l̥ ɛ r̥ k t o uː m ʏ r̥,K EH K T OH UW M
klerkur,kʰ l ɛ r̥ k ʏ r,K L EH K R
klessa,kʰ l ɛ sː a,K L EH S AE
klettaburkni,kʰ l ɛ h t a p ʏ r̥ k n ɪ,K L EH HH T AE P K N IH
klettafrú,kʰ l ɛ h t a f r uː,K L EH HH T AE F R UW
klettasalat,kʰ l ɛ h t a s aː l a t,K L EH HH T AE S AE L AE T
klettur,kʰ l ɛ h t ʏ r,K L EH HH T R
klinka,kʰ l i ŋ̊ k a,K L IH K AE
klipping,kʰ l ɪ h p i ŋ k,K L IH HH P IH NG K
klippur,kʰ l ɪ h p ʏ r,K L IH HH P R
klisja,kʰ l ɪː s j a,K L IH S Y AE
kljúfa,kʰ l j uː v a,K L Y UW V AE
klof,kʰ l ɔː v,K L AO V
klofna,kʰ l ɔ p n a,K L AO P N AE
klossi,kʰ l ɔ sː ɪ,K L AO S IH
klukka,kʰ l ʏ h k a,K L HH K AE
klukkustund,kʰ l ʏ h k ʏ s t ʏ n t,K L HH K S T N T
klukkutími,kʰ l ʏ h k ʏ tʰ iː m ɪ,K L HH K T IH M IH
klumpur,kʰ l ʏ m̥ p ʏ r,K L P R
klunnalegur,kʰ l ʏ nː a l ɛː ɣ ʏ r,K L N AE L EH R
klunni,kʰ l ʏ nː ɪ,K L N IH
klám,kʰ l a uː m,K L AE UW M
klápur,kʰ l a uː p ʏ r,K L AE UW P R
klár,kʰ l a uː r,K L AE UW R
klára,kʰ l a uː r a,K L AE UW R AE
kláði,kʰ l a uː ð ɪ,K L AE UW DH IH
klæindi,kʰ l a iː j ɪ n t ɪ,K L AE IH Y IH N T IH
klængur,kʰ l a i ŋ k ʏ r,K L AE IH NG K R
klæða,kʰ l a iː ð a,K L AE IH DH AE
klæðaskápur,kʰ l a iː ð a s k a uː p ʏ r,K L AE IH DH AE S K AE UW P R
klæði,kʰ l a iː ð ɪ,K L AE IH DH IH
klæðnaður,kʰ l a i ð n aː ð ʏ r,K L AE IH DH N AE DH R
klénn,kʰ l j ɛ t n,K L Y EH T N
klífa,kʰ l iː v a,K L IH V AE
klíka,kʰ l iː k a,K L IH K AE
klína,kʰ l iː n a,K L IH N AE
klínískur,kʰ l iː n i s k ʏ r,K L IH N IH S K R
klípa,kʰ l iː p a,K L IH P AE
kló,kʰ l o uː,K L OH UW
klóelfting,kʰ l o uː ɛ l̥ʷ t i ŋ k,K L OH UW EH T IH NG K
klókur,kʰ l o uː k ʏ r,K L OH UW K R
klóna,kʰ l o uː n a,K L OH UW N AE
klór,kʰ l o uː r,K L OH UW R
klóra,kʰ l o uː r a,K L OH UW R AE
klórópren,kʰ l o uː r o uː pʰ r ɛː n,K L OH UW R OH UW P R EH N
klósett,kʰ l o uː s ɛ h t,K L OH UW S EH HH T
klósettpappír,kʰ l o uː s ɛ h t pʰ a h p iː r,K L OH UW S EH HH T P AE HH P IH R
klósigi,kʰ l o uː s ɪː j ɪ,K L OH UW S IH Y IH
klökkna,kʰ l œ h k n a,K L AE HH K N AE
klökkur,kʰ l œ h k ʏ r,K L AE HH K R
klöpp,kʰ l œ h p,K L AE HH P
klúbbur,kʰ l u pː ʏ r,K L UW P R
klúr,kʰ l uː r,K L UW R
klútur,kʰ l uː t ʏ r,K L UW T R
klúðra,kʰ l u ð r a,K L UW DH R AE
klúður,kʰ l uː ð ʏ r,K L UW DH R
knall,kʰ n a lː,K N AE L
knapi,kʰ n aː p ɪ,K N AE P IH
knattspyrna,kʰ n a h t s p ɪ r t n a,K N AE HH T S P IH R T N AE
knattspyrnufélag,kʰ n a h t s p ɪ r t n ʏ f j ɛː l aː ɣ,K N AE HH T S P IH R T N F Y EH L AE
knattspyrnukona,kʰ n a h t s p ɪ r t n ʏ kʰ ɔː n a,K N AE HH T S P IH R T N K AO N AE
knattspyrnumaður,kʰ n a h t s p ɪ r t n ʏ m aː ð ʏ r,K N AE HH T S P IH R T N M AE DH R
knattspyrnuþjálfari,kʰ n a h t s p ɪ r t n ʏ θ j a u l v a r ɪ,K N AE HH T S P IH R T N TH Y AE UW L V AE R IH
knega,kʰ n ɛː ɣ a,K N EH AE
knipla,kʰ n ɪ h p l a,K N IH HH P L AE
knippi,kʰ n ɪ h p ɪ,K N IH HH P IH
knæpa,kʰ n a iː p a,K N AE IH P AE
kné,kʰ n j ɛː,K N Y EH
knéfiðla,kʰ n j ɛː f ɪ ð l a,K N Y EH F IH DH L AE
knörr,kʰ n œ rː,K N AE R
knöttur,kʰ n œ h t ʏ r,K N AE HH T R
knús,kʰ n uː s,K N UW S
knútur,kʰ n uː t ʏ r,K N UW T R
knýja,kʰ n iː j a,K N IH Y AE
koddaver,kʰ ɔ tː a v ɛː r,K AO T AE V EH R
koddi,kʰ ɔ tː ɪ,K AO T IH
kofa,kʰ ɔː v a,K AO V AE
kofaþorp,kʰ ɔː v a θ ɔ r̥ p,K AO V AE TH AO P
koffort,kʰ ɔ fː ɔ r̥ t,K AO F AO T
koffín,kʰ ɔ fː iː n,K AO F IH N
kok,kʰ ɔː k,K AO K
kokhlust,kʰ ɔː k l̥ ʏ s t,K AO K S T
kokka,kʰ ɔ h k a,K AO HH K AE
kokkteill,kʰ ɔ h k tʰ e i t l,K AO HH K T EH IH T L
kokkur,kʰ ɔ h k ʏ r,K AO HH K R
koks,kʰ ɔ x s,K AO S
kol,kʰ ɔː l,K AO L
kolefni,kʰ ɔː l ɛ p n ɪ,K AO L EH P N IH
koli,kʰ ɔː l ɪ,K AO L IH
kolkrabbi,kʰ ɔ l kʰ r a pː ɪ,K AO L K R AE P IH
kolla,kʰ ɔ t l a,K AO T L AE
kollekta,kʰ ɔ lː ɛ x t a,K AO L EH T AE
kollhnís,kʰ ɔ t l n̥ iː s,K AO T L IH S
kollur,kʰ ɔ t l ʏ r,K AO T L R
kolsýra,kʰ ɔ l s iː r a,K AO L S IH R AE
kolvetni,kʰ ɔ l v ɛ h t n ɪ,K AO L V EH HH T N IH
koma,kʰ ɔː m a,K AO M AE
komma,kʰ ɔ mː a,K AO M AE
kommi,kʰ ɔ mː ɪ,K AO M IH
kommúna,kʰ ɔ mː uː n a,K AO M UW N AE
kommúnismi,kʰ ɔ mː uː n ɪ s m ɪ,K AO M UW N IH S M IH
kommúnisti,kʰ ɔ mː uː n ɪ s t ɪ,K AO M UW N IH S T IH
kompa,kʰ ɔ m̥ p a,K AO P AE
komutími,kʰ ɔː m ʏ tʰ iː m ɪ,K AO M T IH M IH
kona,kʰ ɔː n a,K AO N AE
konar,kʰ ɔː n a r,K AO N AE R
konráð,kʰ ɔ n r a uː ð,K AO N R AE UW DH
konráðína,kʰ ɔ n r a uː ð iː n a,K AO N R AE UW DH IH N AE
konsúll,kʰ ɔ n s u t l,K AO N S UW T L
kontrabassi,kʰ ɔ n̥ t r a p a sː ɪ,K AO T R AE P AE S IH
kontrafagott,kʰ ɔ n̥ t r a f aː k ɔ h t,K AO T R AE F AE K AO HH T
kontrapunktur,kʰ ɔ n̥ t r a pʰ ʏ n̥ k t ʏ r,K AO T R AE P K T R
konunglegur,kʰ ɔː n u ŋ k l ɛː ɣ ʏ r,K AO N UW NG K L EH R
konungshöll,kʰ ɔː n u ŋ k s h œ t l,K AO N UW NG K S HH AE T L
konungsríki,kʰ ɔː n u ŋ k s r iː c ɪ,K AO N UW NG K S R IH IH
konungsveldi,kʰ ɔː n u ŋ k s v ɛ l t ɪ,K AO N UW NG K S V EH L T IH
konur,kʰ ɔː n ʏ r,K AO N R
kopar,kʰ ɔː p a r,K AO P AE R
korkur,kʰ ɔ r̥ k ʏ r,K AO K R
korn,kʰ ɔ r t n,K AO R T N
kornblóm,kʰ ɔ r t n p l o uː m,K AO R T N P L OH UW M
kornbreskur,kʰ ɔ r t n p r ɛ s k ʏ r,K AO R T N P R EH S K R
kornbretaland,kʰ ɔ r t n p r ɛː t a l a n t,K AO R T N P R EH T AE L AE N T
kornhæna,kʰ ɔ r t n h a iː n a,K AO R T N HH AE IH N AE
kornsúra,kʰ ɔ r t n s uː r a,K AO R T N S UW R AE
korpa,kʰ ɔ r̥ p a,K AO P AE
korpönd,kʰ ɔ r̥ p œ n t,K AO P AE N T
korr,kʰ ɔ rː,K AO R
korra,kʰ ɔ rː a,K AO R AE
korsíka,kʰ ɔ r̥ s iː k a,K AO S IH K AE
kort,kʰ ɔ r̥ t,K AO T
kortér,kʰ ɔ r̥ t j ɛ r,K AO T Y EH R
kosning,kʰ ɔ s t n i ŋ k,K AO S T N IH NG K
kosningarréttur,kʰ ɔ s t n i ŋ k a r r j ɛ h t ʏ r,K AO S T N IH NG K AE R R Y EH HH T R
koss,kʰ ɔ sː,K AO S
kossa,kʰ ɔ sː a,K AO S AE
kosta,kʰ ɔ s t a,K AO S T AE
kotra,kʰ ɔː t r a,K AO T R AE
krabbamein,kʰ r a pː a m e iː n,K R AE P AE M EH IH N
krafa,kʰ r aː v a,K R AE V AE
kraftaverk,kʰ r a f t a v ɛ r̥ k,K R AE F T AE V EH K
kraftur,kʰ r a f t ʏ r,K R AE F T R
kragh,kʰ r aː ɣ,K R AE
kragi,kʰ r a iː j ɪ,K R AE IH Y IH
kragi,kʰ r aː j ɪ,K R AE Y IH
krakk,kʰ r a h k,K R AE HH K
krakkaskömm,kʰ r a h k a s k œ mː,K R AE HH K AE S K AE M
krakki,kʰ r a h c ɪ,K R AE HH IH
kraká,kʰ r aː k a uː,K R AE K AE UW
krampi,kʰ r a m̥ p ɪ,K R AE P IH
krani,kʰ r aː n ɪ,K R AE N IH
krap,kʰ r aː p,K R AE P
krappur,kʰ r a h p ʏ r,K R AE HH P R
kreditkort,kʰ r ɛː t ɪ t kʰ ɔ r̥ t,K R EH T IH T K AO T
krefja,kʰ r ɛ v j a,K R EH V Y AE
krefjast,kʰ r ɛ v j a s t,K R EH V Y AE S T
kreista,kʰ r e i s t a,K R EH IH S T AE
