word,ipa,ARPAbet
ghibellino,ɡ i b e l l i n o,G IH B EH L L IH N OH
ghierla,ɡ j ɛ r l a,G Y EH R L AE
ghigliottinare,ɡ i ʎ ʎ o t t i n a r e,G IH OH T T IH N AE R EH
ghimel,ɡ i m e l,G IH M EH L
ghinda,ɡ i n d a,G IH N D AE
ghindazzo,ɡ i n d a t t͡s o,G IH N D AE T OH
ghiomo,ɡ j ɔ m o,G Y AO M OH
ghiordes,ɡ j o r d ɛ s,G Y OH R D EH S
ghiotto,ɡ j o t t o,G Y OH T T OH
ghirlandaia,ɡ i r l a n d a j a,G IH R L AE N D AE Y AE
ghirlandaio,ɡ i r l a n d a j o,G IH R L AE N D AE Y OH
ghirlandare,ɡ i r l a n d a r e,G IH R L AE N D AE R EH
ghiro,ɡ i r o,G IH R OH
ghironda,ɡ i r o n d a,G IH R OH N D AE
ghisa,ɡ i z a,G IH Z AE
gi,d͡ʒ i,JH IH
giacca,d͡ʒ a k k a,JH AE K K AE
giacere,d ʒ a t ʃ e r e,D ZH AE T SH EH R EH
giaco,d͡ʒ a k o,JH AE K OH
giaculatoria,d͡ʒ a k u l a t ɔ r j a,JH AE K UW L AE T AO R Y AE
giaffa,d͡ʒ a f f a,JH AE F F AE
giaggiolo,d ʒ a d d ʒ ɔ l o,D ZH AE D D ZH AO L OH
giaguaro,d͡ʒ a ɡ w a r o,JH AE G W AE R OH
giallo,d ʒ a l l o,D ZH AE L L OH
giallognolo,d ʒ a l l o ɲ ɲ o l o,D ZH AE L L OH OH L OH
giallognolo,d ʒ a l l ɔ ɲ ɲ o l o,D ZH AE L L AO OH L OH
giallone,d͡ʒ a l l o n e,JH AE L L OH N EH
giamaicano,d͡ʒ a m a i k a n o,JH AE M AE IH K AE N OH
giambo,d͡ʒ a m b o,JH AE M B OH
giammai,d͡ʒ a m m a i̯,JH AE M M AE IH
gian,d͡ʒ a n,JH AE N
gianduia,d ʒ a n d u j a,D ZH AE N D UW Y AE
gianduiotto,d ʒ a n d u j ɔ t t o,D ZH AE N D UW Y AO T T OH
gianduja,d ʒ a n d u j a,D ZH AE N D UW Y AE
gianicolense,d͡ʒ a n i k o l ɛ n s e,JH AE N IH K OH L EH N S EH
gianicolo,d͡ʒ a n i k o l o,JH AE N IH K OH L OH
gianluca,d͡ʒ a n l u k a,JH AE N L UW K AE
gianmarco,d ʒ a n m a r k o,D ZH AE N M AE R K OH
gianni,d ʒ a n n i,D ZH AE N N IH
giannina,d ʒ a n n i n a,D ZH AE N N IH N AE
giansenismo,d͡ʒ a n s e n i s m o,JH AE N S EH N IH S M OH
giansenista,d͡ʒ a n s e n i s t a,JH AE N S EH N IH S T AE
giappone,d ʒ a p p o n e,D ZH AE P P OH N EH
giapponese,d ʒ a p p o n e z e,D ZH AE P P OH N EH Z EH
giapponeseria,d ʒ a p p o n e s e r i a,D ZH AE P P OH N EH S EH R IH AE
giapponesità,d ʒ a p p o n e s i t a,D ZH AE P P OH N EH S IH T AE
giapponio,d͡ʒ a p p ɔ n j o,JH AE P P AO N Y OH
giarda,d͡ʒ a r d a,JH AE R D AE
giardinaio,d͡ʒ a r d i n a j o,JH AE R D IH N AE Y OH
giardino,d ʒ a r d i n o,D ZH AE R D IH N OH
giardone,d͡ʒ a r d o n e,JH AE R D OH N EH
giaspide,d͡ʒ a s p i d e,JH AE S P IH D EH
giaurro,d͡ʒ a u r r o,JH AE UW R R OH
giavellotto,d͡ʒ a v e l l ɔ t t o,JH AE V EH L L AO T T OH
giazzerino,d͡ʒ a d͡z d͡z e r i n o,JH AE EH R IH N OH
gibassiera,d͡ʒ i b a s s j ɛ r a,JH IH B AE S S Y EH R AE
gibboso,d͡ʒ i b b o z o,JH IH B B OH Z OH
gibetto,d͡ʒ i b e t t o,JH IH B EH T T OH
gigantessa,d͡ʒ i ɡ a n t e s s a,JH IH G AE N T EH S S AE
gigli,d ʒ i ʎ ʎ i,D ZH IH IH
giglio,d ʒ i ʎ ʎ o,D ZH IH OH
gilberto,d͡ʒ i l b ɛ r t o,JH IH L B EH R T OH
gillotaggio,d͡ʒ i l l o t a d d͡ʒ o,JH IH L L OH T AE D JH OH
gilè,d͡ʒ i l ɛ,JH IH L EH
gincana,d͡ʒ i n k a n a,JH IH N K AE N AE
gineceo,d͡ʒ i n e t͡ʃ ɛ o,JH IH N EH CH EH OH
ginepro,d ʒ i n eː p r o,D ZH IH N EH P R OH
ginnasio,d͡ʒ i n n a z j o,JH IH N N AE Z Y OH
ginnasta,d͡ʒ i n n a s t a,JH IH N N AE S T AE
ginnastica,d͡ʒ i n n a s t i k a,JH IH N N AE S T IH K AE
gino,d͡ʒ i n o,JH IH N OH
giocare,d͡ʒ o k ä r e,JH OH K R EH
giochino,d͡ʒ o k i n o,JH OH K IH N OH
gioco,d͡ʒ ɔ k o,JH AO K OH
gioconda,d ʒ o k o n d a,D ZH OH K OH N D AE
giocondità,d͡ʒ o k o n d i t a,JH OH K OH N D IH T AE
giocoso,d͡ʒ o k o z o,JH OH K OH Z OH
giogaia,d͡ʒ o ɡ a j a,JH OH G AE Y AE
giogo,d ʒ o ɡ o,D ZH OH G OH
gioia,d ʒ ɔ j a,D ZH AO Y AE
gioielleria,d ʒ o j e l l e r i a,D ZH OH Y EH L L EH R IH AE
gioielliere,d͡ʒ o j e l l j ɛ r e,JH OH Y EH L L Y EH R EH
gioiello,d ʒ o j e l l o,D ZH OH Y EH L L OH
gioioso,d ʒ o j o z o,D ZH OH Y OH Z OH
giolitti,d ʒ o l i t t i,D ZH OH L IH T T IH
giolittiano,d ʒ o l i t t j a n o,D ZH OH L IH T T Y AE N OH
giorgia,d͡ʒ ɔ r d͡ʒ a,JH AO R JH AE
giorgio,d͡ʒ o r d͡ʒ o,JH OH R JH OH
giorgio,d͡ʒ ɔ r d͡ʒ o,JH AO R JH OH
giornale,d͡ʒ o r n a l e,JH OH R N AE L EH
giornalista,d͡ʒ o r n a l i s t a,JH OH R N AE L IH S T AE
giorni,d͡ʒ o r n i,JH OH R N IH
giorno,d͡ʒ o r n o,JH OH R N OH
giosta,d͡ʒ ɔ s t a,JH AO S T AE
giostra,d͡ʒ ɔ s t r a,JH AO S T R AE
giostrare,d͡ʒ o s t r a r e,JH OH S T R AE R EH
giovanaglia,d͡ʒ o v a n a ʎ a,JH OH V AE N AE AE
giovane,d͡ʒ o v a n e,JH OH V AE N EH
giovaneggiare,d͡ʒ o v a n e d d͡ʒ a r e,JH OH V AE N EH D JH AE R EH
giovanesco,d͡ʒ o v a n e s k o,JH OH V AE N EH S K OH
giovanezza,d͡ʒ o v a n e t t͡s a,JH OH V AE N EH T AE
giovanile,d͡ʒ o v a n i l e,JH OH V AE N IH L EH
giovanni,d͡ʒ o v a n n i,JH OH V AE N N IH
giovanotta,d͡ʒ o v a n ɔ t t a,JH OH V AE N AO T T AE
giovanotto,d͡ʒ o v a n ɔ t t o,JH OH V AE N AO T T OH
giove,d ʒ ɔ v e,D ZH AO V EH
giovedì,d ʒ o v e d i,D ZH OH V EH D IH
giovenca,d͡ʒ o v ɛ n k a,JH OH V EH N K AE
giovenco,d͡ʒ o v ɛ n k o,JH OH V EH N K OH
giovenile,d͡ʒ o v e n i l e,JH OH V EH N IH L EH
gioventude,d͡ʒ o v e n t u d e,JH OH V EH N T UW D EH
gioventute,d͡ʒ o v e n t u t e,JH OH V EH N T UW T EH
gioventù,d͡ʒ o v e n t u,JH OH V EH N T UW
giovinaccia,d͡ʒ o v i n a t t͡ʃ a,JH OH V IH N AE T CH AE
giovinaccio,d͡ʒ o v i n a t t͡ʃ o,JH OH V IH N AE T CH OH
giovinazzi,d͡ʒ o v i n a d d͡z i,JH OH V IH N AE D IH
giovincella,d͡ʒ o v i n t͡ʃ ɛ l l a,JH OH V IH N CH EH L L AE
giovincello,d͡ʒ o v i n t͡ʃ ɛ l l o,JH OH V IH N CH EH L L OH
giovine,d͡ʒ o v i n e,JH OH V IH N EH
giovinezza,d͡ʒ o v i n e t t͡s a,JH OH V IH N EH T AE
giovinotta,d͡ʒ o v i n ɔ t t a,JH OH V IH N AO T T AE
giovinotto,d͡ʒ o v i n ɔ t t o,JH OH V IH N AO T T OH
girare,d͡ʒ i r a r e,JH IH R AE R EH
girasole,d͡ʒ i r a s o l e,JH IH R AE S OH L EH
giravoltare,d͡ʒ i r a v o l t a r e,JH IH R AE V OH L T AE R EH
gire,d͡ʒ i r e,JH IH R EH
girello,d͡ʒ i r ɛ l l o,JH IH R EH L L OH
girfalco,d͡ʒ i r f a l k o,JH IH R F AE L K OH
girifalco,d͡ʒ i r i f a l k o,JH IH R IH F AE L K OH
girlo,d͡ʒ i r l o,JH IH R L OH
giro,d ʒ i r o,D ZH IH R OH
gironda,d͡ʒ i r o n d a,JH IH R OH N D AE
gironzolare,d͡ʒ i r o n t͡s o l a r e,JH IH R OH N OH L AE R EH
gisarma,d͡ʒ i z a r m a,JH IH Z AE R M AE
gita,d͡ʒ i t a,JH IH T AE
giubbato,d͡ʒ u b b a t o,JH UW B B AE T OH
giubileo,d ʒ u b i l ɛ o,D ZH UW B IH L EH OH
giucare,d͡ʒ u k ä r e,JH UW K R EH
giuda,d͡ʒ u d a,JH UW D AE
giudaico,d͡ʒ u d a i k o,JH UW D AE IH K OH
giudaismo,d͡ʒ u d a i s m o,JH UW D AE IH S M OH
giudecca,d ʒ u d ɛ k k a,D ZH UW D EH K K AE
giudeo,d ʒ u d ɛ o,D ZH UW D EH OH
giudicabile,d͡ʒ u d i k a b i l e,JH UW D IH K AE B IH L EH
giudicabilità,d͡ʒ u d i k a b i l i t a,JH UW D IH K AE B IH L IH T AE
giudicale,d͡ʒ u d i k a l e,JH UW D IH K AE L EH
giudicamento,d͡ʒ u d i k a m e n t o,JH UW D IH K AE M EH N T OH
giudicante,d͡ʒ u d i k a n t e,JH UW D IH K AE N T EH
giudicare,d͡ʒ u d i k a r e,JH UW D IH K AE R EH
giudicativo,d͡ʒ u d i k a t i v o,JH UW D IH K AE T IH V OH
giudicato,d͡ʒ u d i k a t o,JH UW D IH K AE T OH
giudicatore,d͡ʒ u d i k a t o r e,JH UW D IH K AE T OH R EH
giudicatori,d͡ʒ u d i k a t o r i,JH UW D IH K AE T OH R IH
giudicatori,d͡ʒ u d i k a t ɔ r i,JH UW D IH K AE T AO R IH
giudicatorio,d͡ʒ u d i k a t ɔ r j o,JH UW D IH K AE T AO R Y OH
giudicatrice,d͡ʒ u d i k a t r i t͡ʃ e,JH UW D IH K AE T R IH CH EH
giudicatura,d͡ʒ u d i k a t u r a,JH UW D IH K AE T UW R AE
giudice,d͡ʒ u d i t͡ʃ e,JH UW D IH CH EH
giudici,d͡ʒ u d i t͡ʃ i,JH UW D IH CH IH
giudicio,d͡ʒ u d i t͡ʃ o,JH UW D IH CH OH
giudiziale,d͡ʒ u d i t t͡s j a l e,JH UW D IH T Y AE L EH
giudizialmente,d ʒ u d i t t s j a l m e n t e,D ZH UW D IH T T S Y AE L M EH N T EH
giudiziariamente,d͡ʒ u d i t t͡s j a r j a m e n t e,JH UW D IH T Y AE R Y AE M EH N T EH
giudiziario,d͡ʒ u d i t t͡s j a r j o,JH UW D IH T Y AE R Y OH
giudizio,d͡ʒ u d i t t͡s j o,JH UW D IH T Y OH
giudiziosamente,d͡ʒ u d i t t͡s j o z a m e n t e,JH UW D IH T Y OH Z AE M EH N T EH
giudizioso,d͡ʒ u d i t t͡s j o z o,JH UW D IH T Y OH Z OH
giuggiola,d͡ʒ u d d͡ʒ o l a,JH UW D JH OH L AE
giuggiolo,d͡ʒ u d d͡ʒ o l o,JH UW D JH OH L OH
giugno,d͡ʒ u ɲ ɲ o,JH UW OH
giulebbare,d͡ʒ u l e b b a r e,JH UW L EH B B AE R EH
giulebbe,d͡ʒ u l ɛ b b e,JH UW L EH B B EH
giulebbi,d͡ʒ u l ɛ b b i,JH UW L EH B B IH
giulebbo,d͡ʒ u l ɛ b b o,JH UW L EH B B OH
giulio,d͡ʒ u l j o,JH UW L Y OH
giullare,d͡ʒ u l l a r e,JH UW L L AE R EH
giullaresco,d͡ʒ u l l a r e s k o,JH UW L L AE R EH S K OH
giungere,d͡ʒ u n d͡ʒ e r e,JH UW N JH EH R EH
giungimento,d͡ʒ u n d͡ʒ i m e n t o,JH UW N JH IH M EH N T OH
giungla,d ʒ u n ɡ l a,D ZH UW N G L AE
giunone,d͡ʒ u n o n e,JH UW N OH N EH
giuocare,d͡ʒ w o k ä r e,JH W OH K R EH
giuoco,d͡ʒ w ɔ k o,JH W AO K OH
giura,d͡ʒ u r a,JH UW R AE
giurabbacco,d͡ʒ u r a b b a k k o,JH UW R AE B B AE K K OH
giurabile,d͡ʒ u r a b i l e,JH UW R AE B IH L EH
giuracchiare,d͡ʒ u r a k k j a r e,JH UW R AE K K Y AE R EH
giuraddiana,d͡ʒ u r a d d j a n a,JH UW R AE D D Y AE N AE
giuraddio,d͡ʒ u r a d d i o̯,JH UW R AE D D IH OH
giuramento,d͡ʒ u r a m e n t o,JH UW R AE M EH N T OH
giurano,d͡ʒ u r a n o,JH UW R AE N OH
giurare,d͡ʒ u r a r e,JH UW R AE R EH
giurativo,d͡ʒ u r a t i v o,JH UW R AE T IH V OH
giuratorio,d͡ʒ u r a t ɔ r j o,JH UW R AE T AO R Y OH
giure,d͡ʒ u r e,JH UW R EH
giureconsulto,d͡ʒ u r e k o n s u l t o,JH UW R EH K OH N S UW L T OH
giuria,d͡ʒ u r i a̯,JH UW R IH AE
giuridicamente,d͡ʒ u r i d i k a m e n t e,JH UW R IH D IH K AE M EH N T EH
giuridicità,d͡ʒ u r i d i t͡ʃ i t a,JH UW R IH D IH CH IH T AE
giuridico,d͡ʒ u r i d i k o,JH UW R IH D IH K OH
giurisdicente,d͡ʒ u r i s d i t͡ʃ ɛ n t e,JH UW R IH S D IH CH EH N T EH
giurisdizionale,d͡ʒ u r i s d i t t͡s j o n a l e,JH UW R IH S D IH T Y OH N AE L EH
giurisdizionalismo,d͡ʒ u r i s d i t t͡s j o n a l i s m o,JH UW R IH S D IH T Y OH N AE L IH S M OH
giurisdizionalista,d͡ʒ u r i s d i t t͡s j o n a l i s t a,JH UW R IH S D IH T Y OH N AE L IH S T AE
giurisdizionalistico,d͡ʒ u r i s d i t t͡s j o n a l i s t i k o,JH UW R IH S D IH T Y OH N AE L IH S T IH K OH
giurisdizionalità,d͡ʒ u r i s d i t t͡s j o n a l i t a,JH UW R IH S D IH T Y OH N AE L IH T AE
giurisdizionalizzazione,d͡ʒ u r i s d i t t͡s j o n a l i d d͡z a t t͡s j o n e,JH UW R IH S D IH T Y OH N AE L IH D AE T Y OH N EH
giurisdizionalmente,d͡ʒ u r i s d i t t͡s j o n a l m e n t e,JH UW R IH S D IH T Y OH N AE L M EH N T EH
giurisdizione,d͡ʒ u r i s d i t t͡s j o n e,JH UW R IH S D IH T Y OH N EH
giurisperito,d͡ʒ u r i s p e r i t o,JH UW R IH S P EH R IH T OH
giurisprudente,d͡ʒ u r i s p r u d ɛ n t e,JH UW R IH S P R UW D EH N T EH
giurisprudenza,d͡ʒ u r i s p r u d ɛ n t͡s a,JH UW R IH S P R UW D EH N AE
giurisprudenziale,d͡ʒ u r i s p r u d e n t͡s j a l e,JH UW R IH S P R UW D EH N Y AE L EH
giurista,d͡ʒ u r i s t a,JH UW R IH S T AE
giuristico,d͡ʒ u r i s t i k o,JH UW R IH S T IH K OH
giurì,d͡ʒ u r i,JH UW R IH
gius,d͡ʒ u s,JH UW S
giusarma,d͡ʒ u z a r m a,JH UW Z AE R M AE
giuscanonista,d͡ʒ u s k a n o n i s t a,JH UW S K AE N OH N IH S T AE
giuscibernetica,d͡ʒ u s t͡ʃ i b e r n ɛ t i k a,JH UW S CH IH B EH R N EH T IH K AE
giuscibernetico,d͡ʒ u s t͡ʃ i b e r n ɛ t i k o,JH UW S CH IH B EH R N EH T IH K OH
giuscivilista,d͡ʒ u s t͡ʃ i v i l i s t a,JH UW S CH IH V IH L IH S T AE
giusdicente,d͡ʒ u s d i t͡ʃ ɛ n t e,JH UW S D IH CH EH N T EH
giuseppe,d͡ʒ u z ɛ p p e,JH UW Z EH P P EH
giuslavorista,d͡ʒ u s l a v o r i s t a,JH UW S L AE V OH R IH S T AE
giusnaturalismo,d͡ʒ u s n a t u r a l i s m o,JH UW S N AE T UW R AE L IH S M OH
giusnaturalista,d͡ʒ u s n a t u r a l i s t a,JH UW S N AE T UW R AE L IH S T AE
giusnaturalistico,d͡ʒ u s n a t u r a l i s t i k o,JH UW S N AE T UW R AE L IH S T IH K OH
giuso,d͡ʒ u z o,JH UW Z OH
giuspatronato,d͡ʒ u s p a t r o n a t o,JH UW S P AE T R OH N AE T OH
giuspositivismo,d͡ʒ u s p o z i t i v i s m o,JH UW S P OH Z IH T IH V IH S M OH
giusrealismo,d͡ʒ u s r e a̯ l i s m o,JH UW S R EH AE L IH S M OH
giustacore,d͡ʒ u s t a k ɔ r e,JH UW S T AE K AO R EH
giustacorpo,d͡ʒ u s t a k ɔ r p o,JH UW S T AE K AO R P OH
giustacuore,d͡ʒ u s t a k w ɔ r e,JH UW S T AE K W AO R EH
giustamente,d͡ʒ u s t a m e n t e,JH UW S T AE M EH N T EH
giustapporre,d͡ʒ u s t a p p o r r e,JH UW S T AE P P OH R R EH
giustapporsi,d͡ʒ u s t a p p o r s i,JH UW S T AE P P OH R S IH
giustapposizione,d͡ʒ u s t a p p o z i t t͡s j o n e,JH UW S T AE P P OH Z IH T Y OH N EH
giustapposto,d͡ʒ u s t a p p o s t o,JH UW S T AE P P OH S T OH
giustappunto,d͡ʒ u s t a p p u n t o,JH UW S T AE P P UW N T OH
giustezza,d͡ʒ u s t e t t͡s a,JH UW S T EH T AE
giustificabile,d͡ʒ u s t i f i k a b i l e,JH UW S T IH F IH K AE B IH L EH
giustificabilità,d͡ʒ u s t i f i k a b i l i t a,JH UW S T IH F IH K AE B IH L IH T AE
giustificabilmente,d͡ʒ u s t i f i k a b i l m e n t e,JH UW S T IH F IH K AE B IH L M EH N T EH
giustificare,d͡ʒ u s t i f i k a r e,JH UW S T IH F IH K AE R EH
giustificatamente,d͡ʒ u s t i f i k a t a m e n t e,JH UW S T IH F IH K AE T AE M EH N T EH
giustificatezza,d͡ʒ u s t i f i k a t e t t͡s a,JH UW S T IH F IH K AE T EH T AE
giustificativo,d͡ʒ u s t i f i k a t i v o,JH UW S T IH F IH K AE T IH V OH
giustificato,d͡ʒ u s t i f i k a t o,JH UW S T IH F IH K AE T OH
giustificatore,d͡ʒ u s t i f i k a t o r e,JH UW S T IH F IH K AE T OH R EH
giustificatori,d͡ʒ u s t i f i k a t o r i,JH UW S T IH F IH K AE T OH R IH
giustificatori,d͡ʒ u s t i f i k a t ɔ r i,JH UW S T IH F IH K AE T AO R IH
giustificatorio,d͡ʒ u s t i f i k a t ɔ r j o,JH UW S T IH F IH K AE T AO R Y OH
giustificazionismo,d͡ʒ u s t i f i k a t t͡s j o n i s m o,JH UW S T IH F IH K AE T Y OH N IH S M OH
giustizia,d͡ʒ u s t i t t͡s j a,JH UW S T IH T Y AE
giustizialismo,d͡ʒ u s t i t t͡s j a l i s m o,JH UW S T IH T Y AE L IH S M OH
giustizialista,d͡ʒ u s t i t t͡s j a l i s t a,JH UW S T IH T Y AE L IH S T AE
giustiziare,d͡ʒ u s t i t t͡s j a r e,JH UW S T IH T Y AE R EH
giustiziere,d͡ʒ u s t i t t͡s j ɛ r e,JH UW S T IH T Y EH R EH
giusto,d͡ʒ u s t o,JH UW S T OH
già,d͡ʒ a,JH AE
giù,d͡ʒ u,JH UW
glaciale,ɡ l a t͡ʃ a l e,G L AE CH AE L EH
gladiatorio,ɡ l a d j a t ɔ r j o,G L AE D Y AE T AO R Y OH
gladiatrice,ɡ l a d j a t r i t͡ʃ e,G L AE D Y AE T R IH CH EH
gladio,ɡ l a d j o,G L AE D Y OH
glande,ɡ l a n d e,G L AE N D EH
glassa,ɡ l a s s a,G L AE S S AE
glena,ɡ l ɛ n a,G L EH N AE
glene,ɡ l ɛ n e,G L EH N EH
glenoide,ɡ l e n ɔ i d e,G L EH N AO IH D EH
glenoideo,ɡ l e n o i d ɛ o,G L EH N OH IH D EH OH
gli,ʎ,
gli,ʎ i,IH
glicerina,ɡ l i t ʃ e r i n a,G L IH T SH EH R IH N AE
glicine,ɡ l i t͡ʃ i n e,G L IH CH IH N EH
glicocalice,ɡ l i k o k a l i t͡ʃ e,G L IH K OH K AE L IH CH EH
glicoplastico,ɡ l i k o p l a s t i k o,G L IH K OH P L AE S T IH K OH
gliela,ʎ e l a,EH L AE
gliele,ʎ e l e,EH L EH
glieli,ʎ e l i,EH L IH
glielo,ʎ e l o,EH L OH
gliene,ʎ e n e,EH N EH
glifo,ɡ l i f o,G L IH F OH
gliommero,ʎ ɔ m m e r o,AO M M EH R OH
gloria,ɡ l ɔ r j a,G L AO R Y AE
gloriare,ɡ l o r j a r e,G L OH R Y AE R EH
glossario,ɡ l o s s a r j o,G L OH S S AE R Y OH
glottale,ɡ l o t t a l e,G L OH T T AE L EH
glottidale,ɡ l o t t i d a l e,G L OH T T IH D AE L EH
glottide,ɡ l ɔ tː i d e,G L AO T IH D EH
glottologico,ɡ l o t t o l ɔ d͡ʒ i k o,G L OH T T OH L AO JH IH K OH
gluma,ɡ l u m a,G L UW M AE
gna,ɲ a,AE
gnidio,ɲ i d j o,IH D Y OH
gnocca,ɲ ɔ k k a,AO K K AE
gnocchi,ɲ ɔ k k i,AO K K IH
gnocco,ɲ ɔ k k o,AO K K OH
gnola,ɲ ɔ l a,AO L AE
gnoma,ɲ ɔ m a,AO M AE
gnomo,ɲ ɔ m o,AO M OH
gnorri,ɲ ɔ r r i,AO R R IH
gnostico,ɲ ɔ s t i k o,AO S T IH K OH
gnu,ɲ u,UW
gnucca,ɲ u k k a,UW K K AE
gobbio,ɡ o b b j o,G OH B B Y OH
gobide,ɡ ɔ b i d e,G AO B IH D EH
goccia,ɡ o t t ʃ a,G OH T T SH AE
goccio,ɡ o t t͡ʃ o,G OH T CH OH
gocciolare,ɡ o t t͡ʃ o l a r e,G OH T CH OH L AE R EH
goethiano,ɡ e t j a n o,G EH T Y AE N OH
goethiano,ɡ ø t j a n o,G T Y AE N OH
goffamente,ɡ ɔ f f a m e n t e,G AO F F AE M EH N T EH
goffo,ɡ ɔ f f o,G AO F F OH
gogna,ɡ ɔ ɲ a,G AO AE
gola,ɡ o l a,G OH L AE
golo,ɡ ɔ l o,G AO L OH
golpe,ɡ o l p e,G OH L P EH
gombito,ɡ o m b i t o,G OH M B IH T OH
gomito,ɡ o m i t o,G OH M IH T OH
gomma,ɡ o m m a,G OH M M AE
gommalacca,ɡ o m m a l a k k a,G OH M M AE L AE K K AE
gommone,ɡ o m m o n e,G OH M M OH N EH
gondola,ɡ o n d o l a,G OH N D OH L AE
gonfidio,ɡ o n f i d j o,G OH N F IH D Y OH
gonfio,ɡ o n f j o,G OH N F Y OH
gonfosi,ɡ o n f ɔ z i,G OH N F AO Z IH
gongro,ɡ o n ɡ r o,G OH N G R OH
gonna,ɡ ɔ n n a,G AO N N AE
gonnella,ɡ o n n ɛ l l a,G OH N N EH L L AE
googlare,ɡ u ɡ l a r e,G UW G L AE R EH
google,ɡ u ɡ o l,G UW G OH L
gorga,ɡ o r ɡ a,G OH R G AE
gorgia,ɡ ɔ r d͡ʒ a,G AO R JH AE
gorgoglione,ɡ o r ɡ o ʎ ʎ o n e,G OH R G OH OH N EH
gorgone,ɡ o r ɡ o n e,G OH R G OH N EH
gorgone,ɡ ɔ r ɡ o n e,G AO R G OH N EH
gorgonzola,ɡ o r ɡ o n d͡z ɔ l a,G OH R G OH N AO L AE
gota,ɡ ɔ t a,G AO T AE
gotico,ɡ ɔ t i k o,G AO T IH K OH
gozzo,ɡ o t t͡s o,G OH T OH
gracchia,ɡ r a k k j a,G R AE K K Y AE
gracchio,ɡ r a k k j o,G R AE K K Y OH
gracile,ɡ r a t͡ʃ i l e,G R AE CH IH L EH
gracilità,ɡ r a t͡ʃ i l i t a,G R AE CH IH L IH T AE
gradare,ɡ r a d a r e,G R AE D AE R EH
gradevole,ɡ r a d e v o l e,G R AE D EH V OH L EH
gradiente,ɡ r a d j ɛ n t e,G R AE D Y EH N T EH
gradualmente,ɡ r a d w a l m e n t e,G R AE D W AE L M EH N T EH
graffetta,ɡ r a f f e t t a,G R AE F F EH T T AE
graffito,ɡ r a f f i t o,G R AE F F IH T OH
grafia,ɡ r a f j a,G R AE F Y AE
grammofonico,ɡ r a m m o f ɔ n i k o,G R AE M M OH F AO N IH K OH
gran,ɡ r a n,G R AE N
granato,ɡ r a n a t o,G R AE N AE T OH
granchio,ɡ r a n k j o,G R AE N K Y OH
granché,ɡ r a n k e,G R AE N K EH
granciporro,ɡ r a n t͡ʃ i p o r r o,G R AE N CH IH P OH R R OH
grande,ɡ r a n d e,G R AE N D EH
grandemente,ɡ r a n d e m e n t e,G R AE N D EH M EH N T EH
grandordine,ɡ r a n d o r d i n e,G R AE N D OH R D IH N EH
granduchessa,ɡ r a n d u k e s s a,G R AE N D UW K EH S S AE
granguignolesco,ɡ r a n ɡ i ɲ ɲ o l e s k o,G R AE N G IH OH L EH S K OH
granicolo,ɡ r a n i k o l o,G R AE N IH K OH L OH
granito,ɡ r a n i t o,G R AE N IH T OH
granoturco,ɡ r a n o t u r k o,G R AE N OH T UW R K OH
graolo,ɡ r a o̯ l o,G R AE OH L OH
grappa,ɡ r a p p a,G R AE P P AE
grascia,ɡ r a ʃ ʃ a,G R AE SH SH AE
grasso,ɡ r a s s o,G R AE S S OH
grate,ɡ r a t e,G R AE T EH
gratificazione,ɡ r a t i f i k a t t͡s j o n e,G R AE T IH F IH K AE T Y OH N EH
gratinatura,ɡ r a t i n a t u r a,G R AE T IH N AE T UW R AE
gratis,ɡ r a t i s,G R AE T IH S
gratitudine,ɡ r a t i t u d i n e,G R AE T IH T UW D IH N EH
grato,ɡ r a t o,G R AE T OH
grattabugia,ɡ r a t t a b u d͡ʒ a,G R AE T T AE B UW JH AE
grattacapo,ɡ r a t t a k a p o,G R AE T T AE K AE P OH
grattachecca,ɡ r a t t a k e k k a,G R AE T T AE K EH K K AE
grattachecche,ɡ r a t t a k e k k e,G R AE T T AE K EH K K EH
grattacielo,ɡ r a tː a t͡ʃ j e l o,G R AE T AE CH Y EH L OH
grattapugia,ɡ r a t t a p u d͡ʒ a,G R AE T T AE P UW JH AE
grattare,ɡ r a t t a r e,G R AE T T AE R EH
gratuito,ɡ r a t u i t o,G R AE T UW IH T OH
gravare,ɡ r a v a r e,G R AE V AE R EH
gravitazionale,ɡ r a v i t a t t͡s j o n a l e,G R AE V IH T AE T Y OH N AE L EH
gravità,ɡ r a v i t a,G R AE V IH T AE
gravolo,ɡ r a v o l o,G R AE V OH L OH
grazi,ɡ r a t t͡s i,G R AE T IH
graziare,ɡ r a t t͡s j a r e,G R AE T Y AE R EH
grazie,ɡ r a t t͡s j e,G R AE T Y EH
grazioso,ɡ r a t t s j o s o,G R AE T T S Y OH S OH
grecia,ɡ r ɛ t ʃ a,G R EH T SH AE
grecità,ɡ r e t͡ʃ i t a,G R EH CH IH T AE
greco,ɡ r ɛ k o,G R EH K OH
gregge,ɡ r e d d͡ʒ e,G R EH D JH EH
greggio,ɡ r e d d͡ʒ o,G R EH D JH OH
grembo,ɡ r ɛ m b o,G R EH M B OH
gremio,ɡ r ɛ m j o,G R EH M Y OH
greppa,ɡ r e p p a,G R EH P P AE
greppo,ɡ r e p p o,G R EH P P OH
grespigno,ɡ r e s p i ɲ ɲ o,G R EH S P IH OH
grespino,ɡ r e s p i n o,G R EH S P IH N OH
griccio,ɡ r i t t͡ʃ o,G R IH T CH OH
