word,ipa,ARPAbet
mjestimično,m j ě s t i m i t͡ʃ n o,M Y S T IH M IH CH N OH
mjesto,m j ê s t o,M Y S T OH
mjestopis,m j ê s t o p iː s,M Y S T OH P IH S
mjestovina,m j e s t ǒ ʋ i n a,M Y EH S T IH N AE
mješanac,m j e ʃ ǎː n a t͡s,M Y EH SH N AE
mješavina,m j ě ʃ a ʋ i n a,M Y SH AE IH N AE
mješina,m j ě ʃ i n a,M Y SH IH N AE
mješovit,m j e ʃ ǒ ʋ i t,M Y EH SH IH T
mještanin,m j ě ʃ t a n i n,M Y SH T AE N IH N
mještanka,m j ě ʃ t aː n k a,M Y SH T AE N K AE
mlad,m l âː d,M L D
mlada,m l âː d a,M L D AE
mladenac,m l ǎ d e n a t͡s,M L D EH N AE
mladež,m l â d e ʒ,M L D EH ZH
mladić,m l ǎ d iː t͡ɕ,M L D IH
mladost,m l â d oː s t,M L D OH S T
mladoženja,m l a d ǒ ʒ e ɲ a,M L AE D ZH EH AE
mladunče,m l a d ǔː n t͡ʃ e,M L AE D N CH EH
mlak,m l âː k,M L K
mlako,m l âː k o,M L K OH
mlat,m l âː t,M L T
mlatilica,m l ǎ t i l i t͡s a,M L T IH L IH AE
mlatilo,m l ǎ t i l o,M L T IH L OH
mlatiti,m l ǎː t i t i,M L T IH T IH
mlažnjak,m l âː ʒ ɲ aː k,M L ZH AE K
mlekar,m l ě k aː r,M L K AE R
mlekara,m l ě k a r a,M L K AE R AE
mlekarski,m l ě k aː r s k iː,M L K AE R S K IH
mleko,m l ěː k o,M L K OH
mletački,m l ê t a t͡ʃ k iː,M L T AE CH K IH
mleti,m l ê t i,M L T IH
mlezivo,m l ê z iː ʋ o,M L Z IH OH
mleč,m l êː t͡ʃ,M L CH
mlečika,m l ě t͡ʃ i k a,M L CH IH K AE
mlečni,m l êː t͡ʃ n iː,M L CH N IH
mlečnjak,m l êː t͡ʃ ɲ aː k,M L CH AE K
mlijeko,m l i j ěː k o,M L IH Y K OH
mliječ,m l i j êː t͡ʃ,M L IH Y CH
mliječni,m l i j êː t͡ʃ n iː,M L IH Y CH N IH
mliječnjak,m l i j êː t͡ʃ ɲ aː k,M L IH Y CH AE K
mliko,m l ǐː k o,M L K OH
mlin,m l î n,M L N
mlinar,m l î n aː r,M L N AE R
mlitav,m l î t a ʋ,M L T AE
mlitavac,m l î t a ʋ a t͡s,M L T AE AE
mlitavost,m l î t a ʋ oː s t,M L T AE OH S T
mljekar,m ʎ ě k aː r,M K AE R
mljekara,m ʎ ě k a r a,M K AE R AE
mljekarski,m ʎ ě k aː r s k iː,M K AE R S K IH
mljeti,m ʎ ê t i,M T IH
mljezivo,m ʎ ê z iː ʋ o,M Z IH OH
mlječika,m ʎ ě t͡ʃ i k a,M CH IH K AE
mlohav,m l ô x a ʋ,M L AE
mnenje,m n ěː ɲ e,M N EH
mnijenje,m n i j ěː ɲ e,M N IH Y EH
mnijeti,m n i e t i,M N IH EH T IH
mniti,m n î t i,M N T IH
mnogi,m n ô ɡ iː,M N G IH
mnogo,m n ô ɡ o,M N G OH
mnogobrojan,m n ô ɡ o b r oː j a n,M N G OH B R OH Y AE N
mnogoljudan,m n o ɡ ǒ ʎ u d a n,M N OH G UW D AE N
mnogostran,m n o ɡ ǒ s t r a n,M N OH G S T R AE N
mnogostruk,m n o ɡ ǒ s t r u k,M N OH G S T R UW K
mnogostrukost,m n o ɡ ǒ s t r u k oː s t,M N OH G S T R UW K OH S T
mnogovrstan,m n o ɡ ǒ ʋ r s t a n,M N OH G R S T AE N
mnogoženstvo,m n o ɡ o ʒ ěː n s t ʋ o,M N OH G OH ZH N S T OH
mnom,m n ôː m,M N M
mnome,m n ǒː m e,M N M EH
mnoštvo,m n ǒ ʃ t ʋ o,M N SH T OH
množina,m n o ʒ ǐ n a,M N OH ZH N AE
množiti,m n ǒ ʒ i t i,M N ZH IH T IH
množiv,m n ǒ ʒ i ʋ,M N ZH IH
mobilan,m ô b iː l a n,M B IH L AE N
mobilizacija,m o b i l i z ǎː t͡s i j a,M OH B IH L IH Z IH Y AE
mobilnost,m o b ǐː l n oː s t,M OH B L N OH S T
moda,m ǒː d a,M D AE
modalitet,m o d a l ǐ t eː t,M OH D AE L T EH T
modar,m ô d a r,M D AE R
model,m ǒ d e l,M D EH L
modelirati,m o d e l ǐː r a t i,M OH D EH L R AE T IH
modem,m ǒ d eː m,M D EH M
moderan,m ô d eː r a n,M D EH R AE N
modernizacija,m o d e r n i z ǎː t͡s i j a,M OH D EH R N IH Z IH Y AE
modernizam,m o d e r n ǐ z a m,M OH D EH R N Z AE M
modifikacija,m o d i f i k ǎː t͡s i j a,M OH D IH F IH K IH Y AE
modni,m ôː d n iː,M D N IH
modrina,m o d r ǐ n a,M OH D R N AE
moguć,m ô ɡ uː t͡ɕ,M G UW
moguće,m ô ɡ uː t͡ɕ e,M G UW EH
mogućnost,m o ɡ ǔː t͡ɕ n oː s t,M OH G N OH S T
mohar,m ô x aː r,M AE R
mohar,m ǒ x aː r,M AE R
mohikanac,m o x i k ǎː n a t͡s,M OH IH K N AE
moj,m ôː j,M Y
mojsije,m ǒː j s i j e,M Y S IH Y EH
mokar,m ô k a r,M K AE R
mol,m ôː l,M L
moldavija,m ǒ l d aː ʋ i j a,M L D AE IH Y AE
molekula,m o l ě k u l a,M OH L K UW L AE
moliti,m ǒ l i t i,M L IH T IH
molitva,m ǒ l i t ʋ a,M L IH T AE
moljac,m ǒː ʎ a t͡s,M AE
momak,m ǒ m a k,M M AE K
momčad,m ô m t͡ʃ aː d,M M CH AE D
momče,m ǒ m t͡ʃ e,M M CH EH
monah,m ǒ n a x,M N AE
monako,m ǒ n a k o,M N AE K OH
monarh,m ǒ n a r x,M N AE R
monarhija,m o n ǎ r x i j a,M OH N R IH Y AE
monetarizam,m o n e t a r ǐ z a m,M OH N EH T AE R Z AE M
monetarni,m ô n e t aː r n iː,M N EH T AE R N IH
mongol,m ǒ n ɡ oː l,M N G OH L
mongolija,m ǒ n ɡ oː l i j a,M N G OH L IH Y AE
mongolka,m ǒ n ɡ oː l k a,M N G OH L K AE
mongolski,m ǒ n ɡ oː l s k i,M N G OH L S K IH
mongolski,m ǒ n ɡ oː l s k iː,M N G OH L S K IH
monitor,m ǒ n i t o r,M N IH T OH R
monizam,m o n ǐ z a m,M OH N Z AE M
monogamija,m o n o ɡ ǎ m i j a,M OH N OH G M IH Y AE
monografija,m o n o ɡ r ǎ f i j a,M OH N OH G R F IH Y AE
monolit,m o n ǒ l iː t,M OH N L IH T
monolitan,m o n ǒ l i t a n,M OH N L IH T AE N
monolog,m o n ǒ l o ɡ,M OH N L OH G
monom,m ǒ n oː m,M N OH M
monopol,m ô n o p o l,M N OH P OH L
monoteizam,m o n o t e ǐ z a m,M OH N OH T EH Z AE M
monoton,m ô n o t o n,M N OH T OH N
monotonija,m o n o t ǒ n i j a,M OH N OH T N IH Y AE
monotono,m ô n o t oː n o,M N OH T OH N OH
monstrum,m ǒ ŋ s t r u m,M NG S T R UW M
monstruozan,m ô n s t r u oː z a n,M N S T R UW OH Z AE N
monsun,m ǒ n s uː n,M N S UW N
montanizam,m o n t a n ǐ z a m,M OH N T AE N Z AE M
mora,m ô r a,M R AE
mora,m ôː r a,M R AE
mora,m ǒː r a,M R AE
moral,m ǒ r aː l,M R AE L
moralan,m ǒ r aː l a n,M R AE L AE N
moralizam,m o r a l ǐ z a m,M OH R AE L Z AE M
moralno,m ǒ r aː l n o,M R AE L N OH
moram,m ôː r aː m,M R AE M
morati,m ǒː r a t i,M R AE T IH
morač,m ǒ r aː t͡ʃ,M R AE CH
morbili,m o̞ r b ǐ l i,M R B L IH
more,m ôː r e,M R EH
moreplovac,m o r e p l ǒː ʋ a t͡s,M OH R EH P L AE
morfej,m ǒ r f e j,M R F EH Y
morfem,m ǒ r f eː m,M R F EH M
morfema,m o r f ěː m a,M OH R F M AE
morfizam,m o r f ǐ z a m,M OH R F Z AE M
morfologija,m o r f o l ǒ ɡ i j a,M OH R F OH L G IH Y AE
mormon,m ǒ r m oː n,M R M OH N
mormonizam,m o r m o n ǐ z a m,M OH R M OH N Z AE M
mornar,m ǒ r n aː r,M R N AE R
morski,m ǒ r s k iː,M R S K IH
mort,m ô r t,M R T
mortalitet,m o r t a l ǐ t eː t,M OH R T AE L T EH T
morž,m ô r ʒ,M R ZH
moskovski,m ǒ s k o ʋ s k iː,M S K OH S K IH
moskva,m ô s k ʋ a,M S K AE
most,m ôː s t,M S T
mostra,m ǒ s t r a,M S T R AE
motar,m ô t a r,M T AE R
motati,m ǒ t a t i,M T AE T IH
motel,m ǒ t eː l,M T EH L
motika,m ǒ t i k a,M T IH K AE
motiv,m ǒ t iː ʋ,M T IH
motivacija,m o t i ʋ ǎː t͡s i j a,M OH T IH IH Y AE
motivirati,m o t i ʋ ǐː r a t i,M OH T IH R AE T IH
motka,m ô t k a,M T K AE
motocikl,m o t o t͡s ǐ k l,M OH T OH K L
motriti,m ǒ t r i t i,M T R IH T IH
motrište,m ô t r iː ʃ t e,M T R IH SH T EH
mozambik,m o z ǎ m b i k,M OH Z M B IH K
moć,m ôː t͡ɕ,M
moćan,m ô t͡ɕ a n,M AE N
moći,m ô t͡ɕ i,M IH
moćnik,m ô t͡ɕ n iː k,M N IH K
moćno,m ô t͡ɕ n o,M N OH
močiti,m ǒ t͡ʃ i t i,M CH IH T IH
močvara,m ǒ t͡ʃ ʋ a r a,M CH AE R AE
močvaran,m ô t͡ʃ ʋ aː r a n,M CH AE R AE N
mošeja,m o ʃ ěː j a,M OH SH Y AE
mošnice,m ô ʃ n i t͡s e,M SH N IH EH
mošnja,m ǒ ʃ ɲ a,M SH AE
mošt,m ô ʃ t,M SH T
možda,m ǒ ʒ d a,M ZH D AE
može,m o ʒ e,M OH ZH EH
mrak,m r âː k,M R K
mramor,m r â m o r,M R M OH R
mraz,m r â z,M R Z
mračan,m r ǎː t͡ʃ a n,M R CH AE N
mračiti,m r ǎː t͡ʃ i t i,M R CH IH T IH
mračno,m r âː t͡ʃ n o,M R CH N OH
mreti,m r êː t i,M R T IH
mrijeti,m r j êː t i,M R Y T IH
mrk,m r̂ k,M R K
mrkov,m ř k o ʋ,M K OH
mrkva,m r̂ k ʋ a,M R K AE
mrlja,m r̂ ʎ a,M R AE
mrmljati,m ř m ʎ a t i,M M AE T IH
mrs,m r̂ː s,M R S
mrtav,m ř t a ʋ,M T AE
mrtvac,m ř̩ t ʋ a t͡s,M T AE
mrtvačnica,m ř̩ t ʋ aː t͡ʃ n i t͡s a,M T AE CH N IH AE
mrtvorođenče,m r t ʋ o r ǒ d͡ʑ eː n t͡ʃ e,M R T OH R EH N CH EH
mrva,m r̂ ʋ a,M R AE
mrvica,m r̩̂ ʋ i t͡s a,M R IH AE
mrviti,m r̂ ʋ i t i,M R IH T IH
mrzak,m r̂ z a k,M R Z AE K
mrzeti,m řː z e t i,M Z EH T IH
mrziti,m řː z i t i,M Z IH T IH
mrzovoljan,m r̂ z o ʋ oː ʎ a n,M R Z OH OH AE N
mršav,m r̂ ʃ a ʋ,M R SH AE
mucanje,m û t͡s aː ɲ e,M AE EH
mucati,m û t͡s a t i,M AE T IH
mudar,m ǔː d a r,M D AE R
mudo,m ǔː d o,M D OH
mudonja,m ǔː d o ɲ a,M D OH AE
mudrac,m ǔ d r a t͡s,M D R AE
mudrost,m ǔː d r oː s t,M D R OH S T
mudžahedin,m u d͡ʒ a x ě d iː n,M UW JH AE D IH N
muftija,m ǔ f t i j a,M F T IH Y AE
muha,m ǔ x a,M AE
muhar,m û x aː r,M AE R
muhar,m ǔ x aː r,M AE R
muharem,m u x ǎ r e m,M UW R EH M
muhendis,m u x ě n d i s,M UW N D IH S
mujezin,m u j ě z iː n,M UW Y Z IH N
muk,m ûː k,M K
muka,m û k a,M K AE
muka,m ǔː k a,M K AE
mukao,m ǔː k a o,M K AE OH
mukati,m ǔː k a t i,M K AE T IH
muklo,m ûː k l o,M K L OH
muklost,m ǔː k l oː s t,M K L OH S T
muknuti,m ǔː k n u t i,M K N UW T IH
mukom,m ûː k o m,M K OH M
mukotrpan,m û k o t rː p a n,M K OH T R P AE N
mukotrpno,m û k o t rː p n o,M K OH T R P N OH
mukotrpnost,m û k o t rː p n oː s t,M K OH T R P N OH S T
muktaš,m ǔ k t aː ʃ,M K T AE SH
mukte,m û k t eː,M K T EH
mula,m û l a,M L AE
mulac,m ǔː l a t͡s,M L AE
mulj,m ûː ʎ,M
muljator,m ǔ ʎ aː t o r,M AE T OH R
muljav,m û ʎ a ʋ,M AE
muljevit,m u ʎ ě ʋ i t,M UW IH T
mulo,m ûː l o,M L OH
multilateralan,m ǔ l t i l a t e r aː l a n,M L T IH L AE T EH R AE L AE N
multilateralizam,m u l t i l a t e r a l ǐ z a m,M UW L T IH L AE T EH R AE L Z AE M
multiplikator,m u l t i p l ǐ k aː t o r,M UW L T IH P L K AE T OH R
mumija,m ûː m i j a,M M IH Y AE
mumljati,m ǔ m ʎ a t i,M M AE T IH
munara,m u n ǎː r a,M UW N R AE
munja,m ǔː ɲ a,M AE
munjevit,m u ɲ ě ʋ i t,M UW IH T
munjina,m ǔ ɲ i n a,M IH N AE
munjovod,m û ɲ o ʋ oː d,M OH OH D
munjovoz,m u ɲ o v o z,M UW OH V OH Z
murija,m ǔ r i j a,M R IH Y AE
murija,m ǔː r i j a,M R IH Y AE
murva,m ûː r ʋ a,M R AE
muskulozan,m û s k u l oː z a n,M S K UW L OH Z AE N
muslimanski,m u s l ǐ m aː n s k iː,M UW S L M AE N S K IH
musti,m û s t i,M S T IH
mustra,m û s t r a,M S T R AE
mutacija,m u t ǎː t͡s i j a,M UW T IH Y AE
mutan,m ǔː t a n,M T AE N
mutav,m û t a ʋ,M T AE
mutavac,m û t a ʋ a t͡s,M T AE AE
mutiti,m ǔː t i t i,M T IH T IH
muva,m ǔ ʋ a,M AE
muza,m ǔː z a,M Z AE
muzej,m ǔ z e j,M Z EH Y
muzejski,m ǔ z eː j s k i,M Z EH Y S K IH
muzejski,m ǔ z eː j s k iː,M Z EH Y S K IH
muzika,m ǔ z i k a,M Z IH K AE
muzikalan,m û z i k aː l a n,M Z IH K AE L AE N
muzikologija,m u z i k o l ǒ ɡ i j a,M UW Z IH K OH L G IH Y AE
muzlica,m û z l i t͡s a,M Z L IH AE
mućkati,m û t͡ɕ k a t i,M K AE T IH
mučan,m û t͡ʃ a n,M CH AE N
mučati,m ǔː t͡ʃ a t i,M CH AE T IH
mučen,m û t͡ʃ e n,M CH EH N
mučenica,m û t͡ʃ e n i t͡s a,M CH EH N IH AE
mučenik,m û t͡ʃ e n iː k,M CH EH N IH K
mučenički,m û t͡ʃ e n i t͡ʃ k iː,M CH EH N IH CH K IH
mučeništvo,m û t͡ʃ e n iː ʃ t ʋ o,M CH EH N IH SH T OH
mučitelj,m ǔ t͡ʃ i t e ʎ,M CH IH T EH
mučiteljica,m u t͡ʃ i t ě ʎ i t͡s a,M UW CH IH T IH AE
mučiti,m û t͡ʃ i t i,M CH IH T IH
mučno,m û t͡ʃ n o,M CH N OH
mušema,m u ʃ ě m a,M UW SH M AE
mušica,m ǔ ʃ i t͡s a,M SH IH AE
mušičav,m ǔ ʃ i t͡ʃ a ʋ,M SH IH CH AE
mušičavost,m ǔ ʃ i t͡ʃ a ʋ oː s t,M SH IH CH AE OH S T
muškarac,m u ʃ k ǎː r a t͡s,M UW SH K R AE
muškatl,m u ʃ k ǎ t l,M UW SH K T L
mušketa,m ǔ ʃ k e t a,M SH K EH T AE
mušketir,m u ʃ k ě t iː r,M UW SH K T IH R
muški,m û ʃ k i,M SH K IH
muški,m û ʃ k iː,M SH K IH
muškobanja,m u ʃ k ǒ b a ɲ a,M UW SH K B AE AE
muškost,m û ʃ k oː s t,M SH K OH S T
mušmula,m ǔ ʃ m u l a,M SH M UW L AE
mušterija,m u ʃ t ě r i j a,M UW SH T R IH Y AE
muštra,m û ʃ t r a,M SH T R AE
muštrati,m û ʃ t r a t i,M SH T R AE T IH
muž,m ûː ʒ,M ZH
mužar,m ǔ ʒ aː r,M ZH AE R
mužača,m ǔ ʒ a t͡ʃ a,M ZH AE CH AE
muževan,m û ʒ eː ʋ a n,M ZH EH AE N
muževno,m û ʒ eː ʋ n o,M ZH EH N OH
muževnost,m u ʒ ěː ʋ n oː s t,M UW ZH N OH S T
mužjak,m û ʒ j aː k,M ZH Y AE K
n,n,N
na,n a,N AE
nabaciti,n a b ǎː t͡s i t i,N AE B IH T IH
nabacivati,n a b a t͡s ǐː ʋ a t i,N AE B AE AE T IH
nabadati,n a b ǎː d a t i,N AE B D AE T IH
nabasati,n a b ǎ s a t i,N AE B S AE T IH
nabasavati,n a b a s ǎː ʋ a t i,N AE B AE S AE T IH
nabaviti,n ǎ b a ʋ i t i,N B AE IH T IH
nabavljati,n ǎ b a ʋ ʎ a t i,N B AE AE T IH
nabavljač,n a b ǎ ʋ ʎ aː t͡ʃ,N AE B AE CH
nabavljačica,n a b a ʋ ʎ ǎ t͡ʃ i t͡s a,N AE B AE CH IH AE
nabijati,n a b ǐː j a t i,N AE B Y AE T IH
nabijač,n a b ǐ j aː t͡ʃ,N AE B Y AE CH
nabijačica,n a b i j ǎ t͡ʃ i t͡s a,N AE B IH Y CH IH AE
nabildati,n ǎ b i l d a t i,N B IH L D AE T IH
nabirati,n ǎ b i r a t i,N B IH R AE T IH
nabiti,n ǎ b i t i,N B IH T IH
naboj,n ǎː b o j,N B OH Y
nabolje,n â b o ʎ eː,N B OH EH
nabor,n ǎː b o r,N B OH R
nabosti,n ǎ b o s t i,N B OH S T IH
nabožan,n ǎː b o ʒ a n,N B OH ZH AE N
nabožno,n ǎː b o ʒ n o,N B OH ZH N OH
nabožnost,n ǎː b o ʒ n oː s t,N B OH ZH N OH S T
nabrajati,n a b r ǎː j a t i,N AE B R Y AE T IH
nabrati,n ǎ b r a t i,N B R AE T IH
nabrbljati,n ǎ b r b ʎ a t i,N B R B AE T IH
nabreknuti,n a b r ěː k n u t i,N AE B R K N UW T IH
nabrojati,n a b r ǒ j a t i,N AE B R Y AE T IH
nabrojiti,n a b r ǒ j i t i,N AE B R Y IH T IH
nabrusiti,n a b r ǔː s i t i,N AE B R S IH T IH
nabrusivati,n a b r u s ǐː ʋ a t i,N AE B R UW S AE T IH
nabrzo,n â b rː z o,N B R Z OH
nabubati,n a b ǔː b a t i,N AE B B AE T IH
nabubriti,n ǎ b u b r i t i,N B UW B R IH T IH
nabuhnuti,n ǎ b u x n u t i,N B UW N UW T IH
nabujati,n a b ǔ j a t i,N AE B Y AE T IH
nabusit,n ǎ b u s i t,N B UW S IH T
nacija,n âː t͡s i j a,N IH Y AE
nacionalist,n a t͡s i o n ǎ l i s t,N AE IH OH N L IH S T
nacionalistički,n a t s i o n a l ǐ s t i t ʃ k i,N AE T S IH OH N AE L S T IH T SH K IH
nacionalistički,n a t s i o n a l ǐ s t i t ʃ k iː,N AE T S IH OH N AE L S T IH T SH K IH
nacionalizam,n a t͡s i o n a l ǐ z a m,N AE IH OH N AE L Z AE M
nacionalni,n â t͡s i o n aː l n iː,N IH OH N AE L N IH
nacionalnost,n a t͡s i o n ǎː l n oː s t,N AE IH OH N L N OH S T
nacist,n ǎ t͡s i s t,N IH S T
nacizam,n a t͡s ǐ z a m,N AE Z AE M
nacrt,n ǎː t͡s r t,N R T
nacrtati,n ǎ t͡s r t a t i,N R T AE T IH
nad,n â d,N D
nada,n ǎː d a,N D AE
nadahnjivati,n a d a x ɲ ǐː ʋ a t i,N AE D AE AE T IH
nadahnuti,n a d ǎ x n u t i,N AE D N UW T IH
nadalje,n â d a ʎ eː,N D AE EH
nadaren,n ǎ d aː r e n,N D AE R EH N
nadati,n ǎː d a t i,N D AE T IH
nadenuti,n ǎ d e n u t i,N D EH N UW T IH
nadesno,n â d e s n o,N D EH S N OH
nadev,n ǎː d e ʋ,N D EH
nadevati,n a d ěː ʋ a t i,N AE D AE T IH
nadeđa,n ǎ d e d͡ʑ a,N D EH AE
nadgledati,n a d ɡ l ěː d a t i,N AE D G L D AE T IH
nadglednik,n ǎː d ɡ l e d n iː k,N D G L EH D N IH K
nadijevati,n a d j ěː ʋ a t i,N AE D Y AE T IH
nadimak,n ǎː d i m a k,N D IH M AE K
nadimati,n ǎ d i m a t i,N D IH M AE T IH
nadjačati,n a d j ǎ t͡ʃ a t i,N AE D Y CH AE T IH
nadjačavati,n a d j a t͡ʃ ǎː ʋ a t i,N AE D Y AE CH AE T IH
nadjenuti,n ǎ d j e n u t i,N D Y EH N UW T IH
nadjev,n ǎː d j e ʋ,N D Y EH
nadlaktica,n ǎ d l a k t i t͡s a,N D L AE K T IH AE
nadletati,n a d l ěː t a t i,N AE D L T AE T IH
nadleteti,n a d l ě t e t i,N AE D L T EH T IH
nadletjeti,n a d l ě t j e t i,N AE D L T Y EH T IH
nadležan,n ǎː d l e ʒ a n,N D L EH ZH AE N
nadležnost,n ǎː d l e ʒ n oː s t,N D L EH ZH N OH S T
nadlijetati,n a d l i j ěː t a t i,N AE D L IH Y T AE T IH
nadljudski,n â d ʎ u d s k i,N D UW D S K IH
nadljudski,n â d ʎ u d s k iː,N D UW D S K IH
nadmašiti,n ǎ d m a ʃ i t i,N D M AE SH IH T IH
nadmašivati,n a d m a ʃ ǐː ʋ a t i,N AE D M AE SH AE T IH
nadmoć,n â d m oː t͡ɕ,N D M OH
nadmoćan,n â d m o t͡ɕ a n,N D M OH AE N
nadmoćno,n â d m o t͡ɕ n o,N D M OH N OH
nadnica,n â d n i t͡s a,N D N IH AE
nadničar,n â d n i t͡ʃ aː r,N D N IH CH AE R
nadničarka,n â d n i t͡ʃ aː r k a,N D N IH CH AE R K AE
nadobudan,n â d o b uː d a n,N D OH B UW D AE N
nadograditi,n a d o ɡ r ǎː d i t i,N AE D OH G R D IH T IH
nadograđivati,n a d o ɡ r a d͡ʑ ǐː ʋ a t i,N AE D OH G R AE AE T IH
nadoknada,n â d o k n a d a,N D OH K N AE D AE
nadoknaditi,n a d ǒ k n a d i t i,N AE D K N AE D IH T IH
nadoknađivati,n a d o k n a d͡ʑ ǐː ʋ a t i,N AE D OH K N AE AE T IH
nadole,n ǎ d o l e,N D OH L EH
nadolje,n ǎ d o ʎ e,N D OH EH
nadomestak,n a d ǒ m e s t a k,N AE D M EH S T AE K
nadomjestak,n a d ǒ m j e s t a k,N AE D M Y EH S T AE K
nadopisati,n a d o p ǐː s a t i,N AE D OH P S AE T IH
nadopuna,n â d o p u n a,N D OH P UW N AE
nadopuniti,n a d ǒ p u n i t i,N AE D P UW N IH T IH
nadopunjavati,n a d o p u ɲ ǎː ʋ a t i,N AE D OH P UW AE T IH
nadovezati,n a d o ʋ ěː z a t i,N AE D OH Z AE T IH
nadovezivati,n a d o ʋ e z ǐː ʋ a t i,N AE D OH EH Z AE T IH
nadrealizam,n a d r e a l ǐ z a m,N AE D R EH AE L Z AE M
naduti,n ǎ d u t i,N D UW T IH
naduvenost,n a d ǔ ʋ e n oː s t,N AE D EH N OH S T
nadvijati,n a d ʋ ǐː j a t i,N AE D Y AE T IH
nadvisiti,n a d ʋ ǐː s i t i,N AE D S IH T IH
nadvisivati,n a d ʋ i s ǐː ʋ a t i,N AE D IH S AE T IH
nadviti,n ǎ d ʋ i t i,N D IH T IH
nadvladati,n a d ʋ l ǎː d a t i,N AE D L D AE T IH
nadvladavati,n a d ʋ l a d ǎː ʋ a t i,N AE D L AE D AE T IH
nadvodni,n ǎ d ʋ o d n iː,N D OH D N IH
nadvojvoda,n â d ʋ o j ʋ o d a,N D OH Y OH D AE
nadvor,n ǎ d ʋ oː r,N D OH R
nadvođe,n ǎ d ʋ oː d͡ʑ e,N D OH EH
nadvožnjak,n ǎː d ʋ o ʒ ɲ aː k,N D OH ZH AE K
nadzemaljski,n a d z e m ǎ ʎ s k iː,N AE D Z EH M S K IH
nadzirati,n ǎ d z i r a t i,N D Z IH R AE T IH
nadzor,n ǎː d z o r,N D Z OH R
nadzornik,n ǎː d z oː r n iː k,N D Z OH R N IH K
nadzvučni,n ǎ d z ʋ u t͡ʃ n iː,N D Z UW CH N IH
nadživeti,n a d͡ʒ ǐː ʋ e t i,N AE JH EH T IH
nadživjeti,n a d͡ʒ ǐː ʋ j e t i,N AE JH Y EH T IH
nadživljavati,n a d͡ʒ i ʋ ʎ ǎː ʋ a t i,N AE JH IH AE T IH
nafta,n â f t a,N F T AE
naftovod,n â f t o ʋ oː d,N F T OH OH D
nag,n âː ɡ,N G
nagao,n ǎː ɡ a o,N G AE OH
nagađati,n a ɡ ǎː d͡ʑ a t i,N AE G AE T IH
nagib,n ǎː ɡ i b,N G IH B
naginjati,n ǎ ɡ i ɲ a t i,N G IH AE T IH
naglas,n â ɡ l aː s,N G L AE S
naglasak,n ǎː ɡ l a s a k,N G L AE S AE K
naglasiti,n a ɡ l ǎː s i t i,N AE G L S IH T IH
naglavak,n ǎː ɡ l a ʋ a k,N G L AE AE K
naglavačke,n a ɡ l a ʋ ǎ t͡ʃ k eː,N AE G L AE CH K EH
naglavce,n a ɡ l ǎ ʋ t͡s eː,N AE G L EH
naglašavati,n a ɡ l a ʃ ǎː ʋ a t i,N AE G L AE SH AE T IH
naglo,n âː ɡ l o,N G L OH
nagnuti,n ǎ ɡ n u t i,N G N UW T IH
nagodba,n ǎː ɡ o d b a,N G OH D B AE
nagoditi,n a ɡ ǒ d i t i,N AE G D IH T IH
nagon,n ǎː ɡ o n,N G OH N
nagore,n â ɡ o r eː,N G OH R EH
nagore,n ǎ ɡ o r e,N G OH R EH
nagovarati,n a ɡ o ʋ ǎː r a t i,N AE G OH R AE T IH
nagovest,n â ɡ o ʋ eː s t,N G OH EH S T
nagovestiti,n a ɡ o ʋ ěː s t i t i,N AE G OH S T IH T IH
nagoveštavati,n a ɡ o ʋ e ʃ t ǎː ʋ a t i,N AE G OH EH SH T AE T IH
nagovešćivati,n a ɡ o ʋ e ʃ t͡ɕ ǐː ʋ a t i,N AE G OH EH SH AE T IH
nagovijest,n â ɡ o ʋ i j eː s t,N G OH IH Y EH S T
nagovijestiti,n a ɡ o ʋ i j ěː s t i t i,N AE G OH IH Y S T IH T IH
nagovještavati,n a ɡ o ʋ j e ʃ t ǎː ʋ a t i,N AE G OH Y EH SH T AE T IH
nagovješćivati,n a ɡ o ʋ j e ʃ t͡ɕ ǐː ʋ a t i,N AE G OH Y EH SH AE T IH
nagovor,n â ɡ o ʋ oː r,N G OH OH R
nagovoriti,n a ɡ o ʋ ǒ r i t i,N AE G OH R IH T IH
nagrada,n âː ɡ r a d a,N G R AE D AE
nagraditi,n a ɡ r ǎː d i t i,N AE G R D IH T IH
nagradni,n âː ɡ r a d n iː,N G R AE D N IH
nagrađivati,n a ɡ r a d͡ʑ ǐː ʋ a t i,N AE G R AE AE T IH
nagrditi,n a ɡ řː d i t i,N AE G D IH T IH
nagristi,n ǎ ɡ r i s t i,N G R IH S T IH
nagrizati,n a ɡ r ǐː z a t i,N AE G R Z AE T IH
nagrnuti,n a ɡ řː n u t i,N AE G N UW T IH
nagrtati,n ǎ ɡ r t a t i,N G R T AE T IH
nagrđivati,n a ɡ r d͡ʑ ǐː ʋ a t i,N AE G R AE T IH
nagurati,n a ɡ ǔː r a t i,N AE G R AE T IH
naguravati,n a ɡ u r ǎː ʋ a t i,N AE G UW R AE T IH
nahod,n ǎ x o d,N OH D
nahoče,n ǎ x o t͡ʃ e,N OH CH EH
nahraniti,n a x r ǎː n i t i,N AE R N IH T IH
nahrupiti,n a x r ǔː p i t i,N AE R P IH T IH
nahrupljivati,n a x r u p ʎ ǐː ʋ a t i,N AE R UW P AE T IH
nahuškati,n ǎ x u ʃ k a t i,N UW SH K AE T IH
