word,ipa,ARPAbet
hedgefonds,ɦ ɛ d ʒ f ɔ n t s,EH D ZH F AO N T S
heeft,ɦ eː f t,EH F T
heel,ɦ eː l,EH L
heelal,ɦ eː l ɑ l,EH L AA L
heelhuids,ɦ eː l ɦ œ y̯ t s,EH L AE T S
heelkunde,ɦ eː l k ʏ n d ə,EH L K N D AX
heelmeester,ɦ eː l m eː s t ə r,EH L M EH S T AX R
heelvlees,ɦ eː l v l eː s,EH L V L EH S
heem,ɦ eː m,EH M
heemskerk,ɦ eː m s k ɛ r k,EH M S K EH R K
heemwaarts,ɦ eː m ʋ aː r t s,EH M AE R T S
heen,ɦ eː n,EH N
heengaan,ɦ eː n ɣ aː n,EH N AE N
heenkomen,ɦ eː n k oː m ə n,EH N K OH M AX N
heer,ɦ eː r,EH R
heerenveen,ɦ eː r ə n v eː n,EH R AX N V EH N
heerhugowaard,ɦ eː r ɦ y ɣ oː ʋ aː r t,EH R OH AE R T
heerkracht,ɦ eː r k r ɑ x t,EH R K R AA T
heerlen,ɦ eː r l ə n,EH R L AX N
heerlijk,ɦ eː r l ə k,EH R L AX K
heeroom,ɦ eː r oː m,EH R OH M
heerschaar,ɦ eː r s x aː r,EH R S AE R
heerschare,ɦ eː r s x aː r ə,EH R S AE R AX
heersen,ɦ eː r s ə n,EH R S AX N
heerst,ɦ eː r s t,EH R S T
heester,ɦ eː s t ə r,EH S T AX R
heet,ɦ eː t,EH T
heetgebakerd,ɦ eː t x ə b aː k ə r t,EH T AX B AE K AX R T
hefboom,ɦ ɛ f b oː m,EH F B OH M
heffen,ɦ ɛ f ə n,EH F AX N
heffing,ɦ ɛ f ɪ ŋ,EH F IH NG
heft,ɦ ɛ f t,EH F T
heftig,ɦ ɛ f t ə x,EH F T AX
heg,ɦ ɛ x,EH
heggenmus,ɦ ɛ ɣ ə n m ʏ s,EH AX N M S
hei,ɦ ɛ i̯,EH IH
heide,ɦ ɛ i̯ d ə,EH IH D AX
heideblauwtje,ɦ ɛ i̯ d ə b l ɑ u̯ t j ə,EH IH D AX B L AA W T Y AX
heiden,ɦ ɛ i̯ d ə n,EH IH D AX N
heidendom,ɦ ɛ i̯ d ə n d ɔ m,EH IH D AX N D AO M
heidens,ɦ ɛ i̯ d ə n s,EH IH D AX N S
heien,ɦ ɛ i̯ ə n,EH IH AX N
heikneuter,ɦ ɛ i̯ k n øː t ə r,EH IH K N T AX R
heil,ɦ ɛ i̯ l,EH IH L
heiland,ɦ ɛ i̯ l ɑ n t,EH IH L AA N T
heilbot,ɦ ɛ i̯ l b ɔ t,EH IH L B AO T
heildronk,ɦ ɛ i̯ l d r ɔ ŋ k,EH IH L D R AO NG K
heilgymnast,ɦ ɛ i̯ l ɣ ɪ m n ɑ s t,EH IH L IH M N AA S T
heilgymnastiek,ɦ ɛ i̯ l ɣ ɪ m n ɑ s t i k,EH IH L IH M N AA S T IH K
heilig,ɦ ɛ i̯ l ə x,EH IH L AX
heiligbeen,ɦ ɛ i̯ l ə x b eː n,EH IH L AX B EH N
heiligdom,ɦ ɛ i̯ l ə ɣ d ɔ m,EH IH L AX D AO M
heiligen,ɦ ɛ i̯ l ə ɣ ə n,EH IH L AX AX N
heiligenbeeld,ɦ ɛ i̯ l ə ɣ ə n b eː l t,EH IH L AX AX N B EH L T
heiligenschijn,ɦ ɛ i̯ l ə ɣ ə n s x ɛ i̯ n,EH IH L AX AX N S EH IH N
heiligheid,ɦ ɛ i̯ l ə x ɦ ɛ i̯ t,EH IH L AX EH IH T
heiligschennis,ɦ ɛ i̯ l ə x s x ɛ n ɪ s,EH IH L AX S EH N IH S
heilissem,ɦ ɛ i l ɪ s ə m,EH IH L IH S AX M
heiloo,ɦ ɛ i̯ l oː,EH IH L OH
heilsgeschiedenis,ɦ ɛ i̯ l s x ə s x i d ə n ɪ s,EH IH L S AX S IH D AX N IH S
heilshistorie,ɦ ɛ i̯ l s ɦ ɪ s t oː r i,EH IH L S IH S T OH R IH
heilstaat,ɦ ɛ i̯ l s t aː t,EH IH L S T AE T
heim,ɦ ɛ i̯ m,EH IH M
heimwaarts,ɦ ɛ i̯ m ʋ aː r t s,EH IH M AE R T S
heimwee,ɦ ɛ i̯ m ʋ eː,EH IH M EH
hein,ɦ ɛ i̯ n,EH IH N
heinen,ɦ ɛ i̯ n ə n,EH IH N AX N
heipaal,ɦ ɛ i̯ p aː l,EH IH P AE L
heisa,ɦ ɛ i̯ s aː,EH IH S AE
heitje,ɦ ɛ i̯ t j ə,EH IH T Y AX
hek,ɦ ɛ k,EH K
hekeldicht,ɦ eː k ə l d ɪ x t,EH K AX L D IH T
hekeldichter,ɦ eː k ə l d ɪ x t ə r,EH K AX L D IH T AX R
hekeldichteres,ɦ eː k ə l d ɪ x t ə r ɛ s,EH K AX L D IH T AX R EH S
hekelen,ɦ eː k ə l ə n,EH K AX L AX N
hekelspel,ɦ eː k ə l s p ɛ l,EH K AX L S P EH L
hekkensluiter,ɦ ɛ k ə n s l œ y̯ t ə r,EH K AX N S L AE T AX R
heks,ɦ ɛ k s,EH K S
heksen,ɦ ɛ k s ə n,EH K S AX N
heksenjacht,ɦ ɛ k s ə n j ɑ x t,EH K S AX N Y AA T
heksenkring,ɦ ɛ k s ə n k r ɪ ŋ,EH K S AX N K R IH NG
heksenmelk,ɦ ɛ k s ə n m ɛ l k,EH K S AX N M EH L K
heksensabbat,ɦ ɛ k s ə n s ɑ b ɑ t,EH K S AX N S AA B AA T
hel,ɦ ɛ l,EH L
helaas,ɦ eː l aː s,EH L AE S
helaba,ɦ e l ɑ b ɑ,EH L AA B AA
held,ɦ ɛ l t,EH L T
heldendaad,ɦ ɛ l d ə n d aː t,EH L D AX N D AE T
heldendicht,ɦ ɛ l d ə n d ɪ x t,EH L D AX N D IH T
heldenmoed,ɦ ɛ l d ə n m u t,EH L D AX N M UW T
helder,ɦ ɛ l d ə r,EH L D AX R
helderziende,ɦ ɛ l d ə r z i n d ə,EH L D AX R Z IH N D AX
heldhaftig,ɦ ɛ l t ɦ ɑ f t ə x,EH L T AA F T AX
heldhaftigheid,ɦ ɛ l t ɦ ɑ f t ə x ɦ ɛ i̯ t,EH L T AA F T AX EH IH T
heldin,ɦ ɛ l d ɪ n,EH L D IH N
hele,ɦ eː l ə,EH L AX
heleboel,ɦ eː l ə b u l,EH L AX B UW L
heleen,ɦ eː l eː n,EH L EH N
helemaal,ɦ eː l ə m aː l,EH L AX M AE L
helen,ɦ eː l ə n,EH L AX N
helena,ɦ eː l eː n aː,EH L EH N AE
heler,ɦ eː l ə r,EH L AX R
helft,ɦ ɛ l f t,EH L F T
helga,ɦ ɛ l ɣ aː,EH L AE
helgoland,ɦ ɛ l ɣ oː l ɑ n t,EH L OH L AA N T
heli,ɦ eː l i,EH L IH
helikopter,ɦ eː l i k ɔ p t ə r,EH L IH K AO P T AX R
heling,ɦ eː l ɪ ŋ,EH L IH NG
heliometer,ɦ eː l i oː m eː t ə r,EH L IH OH M EH T AX R
helium,ɦ eː l i ʏ m,EH L IH M
helix,ɦ eː l ɪ k s,EH L IH K S
hella,ɦ ɛ l aː,EH L AE
helleen,ɦ ɛ l eː n,EH L EH N
hellegebroed,ɦ ɛ l ə ɣ ə b r u t,EH L AX AX B R UW T
hellekind,ɦ ɛ l ə k ɪ n t,EH L AX K IH N T
hellen,ɦ ɛ l ə n,EH L AX N
hellenisme,ɦ ɛ l eː n ɪ s m ə,EH L EH N IH S M AX
hellenismus,ɦ ɛ l eː n ɪ s m ʏ s,EH L EH N IH S M S
hellenist,ɦ ɛ l eː n ɪ s t,EH L EH N IH S T
hellenistisch,ɦ ɛ l eː n ɪ s t i s,EH L EH N IH S T IH S
hellerivier,ɦ ɛ l ə r i v iː r,EH L AX R IH V IH R
hellewaarts,ɦ ɛ l ə ʋ aː r t s,EH L AX AE R T S
helling,ɦ ɛ l ɪ ŋ,EH L IH NG
helmond,ɦ ɛ l m ɔ n t,EH L M AO N T
helmteken,ɦ ɛ l m t eː k ə n,EH L M T EH K AX N
helpen,ɦ ɛ l p ə n,EH L P AX N
helper,ɦ ɛ l p ə r,EH L P AX R
helrivier,ɦ ɛ l r i v iː r,EH L R IH V IH R
hels,ɦ ɛ l s,EH L S
helsinki,ɦ ɛ l s i ŋ k i,EH L S IH NG K IH
helzen,ɦ ɛ l z ə n,EH L Z AX N
hem,ɦ ɛ m,EH M
hematologie,ɦ eː m aː t oː l oː ɣ i,EH M AE T OH L OH IH
hematoom,ɦ eː m aː t oː m,EH M AE T OH M
hemd,ɦ ɛ m t,EH M T
hemden,ɦ ɛ m d ə n,EH M D AX N
hemdje,ɦ ɛ m p j ə,EH M P Y AX
hemdje,ɦ ɛ m t j ə,EH M T Y AX
hemdrok,ɦ ɛ m t r ɔ k,EH M T R AO K
hemel,ɦ eː m ə l,EH M AX L
hemelbed,ɦ eː m ə l b ɛ t,EH M AX L B EH T
hemelbestormer,ɦ eː m ə l b ə s t ɔ r m ə r,EH M AX L B AX S T AO R M AX R
hemelen,ɦ eː m ə l ə n,EH M AX L AX N
hemelgeest,ɦ eː m ə l ɣ eː s t,EH M AX L EH S T
hemeling,ɦ eː m ə l ɪ ŋ,EH M AX L IH NG
hemelkaart,ɦ eː m ə l k aː r t,EH M AX L K AE R T
hemelmechanica,ɦ eː m ə l m eː x aː n i k aː,EH M AX L M EH AE N IH K AE
hemelnimf,ɦ eː m ə l n ɪ m f,EH M AX L N IH M F
hemelpool,ɦ eː n ə l p oː l,EH N AX L P OH L
hemelsfeer,ɦ eː m ə l s f eː r,EH M AX L S F EH R
hemelteken,ɦ eː m ə l t eː k ə n,EH M AX L T EH K AX N
hemelvaart,ɦ eː m ə l v aː r t,EH M AX L V AE R T
hemelvuur,ɦ eː m ə l v yː r,EH M AX L V R
hemisfeer,ɦ eː m i s f eː r,EH M IH S F EH R
hemmetje,ɦ ɛ m ə t j ə,EH M AX T Y AX
hempie,ɦ ɛ m p i,EH M P IH
hen,ɦ ɛ n,EH N
hendrik,ɦ ɛ n d r ɪ k,EH N D R IH K
hendriks,ɦ ɛ n d r ɪ k s,EH N D R IH K S
henegouwen,ɦ eː n ə ɣ ɑ u̯ ə n,EH N AX AA W AX N
heng,ɦ ɛ ŋ,EH NG
hengelaar,ɦ ɛ ŋ ə l aː r,EH NG AX L AE R
hengelen,ɦ ɛ ŋ ə l ə n,EH NG AX L AX N
hengelo,ɦ ɛ ŋ ə l oː,EH NG AX L OH
hengsel,ɦ ɛ ŋ s ə l,EH NG S AX L
hengst,ɦ ɛ ŋ s t,EH NG S T
hennep,ɦ ɛ n ə p,EH N AX P
heptaan,ɦ ɛ p t aː n,EH P T AE N
hepteen,ɦ ɛ p t eː n,EH P T EH N
heptyl,ɦ ɛ p t i l,EH P T IH L
heptyn,ɦ ɛ p t i n,EH P T IH N
her,ɦ ɛ r,EH R
heraldiek,ɦ eː r ɑ l d i k,EH R AA L D IH K
heraut,ɦ eː r ɑ u̯ t,EH R AA W T
herbarium,ɦ ɛ r b aː r i ʏ m,EH R B AE R IH M
herbebossen,ɦ ɛ r b ə b ɔ s ə n,EH R B AX B AO S AX N
herbegraven,ɦ ɛ r b ə ɣ r aː v ə n,EH R B AX R AE V AX N
herberg,ɦ ɛ r b ɛ r x,EH R B EH R
herbesmetten,ɦ ɛ r b ə s m ɛ t ə n,EH R B AX S M EH T AX N
herbesmetting,ɦ ɛ r b ə s m ɛ t ɪ ŋ,EH R B AX S M EH T IH NG
herbouwen,ɦ ɛ r b ɑ u̯ ə n,EH R B AA W AX N
herbronnen,ɦ ɛ r b r ɔ n ə n,EH R B R AO N AX N
herculesslag,ɦ ɛ r k y l ɛ s s l ɑ x,EH R K L EH S S L AA
herdenking,ɦ ɛ r d ɛ ŋ k ɪ ŋ,EH R D EH NG K IH NG
herdenkingsmunt,ɦ ɛ r d ɛ ŋ k ɪ ŋ s m ʏ n t,EH R D EH NG K IH NG S M N T
herder,ɦ ɛ r d ə r,EH R D AX R
herderin,ɦ ɛ r d ə r ɪ n,EH R D AX R IH N
herderlijk,ɦ ɛ r d ə r l ə k,EH R D AX R L AX K
herdershond,ɦ ɛ r d ə r s ɦ ɔ n t,EH R D AX R S AO N T
herdersstaf,ɦ ɛ r d ə r s t ɑ f,EH R D AX R S T AA F
herdopen,ɦ ɛ r d oː p ə n,EH R D OH P AX N
herdruk,ɦ ɛ r d r ʏ k,EH R D R K
herdrukken,ɦ ɛ r d r ʏ k ə n,EH R D R K AX N
here,ɦ eː r ə,EH R AX
heremiet,ɦ eː r ə m i t,EH R AX M IH T
heremietkreeft,ɦ eː r ə m i t k r eː f t,EH R AX M IH T K R EH F T
herenboer,ɦ eː r ə n b u r,EH R AX N B UW R
herenboerderij,ɦ eː r ə n b u r d ə r ɛ i̯,EH R AX N B UW R D AX R EH IH
herenhuis,ɦ eː r ə n ɦ œ y̯ s,EH R AX N AE S
herenkapper,ɦ eː r ə n k ɑ p ə r,EH R AX N K AA P AX R
herenkleding,ɦ eː r ə n k l eː d ɪ ŋ,EH R AX N K L EH D IH NG
herenliefde,ɦ eː r ə n l i f d ə,EH R AX N L IH F D AX
herfst,ɦ ɛ r f s t,EH R F S T
herfstmaand,ɦ ɛ r f s t m aː n t,EH R F S T M AE N T
herfsttij,ɦ ɛ r f s t ɛ i̯,EH R F S T EH IH
herfstvakantie,ɦ ɛ r f s t f aː k ɑ n s i,EH R F S T F AE K AA N S IH
herinneren,ɦ ɛ r ɪ n ə r ə n,EH R IH N AX R AX N
herinnering,ɦ ɛ r ɪ n ə r ɪ ŋ,EH R IH N AX R IH NG
herinterviewen,ɦ ɛ r ɪ n t ə r v j u n,EH R IH N T AX R V Y UW N
herkapitaliseren,ɦ ɛ r k aː p i t aː l i z eː r ə n,EH R K AE P IH T AE L IH Z EH R AX N
herkauwen,ɦ ɛ r k ɑ u̯ ə n,EH R K AA W AX N
herkauwer,ɦ ɛ r k ɑ u̯ ə r,EH R K AA W AX R
herkrijgen,ɦ ɛ r k r ɛ i̯ ɣ ə n,EH R K R EH IH AX N
herleven,ɦ ɛ r l eː v ə n,EH R L EH V AX N
hermafrodiet,ɦ ɛ r m aː f r oː d i t,EH R M AE F R OH D IH T
hermafrodisie,ɦ ɛ r m aː f r oː d i z i,EH R M AE F R OH D IH Z IH
hermafrodisme,ɦ ɛ r m aː f r oː d ɪ s m ə,EH R M AE F R OH D IH S M AX
hermafroditisme,ɦ ɛ r m aː f r oː d i t ɪ s m ə,EH R M AE F R OH D IH T IH S M AX
hermans,ɦ ɛ r m ɑ n s,EH R M AA N S
hermelijn,ɦ ɛ r m ə l ɛ i̯ n,EH R M AX L EH IH N
hermelijnen,ɦ ɛ r m ə l ɛ i̯ n ə n,EH R M AX L EH IH N AX N
hermelijnkoorts,ɦ ɛ r m ə l ɛ i̯ n k oː r t s,EH R M AX L EH IH N K OH R T S
hermeneut,ɦ ɛ r m ə n œ y̯ t,EH R M AX N AE T
hermeneutiek,ɦ ɛ r m eː n œ y̯ t i k,EH R M EH N AE T IH K
hermeneutisch,ɦ ɛ r m eː n œ y̯ t i s,EH R M EH N AE T IH S
hermeneutisch,ɦ ɛ r m ə n œ y̯ t i s,EH R M AX N AE T IH S
hermitage,ɦ ɛ r m i t aː ʒ ə,EH R M IH T AE ZH AX
hernemen,ɦ ɛ r n eː m ə n,EH R N EH M AX N
hernhutter,ɦ ɛ r n ɦ ʏ t ə r,EH R N T AX R
heropleving,ɦ ɛ r ɔ p l eː v ɪ ŋ,EH R AO P L EH V IH NG
herrie,ɦ ɛ r i,EH R IH
herrijzen,ɦ ɛ r r ɛ i̯ z ə n,EH R R EH IH Z AX N
hersenbloeding,ɦ ɛ r s ə n b l u d ɪ ŋ,EH R S AX N B L UW D IH NG
hersenbreker,ɦ ɛ r s ə n b r eː k ə r,EH R S AX N B R EH K AX R
hersencel,ɦ ɛ r s ə n s ɛ l,EH R S AX N S EH L
hersendood,ɦ ɛ r s ə n d oː t,EH R S AX N D OH T
hersenen,ɦ ɛ r s ə n ə n,EH R S AX N AX N
hersenkind,ɦ ɛ r s ə n k ɪ n t,EH R S AX N K IH N T
hersenloos,ɦ ɛ r s ə n l oː s,EH R S AX N L OH S
hersenpan,ɦ ɛ r s ə n p ɑ n,EH R S AX N P AA N
hersens,ɦ ɛ r s ə n s,EH R S AX N S
hersenschim,ɦ ɛ r s ə n s x ɪ m,EH R S AX N S IH M
hersenschors,ɦ ɛ r s ə n s x ɔ r s,EH R S AX N S AO R S
hersenspinsel,ɦ ɛ r s ə n s p ɪ n s ə l,EH R S AX N S P IH N S AX L
hersenspoelen,ɦ ɛ r s ə n s p u l ə n,EH R S AX N S P UW L AX N
hersenspoeling,ɦ ɛ r s ə n s p u l ɪ ŋ,EH R S AX N S P UW L IH NG
hersenvlies,ɦ ɛ r s ə n v l i s,EH R S AX N V L IH S
herstel,ɦ ɛ r s t ɛ l,EH R S T EH L
herstelbetaling,ɦ ɛ r s t ɛ l b ə t aː l ɪ ŋ,EH R S T EH L B AX T AE L IH NG
herstellen,ɦ ɛ r s t ɛ l ə n,EH R S T EH L AX N
herstelling,ɦ ɛ r s t ɛ l ɪ ŋ,EH R S T EH L IH NG
herstellingsoord,ɦ ɛ r s t ɛ l i ŋ s oː r t,EH R S T EH L IH NG S OH R T
hert,ɦ ɛ r t,EH R T
hertenbok,ɦ ɛ r t ə n b ɔ k,EH R T AX N B AO K
hertengewei,ɦ ɛ r t ə n ɣ ə ʋ ɛ i̯,EH R T AX N AX EH IH
hertenkamp,ɦ ɛ r t ə n k ɑ m p,EH R T AX N K AA M P
hertog,ɦ ɛ r t ɔ x,EH R T AO
hertogin,ɦ ɛ r t oː ɣ ɪ n,EH R T OH IH N
hertogin,ɦ ɛ r t ɔ ɣ ɪ n,EH R T AO IH N
hertrouwen,ɦ ɛ r t r ɑ u̯ ə n,EH R T R AA W AX N
hertzwijn,ɦ ɛ r t s ʋ ɛ i̯ n,EH R T S EH IH N
hervormd,ɦ ɛ r v ɔ r m t,EH R V AO R M T
hervorming,ɦ ɛ r v ɔ r m ɪ ŋ,EH R V AO R M IH NG
hes,ɦ ɛ s,EH S
hesje,ɦ ɛ s j ə,EH S Y AX
hesp,ɦ ɛ s p,EH S P
hespan,ɦ ɛ s p ɑ n,EH S P AA N
hesseling,ɦ ɛ s ə l ɪ ŋ,EH S AX L IH NG
hesselink,ɦ ɛ s ə l ɪ ŋ k,EH S AX L IH NG K
hester,ɦ ɛ s t ə r,EH S T AX R
hesychasme,ɦ eː s i x ɑ s m ə,EH S IH AA S M AX
hesychast,ɦ eː s i x ɑ s t,EH S IH AA S T
hesychastisch,ɦ eː s i x ɑ s t i s,EH S IH AA S T IH S
het,ɦ ə t,AX T
het,ɦ ɛ t,EH T
hete,ɦ eː t ə,EH T AX
heteluchtbad,ɦ eː t ə l ʏ x t b ɑ t,EH T AX L T B AA T
heten,ɦ eː t ə n,EH T AX N
hetero,ɦ eː t ə r oː,EH T AX R OH
heterodox,ɦ eː t ə r oː d ɔ k s,EH T AX R OH D AO K S
heterofiel,ɦ eː t ə r oː f i l,EH T AX R OH F IH L
heterogeniteit,ɦ eː t ə r oː ɣ eː n i t ɛ i̯ t,EH T AX R OH EH N IH T EH IH T
heteroseksualiteit,ɦ eː t ə r oː s ɛ k s y aː l i t ɛ i̯ t,EH T AX R OH S EH K S AE L IH T EH IH T
heteroseksueel,ɦ eː t ə r oː s ɛ k s y eː l,EH T AX R OH S EH K S EH L
hetze,ɦ ɛ t s ə,EH T S AX
hetzelfde,ɦ ə t z ɛ l f d ə,AX T Z EH L F D AX
hetzelfde,ɦ ɛ t z ɛ l f d ə,EH T Z EH L F D AX
heugen,ɦ øː ɣ ə n,AX N
heul,ɦ øː l,L
heulen,ɦ øː l ə n,L AX N
heulsap,ɦ øː l s ɑ p,L S AA P
heup,ɦ øː p,P
heupen,ɦ øː p ə n,P AX N
heur,ɦ øː r,R
heus,ɦ øː s,S
heusden,ɦ øː z d ə n,Z D AX N
heuvel,ɦ øː v ə l,V AX L
heuvelachtig,ɦ øː v ə l ɑ x t ə x,V AX L AA T AX
heuvelrug,ɦ øː v ə l r ʏ x,V AX L R
hexaan,ɦ ɛ k s aː n,EH K S AE N
hexagonaal,ɦ ɛ k s aː ɣ oː n aː l,EH K S AE OH N AE L
hexameter,ɦ ɛ k s aː m eː t ə r,EH K S AE M EH T AX R
hexameter,ɦ ɛ k s aː m eː t ɛ r,EH K S AE M EH T EH R
hexeen,ɦ ɛ k s eː n,EH K S EH N
hexyl,ɦ ɛ k s i l,EH K S IH L
hexyn,ɦ ɛ k s i n,EH K S IH N
heyting,ɦ ɛ i̯ t ɪ ŋ,EH IH T IH NG
hidde,ɦ ɪ d ə,IH D AX
hidjra,ɦ i d ʒ r aː,IH D ZH R AE
hidjra,ɦ ɪ d ʒ r aː,IH D ZH R AE
hiel,ɦ i l,IH L
hielenlikker,ɦ iː l ə n l ɪ k ə r,IH L AX N L IH K AX R
hier,ɦ i r,IH R
hiernamaals,ɦ iː r n aː m aː l s,IH R N AE M AE L S
hiernumaals,ɦ iː r n y m aː l s,IH R N M AE L S
hij,ɦ ɛ i̯,EH IH
hijgen,ɦ ɛ i̯ ɣ ə n,EH IH AX N
hijsen,ɦ ɛ i̯ s ə n,EH IH S AX N
hilarisch,ɦ i l aː r i s,IH L AE R IH S
hilariteit,ɦ i l aː r i t ɛ i̯ t,IH L AE R IH T EH IH T
hilarius,ɦ i l aː r i ʏ s,IH L AE R IH S
hilhorst,ɦ ɪ l ɦ ɔ r s t,IH L AO R S T
hillegom,ɦ ɪ l ə ɣ ɔ m,IH L AX AO M
hilversum,ɦ ɪ l v ə r s ʏ m,IH L V AX R S M
hinde,ɦ ɪ n d ə,IH N D AX
hindeloopen,ɦ ɪ n d ə l oː p ə n,IH N D AX L OH P AX N
hindi,ɦ ɪ n d i,IH N D IH
hindoe,ɦ ɪ n d u,IH N D UW
hindoestaan,ɦ ɪ n d u s t aː n,IH N D UW S T AE N
hindoeïsme,ɦ ɪ n d u ɪ s m ə,IH N D UW IH S M AX
hindoeïstisch,ɦ ɪ n d u ɪ s t i s,IH N D UW IH S T IH S
hinken,ɦ ɪ ŋ k ə n,IH NG K AX N
hinterland,ɦ ɪ n t ə r l ɑ n t,IH N T AX R L AA N T
hippogrief,ɦ ɪ p oː ɣ r i f,IH P OH R IH F
histologie,ɦ ɪ s t oː l oː ɣ i,IH S T OH L OH IH
historica,ɦ ɪ s t oː r i k aː,IH S T OH R IH K AE
historie,ɦ ɪ s t oː r i,IH S T OH R IH
historisch,ɦ ɪ s t oː r i s,IH S T OH R IH S
hit,ɦ ɪ t,IH T
hitlander,ɦ ɪ t l ɑ n d ə r,IH T L AA N D AX R
hitler,ɦ i t l ə r,IH T L AX R
hitlijst,ɦ ɪ t l ɛ i̯ s t,IH T L EH IH S T
hitparade,ɦ ɪ t p aː r aː d ə,IH T P AE R AE D AX
hitsen,ɦ ɪ t s ə n,IH T S AX N
hitsingle,ɦ ɪ t s ɪ ŋ ə l,IH T S IH NG AX L
hitsingle,ɦ ɪ t s ɪ ŋ ɡ ə l,IH T S IH NG G AX L
hitte,ɦ ɪ t ə,IH T AX
hittegolf,ɦ ɪ t ə ɣ ɔ l f,IH T AX AO L F
hiv,ɦ aː i v eː,AE IH V EH
hiv,ɦ ɪ f,IH F
hiërarchie,ɦ iː r ɑ r x i,IH R AA R IH
hiërarchisch,ɦ i r ɑ r x i s,IH R AA R IH S
hiërarchisch,ɦ i ə r ɑ r x i s,IH AX R AA R IH S
hobbel,ɦ ɔ b ə l,AO B AX L
hobo,ɦ oː b oː,OH B OH
hockey,ɦ ɔ k i,AO K IH
hockeyen,ɦ ɔ k i ə n,AO K IH AX N
hockeystick,ɦ ɔ k i s t ɪ k,AO K IH S T IH K
hockeyveld,ɦ ɔ k i v ɛ l t,AO K IH V EH L T
hoe,ɦ u,UW
hoed,ɦ u t,UW T
hoedanigheid,ɦ u d aː n ə x ɦ ɛ i̯ t,UW D AE N AX EH IH T
hoedanigheidswoord,ɦ u d aː n ə x ɦ ɛ i̯ t s ʋ oː r t,UW D AE N AX EH IH T S OH R T
hoede,ɦ u d ə,UW D AX
hoeden,ɦ u d ə n,UW D AX N
hoef,ɦ u f,UW F
hoefdier,ɦ u f d iː r,UW F D IH R
hoefijzer,ɦ u f ɛ i̯ z ə r,UW F EH IH Z AX R
hoefijzermagneet,ɦ u f ɛ i̯ z ə r m ɑ x n eː t,UW F EH IH Z AX R M AA N EH T
hoefijzermeer,ɦ u f ɛ i̯ z ə r m eː r,UW F EH IH Z AX R M EH R
hoefijzerneus,ɦ u f ɛ i̯ z ə r n øː s,UW F EH IH Z AX R N S
hoefsmid,ɦ u f s m ɪ t,UW F S M IH T
hoek,ɦ u k,UW K
hoekbank,ɦ u k b ɑ ŋ k,UW K B AA NG K
hoeksnelheid,ɦ u k s n ɛ l ɦ ɛ i̯ t,UW K S N EH L EH IH T
hoeksteen,ɦ u k s t eː n,UW K S T EH N
hoekstra,ɦ u k s t r aː,UW K S T R AE
hoekwant,ɦ u k ʋ ɑ n t,UW K AA N T
hoelang,ɦ u l ɑ ŋ,UW L AA NG
hoen,ɦ u n,UW N
hoender,ɦ u n d ə r,UW N D AX R
hoenderhok,ɦ u n d ə r ɦ ɔ k,UW N D AX R AO K
hoenderkoper,ɦ u n d ə r k oː p ə r,UW N D AX R K OH P AX R
hoendermelker,ɦ u n d ə r m ɛ l k ə r,UW N D AX R M EH L K AX R
hoenders,ɦ u n d ə r s,UW N D AX R S
hoepelen,ɦ u p ə l ə n,UW P AX L AX N
hoer,ɦ u r,UW R
hoera,ɦ u r aː,UW R AE
hoerendop,ɦ uː r ə n d ɔ p,UW R AX N D AO P
hoerenhengst,ɦ uː r ə n ɦ ɛ ŋ s t,UW R AX N EH NG S T
hoerenhuis,ɦ uː r ə n ɦ œ y̯ s,UW R AX N AE S
hoerenkind,ɦ uː r ə n k ɪ n t,UW R AX N K IH N T
hoerenloper,ɦ uː r ə n l oː p ə r,UW R AX N L OH P AX R
hoerenwaardin,ɦ uː r ə n ʋ aː r d ɪ n,UW R AX N AE R D IH N
hoerenzoon,ɦ uː r ə n z oː n,UW R AX N Z OH N
hoererij,ɦ uː r ə r ɛ i̯,UW R AX R EH IH
hoerhuis,ɦ uː r ɦ œ y̯ s,UW R AE S
hoeri,ɦ uː r i,UW R IH
hoernalist,ɦ uː r n aː l ɪ s t,UW R N AE L IH S T
hoest,ɦ u s t,UW S T
hoestbui,ɦ u s t b œ y̯,UW S T B AE
hoestdrank,ɦ u s t d r ɑ ŋ k,UW S T D R AA NG K
hoesten,ɦ u s t ə n,UW S T AX N
hoetelen,ɦ u t ə l ə n,UW T AX L AX N
hoeveel,ɦ u v eː l,UW V EH L
hoeveelheid,ɦ u v eː l ɦ ɛ i̯ t,UW V EH L EH IH T
hoeven,ɦ u v ə n,UW V AX N
hoezo,ɦ u z oː,UW Z OH
hof,ɦ ɔ f,AO F
hofdame,ɦ ɔ f d aː m ə,AO F D AE M AX
hofdolheid,ɦ ɔ f d ɔ l ɦ ɛ i̯ t,AO F D AO L EH IH T
hofman,ɦ ɔ f m ɑ n,AO F M AA N
hofmeesteres,ɦ ɔ f m eː s t ə r ɛ s,AO F M EH S T AX R EH S
hofmeier,ɦ ɔ f m ɛ i̯ ə r,AO F M EH IH AX R
hofpop,ɦ ɔ f p ɔ p,AO F P AO P
hogedrukpan,ɦ oː ɣ ə d r ʏ k p ɑ n,OH AX D R K P AA N
hogepriester,ɦ oː ɣ ə p r i s t ə r ɛ s,OH AX P R IH S T AX R EH S
hogepriesteres,ɦ oː ɣ ə p r i s t ə r ɛ s,OH AX P R IH S T AX R EH S
