word,ipa,ARPAbet
poziom,p ɔ ʑ ɔ m,P AO AO M
poziomica,p ɔ ʑ ɔ mʲ i t͡s a,P AO AO M IH AE
poziomie,p ɔ ʑ ɔ mʲ ɛ,P AO AO M EH
poziomka,p ɔ ʑ ɔ m k a,P AO AO M K AE
poziomo,p ɔ ʑ ɔ m ɔ,P AO AO M AO
poziomy,p ɔ ʑ ɔ m ɨ,P AO AO M IX
pozna,p ɔ z n a,P AO Z N AE
poznacie,p ɔ z n a t͡ɕ ɛ,P AO Z N AE EH
poznaj,p ɔ z n a j,P AO Z N AE Y
poznajdować,p ɔ z n a j d ɔ v a t͡ɕ,P AO Z N AE Y D AO V AE
poznają,p ɔ z n a j ɔ̃,P AO Z N AE Y AO
poznali,p ɔ z n a lʲ i,P AO Z N AE L IH
poznaliśmy,p ɔ z n a lʲ i ɕ m ɨ,P AO Z N AE L IH M IX
poznam,p ɔ z n a m,P AO Z N AE M
poznamy,p ɔ z n a m ɨ,P AO Z N AE M IX
poznana,p ɔ z n a n a,P AO Z N AE N AE
poznane,p ɔ z n a n ɛ,P AO Z N AE N EH
poznani,p ɔ z n a ɲ i,P AO Z N AE IH
poznaniak,p ɔ z n a ɲ a k,P AO Z N AE AE K
poznanianin,p ɔ z n a ɲ a ɲ i n,P AO Z N AE AE IH N
poznanianka,p ɔ z n a ɲ a n k a,P AO Z N AE AE N K AE
poznanie,p ɔ z n a ɲ ɛ,P AO Z N AE EH
poznano,p ɔ z n a n ɔ,P AO Z N AE N AO
poznany,p ɔ z n a n ɨ,P AO Z N AE N IX
poznaną,p ɔ z n a n ɔ̃,P AO Z N AE N AO
poznasz,p ɔ z n a ʂ,P AO Z N AE
poznawać,p ɔ z n a v a t͡ɕ,P AO Z N AE V AE
poznać,p ɔ z n a t͡ɕ,P AO Z N AE
poznał,p ɔ z n a w,P AO Z N AE W
poznała,p ɔ z n a w a,P AO Z N AE W AE
poznałam,p ɔ z n a w a m,P AO Z N AE W AE M
poznałem,p ɔ z n a w ɛ m,P AO Z N AE W EH M
poznałeś,p ɔ z n a w ɛ ɕ,P AO Z N AE W EH
poznało,p ɔ z n a w ɔ,P AO Z N AE W AO
poznały,p ɔ z n a w ɨ,P AO Z N AE W IX
poznań,p ɔ z n a ɲ,P AO Z N AE
poznańczyk,p ɔ z n a ɲ t͡ʂ ɨ k,P AO Z N AE IX K
poznański,p ɔ z n a ɲ s kʲ i,P AO Z N AE S K IH
poznańskiego,p ɔ z n a ɲ s kʲ ɛ ɡ ɔ,P AO Z N AE S K EH G AO
pozornemu,p ɔ z ɔ r n ɛ m u,P AO Z AO R N EH M UW
pozorni,p ɔ z ɔ r ɲ i,P AO Z AO R IH
pozorny,p ɔ z ɔ r n ɨ,P AO Z AO R N IX
pozostaje,p ɔ z ɔ s t a j ɛ,P AO Z AO S T AE Y EH
pozostali,p ɔ z ɔ s t a lʲ i,P AO Z AO S T AE L IH
pozostanie,p ɔ z ɔ s t a ɲ ɛ,P AO Z AO S T AE EH
pozostawać,p ɔ z ɔ s t a v a t͡ɕ,P AO Z AO S T AE V AE
pozostawiać,p ɔ z ɔ s t a vʲ a t͡ɕ,P AO Z AO S T AE V AE
pozostawić,p ɔ z ɔ s t a vʲ i t͡ɕ,P AO Z AO S T AE V IH
pozostać,p ɔ z ɔ s t a t͡ɕ,P AO Z AO S T AE
pozostało,p ɔ z ɔ s t a w ɔ,P AO Z AO S T AE W AO
pozostałość,p ɔ z ɔ s t a w ɔ ɕ t͡ɕ,P AO Z AO S T AE W AO
pozostały,p ɔ z ɔ s t a w ɨ,P AO Z AO S T AE W IX
pozuj,p ɔ z u j,P AO Z UW Y
pozwalające,p ɔ z v a l a j ɔ n t͡s ɛ,P AO Z V AE L AE Y AO N EH
pozwalający,p ɔ z v a l a j ɔ n t͡s ɨ,P AO Z V AE L AE Y AO N IX
pozwalanie,p ɔ z v a l a ɲ ɛ,P AO Z V AE L AE EH
pozwalać,p ɔ z v a l a t͡ɕ,P AO Z V AE L AE
pozwać,p ɔ z v a t͡ɕ,P AO Z V AE
pozwij,p ɔ z vʲ i j,P AO Z V IH Y
pozwolenie,p ɔ z v ɔ l ɛ ɲ ɛ,P AO Z V AO L EH EH
pozwoli,p ɔ z v ɔ lʲ i,P AO Z V AO L IH
pozwolisz,p ɔ z v ɔ lʲ i ʂ,P AO Z V AO L IH
pozwolić,p ɔ z v ɔ lʲ i t͡ɕ,P AO Z V AO L IH
pozwolił,p ɔ z v ɔ lʲ i w,P AO Z V AO L IH W
pozwolę,p ɔ z v ɔ l ɛ,P AO Z V AO L EH
pozwól,p ɔ z v u l,P AO Z V UW L
pozwólcie,p ɔ z v u l t͡ɕ ɛ,P AO Z V UW L EH
pozycja,p ɔ z ɨ t͡s j a,P AO Z IX Y AE
pozytywka,p ɔ z ɨ t ɨ f k a,P AO Z IX T IX F K AE
pozywać,p ɔ z ɨ v a t͡ɕ,P AO Z IX V AE
pozór,p ɔ z u r,P AO Z UW R
pozłacanie,p ɔ z w a t͡s a ɲ ɛ,P AO Z W AE AE EH
pozłota,p ɔ z w ɔ t a,P AO Z W AO T AE
poćwicz,p ɔ t͡ɕ fʲ i t͡ʂ,P AO F IH
poćwiczyć,p ɔ t͡ɕ fʲ i t͡ʂ ɨ t͡ɕ,P AO F IH IX
połabscy,p ɔ w a p s t͡s ɨ,P AO W AE P S IX
połabska,p ɔ w a p s k a,P AO W AE P S K AE
połabski,p ɔ w a p s kʲ i,P AO W AE P S K IH
połabskich,p ɔ w a p s kʲ i x,P AO W AE P S K IH
połabskie,p ɔ w a p s kʲ ɛ,P AO W AE P S K EH
połabskiego,p ɔ w a p s kʲ ɛ ɡ ɔ,P AO W AE P S K EH G AO
połabskiemu,p ɔ w a p s kʲ ɛ m u,P AO W AE P S K EH M UW
połabskim,p ɔ w a p s kʲ i m,P AO W AE P S K IH M
połabskimi,p ɔ w a p s kʲ i mʲ i,P AO W AE P S K IH M IH
połabską,p ɔ w a p s k ɔ̃,P AO W AE P S K AO
połaci,p ɔ w a t͡ɕ i,P AO W AE IH
połajanka,p ɔ w a j a n k a,P AO W AE Y AE N K AE
połam,p ɔ w a m,P AO W AE M
połap,p ɔ w a p,P AO W AE P
połać,p ɔ w a t͡ɕ,P AO W AE
połczyk,p ɔ w t͡ʂ ɨ k,P AO W IX K
połeć,p ɔ w ɛ t͡ɕ,P AO W EH
połknij,p ɔ w k ɲ i j,P AO W K IH Y
połknięcie,p ɔ w k ɲ ɛ ɲ t͡ɕ ɛ,P AO W K EH EH
połknąć,p ɔ w k n ɔ ɲ t͡ɕ,P AO W K N AO
połoch,p ɔ w ɔ x,P AO W AO
połom,p ɔ w ɔ m,P AO W AO M
połowa,p ɔ w ɔ v a,P AO W AO V AE
połowiczny,p ɔ w ɔ vʲ i t͡ʂ n ɨ,P AO W AO V IH N IX
połowie,p ɔ w ɔ vʲ ɛ,P AO W AO V EH
połownictwo,p ɔ w ɔ v ɲ i t͡s t f ɔ,P AO W AO V IH T F AO
połownik,p ɔ w ɔ v ɲ i k,P AO W AO V IH K
połowę,p ɔ w ɔ v ɛ,P AO W AO V EH
położenie,p ɔ w ɔ ʐ ɛ ɲ ɛ,P AO W AO EH EH
położna,p ɔ w ɔ ʐ n a,P AO W AO N AE
położnica,p ɔ w ɔ ʐ ɲ i t͡s a,P AO W AO IH AE
położnictwo,p ɔ w ɔ ʐ ɲ i t͡s t f ɔ,P AO W AO IH T F AO
położnik,p ɔ w ɔ ʐ ɲ i k,P AO W AO IH K
położyć,p ɔ w ɔ ʐ ɨ t͡ɕ,P AO W AO IX
położę,p ɔ w ɔ ʐ ɛ,P AO W AO EH
połtawa,p ɔ w t a v a,P AO W T AE V AE
połuch,p ɔ w u x,P AO W UW
południ,p ɔ w u d ɲ i,P AO W UW D IH
południa,p ɔ w u d ɲ a,P AO W UW D AE
południach,p ɔ w u d ɲ a x,P AO W UW D AE
południami,p ɔ w u d ɲ a mʲ i,P AO W UW D AE M IH
południe,p ɔ w u d ɲ ɛ,P AO W UW D EH
południem,p ɔ w u d ɲ ɛ m,P AO W UW D EH M
południk,p ɔ w u d ɲ i k,P AO W UW D IH K
południkiewicz,p ɔ w u d ɲ i kʲ ɛ vʲ i t͡ʂ,P AO W UW D IH K EH V IH
południom,p ɔ w u d ɲ ɔ m,P AO W UW D AO M
południowa,p ɔ w u d ɲ ɔ v a,P AO W UW D AO V AE
południowe,p ɔ w u d ɲ ɔ v ɛ,P AO W UW D AO V EH
południowego,p ɔ w u d ɲ ɔ v ɛ ɡ ɔ,P AO W UW D AO V EH G AO
południowej,p ɔ w u d ɲ ɔ v ɛ j,P AO W UW D AO V EH Y
południowemu,p ɔ w u d ɲ ɔ v ɛ m u,P AO W UW D AO V EH M UW
południowi,p ɔ w u d ɲ ɔ vʲ i,P AO W UW D AO V IH
południowoafrykanka,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a n k a,P AO W UW D AO V AO AE F R IX K AE N K AE
południowoafrykańczyk,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ t͡ʂ ɨ k,P AO W UW D AO V AO AE F R IX K AE IX K
południowoafrykańscy,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s t͡s ɨ,P AO W UW D AO V AO AE F R IX K AE S IX
południowoafrykańska,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s k a,P AO W UW D AO V AO AE F R IX K AE S K AE
południowoafrykański,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s kʲ i,P AO W UW D AO V AO AE F R IX K AE S K IH
południowoafrykańskich,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s kʲ i x,P AO W UW D AO V AO AE F R IX K AE S K IH
południowoafrykańskie,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s kʲ ɛ,P AO W UW D AO V AO AE F R IX K AE S K EH
południowoafrykańskiego,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s kʲ ɛ ɡ ɔ,P AO W UW D AO V AO AE F R IX K AE S K EH G AO
południowoafrykańskiej,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s kʲ ɛ j,P AO W UW D AO V AO AE F R IX K AE S K EH Y
południowoafrykańskiemu,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s kʲ ɛ m u,P AO W UW D AO V AO AE F R IX K AE S K EH M UW
południowoafrykańskim,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s kʲ i m,P AO W UW D AO V AO AE F R IX K AE S K IH M
południowoafrykańskimi,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s kʲ i mʲ i,P AO W UW D AO V AO AE F R IX K AE S K IH M IH
południowoafrykańską,p ɔ w u d ɲ ɔ v ɔ a f r ɨ k a ɲ s k ɔ̃,P AO W UW D AO V AO AE F R IX K AE S K AO
południowoamerykański,p ɔ w u d ɲ ɔ v ɔ a m ɛ r ɨ k a ɲ s kʲ i,P AO W UW D AO V AO AE M EH R IX K AE S K IH
południowoazjatycki,p ɔ w u d ɲ ɔ v ɔ a z j a t ɨ t͡s kʲ i,P AO W UW D AO V AO AE Z Y AE T IX K IH
południowoeuropejski,p ɔ w u d ɲ ɔ v ɔ ɛ w r ɔ p ɛ j s kʲ i,P AO W UW D AO V AO EH W R AO P EH Y S K IH
południowokoreańscy,p ɔ w u d ɲ ɔ v ɔ k ɔ r ɛ a ɲ s t͡s ɨ,P AO W UW D AO V AO K AO R EH AE S IX
południowokoreański,p ɔ w u d ɲ ɔ v ɔ k ɔ r ɛ a ɲ s kʲ i,P AO W UW D AO V AO K AO R EH AE S K IH
południowokoreańskich,p ɔ w u d ɲ ɔ v ɔ k ɔ r ɛ a ɲ s kʲ i x,P AO W UW D AO V AO K AO R EH AE S K IH
południowokoreańskie,p ɔ w u d ɲ ɔ v ɔ k ɔ r ɛ a ɲ s kʲ ɛ,P AO W UW D AO V AO K AO R EH AE S K EH
południowokoreańskiego,p ɔ w u d ɲ ɔ v ɔ k ɔ r ɛ a ɲ s kʲ ɛ ɡ ɔ,P AO W UW D AO V AO K AO R EH AE S K EH G AO
południowokoreańskiej,p ɔ w u d ɲ ɔ v ɔ k ɔ r ɛ a ɲ s kʲ ɛ j,P AO W UW D AO V AO K AO R EH AE S K EH Y
południowokoreańskiemu,p ɔ w u d ɲ ɔ v ɔ k ɔ r ɛ a ɲ s kʲ ɛ m u,P AO W UW D AO V AO K AO R EH AE S K EH M UW
południowokoreańskim,p ɔ w u d ɲ ɔ v ɔ k ɔ r ɛ a ɲ s kʲ i m,P AO W UW D AO V AO K AO R EH AE S K IH M
południowokoreańskimi,p ɔ w u d ɲ ɔ v ɔ k ɔ r ɛ a ɲ s kʲ i mʲ i,P AO W UW D AO V AO K AO R EH AE S K IH M IH
południowosłowiańscy,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s t͡s ɨ,P AO W UW D AO V AO S W AO V AE S IX
południowosłowiańska,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s k a,P AO W UW D AO V AO S W AO V AE S K AE
południowosłowiański,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s kʲ i,P AO W UW D AO V AO S W AO V AE S K IH
południowosłowiańskich,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s kʲ i x,P AO W UW D AO V AO S W AO V AE S K IH
południowosłowiańskie,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s kʲ ɛ,P AO W UW D AO V AO S W AO V AE S K EH
południowosłowiańskiego,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s kʲ ɛ ɡ ɔ,P AO W UW D AO V AO S W AO V AE S K EH G AO
południowosłowiańskiej,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s kʲ ɛ j,P AO W UW D AO V AO S W AO V AE S K EH Y
południowosłowiańskiemu,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s kʲ ɛ m u,P AO W UW D AO V AO S W AO V AE S K EH M UW
południowosłowiańskim,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s kʲ i m,P AO W UW D AO V AO S W AO V AE S K IH M
południowosłowiańskimi,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s kʲ i mʲ i,P AO W UW D AO V AO S W AO V AE S K IH M IH
południowosłowiańsku,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s k u,P AO W UW D AO V AO S W AO V AE S K UW
południowosłowiańską,p ɔ w u d ɲ ɔ v ɔ s w ɔ vʲ a ɲ s k ɔ̃,P AO W UW D AO V AO S W AO V AE S K AO
południowy,p ɔ w u d ɲ ɔ v ɨ,P AO W UW D AO V IX
południowych,p ɔ w u d ɲ ɔ v ɨ x,P AO W UW D AO V IX
południowym,p ɔ w u d ɲ ɔ v ɨ m,P AO W UW D AO V IX M
południowymi,p ɔ w u d ɲ ɔ v ɨ mʲ i,P AO W UW D AO V IX M IH
południową,p ɔ w u d ɲ ɔ v ɔ̃,P AO W UW D AO V AO
południu,p ɔ w u d ɲ u,P AO W UW D UW
połykające,p ɔ w ɨ k a j ɔ n t͡s ɛ,P AO W IX K AE Y AO N EH
połykający,p ɔ w ɨ k a j ɔ n t͡s ɨ,P AO W IX K AE Y AO N IX
połykanie,p ɔ w ɨ k a ɲ ɛ,P AO W IX K AE EH
połykać,p ɔ w ɨ k a t͡ɕ,P AO W IX K AE
połysk,p ɔ w ɨ s k,P AO W IX S K
połóg,p ɔ w u k,P AO W UW K
połów,p ɔ w u f,P AO W UW F
połóż,p ɔ w u ʂ,P AO W UW
połącarz,p ɔ w ɔ n t͡s a ʂ,P AO W AO N AE
połącz,p ɔ w ɔ n t͡ʂ,P AO W AO N
połączenie,p ɔ w ɔ n t͡ʂ ɛ ɲ ɛ,P AO W AO N EH EH
połączyć,p ɔ w ɔ n t͡ʂ ɨ t͡ɕ,P AO W AO N IX
poń,p ɔ ɲ,P AO
pończocha,p ɔ ɲ t͡ʂ ɔ x a,P AO AO AE
pończochy,p ɔ ɲ t͡ʂ ɔ x ɨ,P AO AO IX
poście,p ɔ ɕ t͡ɕ ɛ,P AO EH
pościel,p ɔ ɕ t͡ɕ ɛ l,P AO EH L
pościelenie,p ɔ ɕ t͡ɕ ɛ l ɛ ɲ ɛ,P AO EH L EH EH
pościelić,p ɔ ɕ t͡ɕ ɛ lʲ i t͡ɕ,P AO EH L IH
pościerać,p ɔ ɕ t͡ɕ ɛ r a t͡ɕ,P AO EH R AE
pościg,p ɔ ɕ t͡ɕ i k,P AO IH K
pościk,p ɔ ɕ t͡ɕ i k,P AO IH K
pościć,p ɔ ɕ t͡ɕ i t͡ɕ,P AO IH
poślad,p ɔ ɕ l a t,P AO L AE T
pośladek,p ɔ ɕ l a d ɛ k,P AO L AE D EH K
pośle,p ɔ ɕ l ɛ,P AO L EH
pośledni,p ɔ ɕ l ɛ d ɲ i,P AO L EH D IH
pośledniejszego,p ɔ ɕ l ɛ d ɲ ɛ j ʂ ɛ ɡ ɔ,P AO L EH D EH Y EH G AO
pośledniejszy,p ɔ ɕ l ɛ d ɲ ɛ j ʂ ɨ,P AO L EH D EH Y IX
poślij,p ɔ ɕ lʲ i j,P AO L IH Y
poślizg,p ɔ ɕ lʲ i s k,P AO L IH S K
poślizgiwać,p ɔ ɕ lʲ i z ɡʲ i v a t͡ɕ,P AO L IH Z G IH V AE
poślizgnąć,p ɔ ɕ lʲ i z ɡ n ɔ ɲ t͡ɕ,P AO L IH Z G N AO
pośliznąć,p ɔ ɕ lʲ i z n ɔ ɲ t͡ɕ,P AO L IH Z N AO
poślubiać,p ɔ ɕ l u bʲ a t͡ɕ,P AO L UW B AE
poślubić,p ɔ ɕ l u bʲ i t͡ɕ,P AO L UW B IH
poślą,p ɔ ɕ l ɔ̃,P AO L AO
poślę,p ɔ ɕ l ɛ,P AO L EH
pośmiertnie,p ɔ ɕ mʲ ɛ r t ɲ ɛ,P AO M EH R T EH
pośmiertny,p ɔ ɕ mʲ ɛ r t n ɨ,P AO M EH R T N IX
pośpiech,p ɔ ɕ pʲ ɛ x,P AO P EH
pośpiesz,p ɔ ɕ pʲ ɛ ʂ,P AO P EH
pośpieszny,p ɔ ɕ pʲ ɛ ʂ n ɨ,P AO P EH N IX
pośredni,p ɔ ɕ r ɛ d ɲ i,P AO R EH D IH
pośrednictwo,p ɔ ɕ r ɛ d ɲ i t͡s t f ɔ,P AO R EH D IH T F AO
pośredniczący,p ɔ ɕ r ɛ d ɲ i t͡ʂ ɔ n t͡s ɨ,P AO R EH D IH AO N IX
pośredniego,p ɔ ɕ r ɛ d ɲ ɛ ɡ ɔ,P AO R EH D EH G AO
pośrednik,p ɔ ɕ r ɛ d ɲ i k,P AO R EH D IH K
pośrodku,p ɔ ɕ r ɔ t k u,P AO R AO T K UW
pośród,p ɔ ɕ r u t,P AO R UW T
poświadczać,p ɔ ɕ fʲ a t t͡ʂ a t͡ɕ,P AO F AE T AE
poświadczyć,p ɔ ɕ fʲ a t t͡ʂ ɨ t͡ɕ,P AO F AE T IX
poświat,p ɔ ɕ fʲ a t,P AO F AE T
poświata,p ɔ ɕ fʲ a t a,P AO F AE T AE
poświerka,p ɔ ɕ fʲ ɛ r k a,P AO F EH R K AE
poświęcać,p ɔ ɕ fʲ ɛ n t͡s a t͡ɕ,P AO F EH N AE
poświęcenie,p ɔ ɕ fʲ ɛ n t͡s ɛ ɲ ɛ,P AO F EH N EH EH
poświęcić,p ɔ ɕ fʲ ɛ ɲ t͡ɕ i t͡ɕ,P AO F EH IH
poźniak,p ɔ ʑ ɲ a k,P AO AE K
pożak,p ɔ ʐ a k,P AO AE K
pożar,p ɔ ʐ a r,P AO AE R
pożarowszczyk,p ɔ ʐ a r ɔ f ʂ t͡ʂ ɨ k,P AO AE R AO F IX K
pożdał,p ɔ ʐ d a w,P AO D AE W
pożegnanie,p ɔ ʐ ɛ ɡ n a ɲ ɛ,P AO EH G N AE EH
pożegnać,p ɔ ʐ ɛ ɡ n a t͡ɕ,P AO EH G N AE
pożera,p ɔ ʐ ɛ r a,P AO EH R AE
pożerać,p ɔ ʐ ɛ r a t͡ɕ,P AO EH R AE
pożerca,p ɔ ʐ ɛ r t͡s a,P AO EH R AE
pożoga,p ɔ ʐ ɔ ɡ a,P AO AO G AE
pożreć,p ɔ ʐ r ɛ t͡ɕ,P AO R EH
pożryj,p ɔ ʐ r ɨ j,P AO R IX Y
pożuj,p ɔ ʐ u j,P AO UW Y
pożyczające,p ɔ ʐ ɨ t͡ʂ a j ɔ n t͡s ɛ,P AO IX AE Y AO N EH
pożyczający,p ɔ ʐ ɨ t͡ʂ a j ɔ n t͡s ɨ,P AO IX AE Y AO N IX
pożyczanie,p ɔ ʐ ɨ t͡ʂ a ɲ ɛ,P AO IX AE EH
pożyczać,p ɔ ʐ ɨ t͡ʂ a t͡ɕ,P AO IX AE
pożyczka,p ɔ ʐ ɨ t͡ʂ k a,P AO IX K AE
pożyczyć,p ɔ ʐ ɨ t͡ʂ ɨ t͡ɕ,P AO IX IX
pożyteczny,p ɔ ʐ ɨ t ɛ t͡ʂ n ɨ,P AO IX T EH N IX
pożytek,p ɔ ʐ ɨ t ɛ k,P AO IX T EH K
pożywienie,p ɔ ʐ ɨ vʲ ɛ ɲ ɛ,P AO IX V EH EH
pożywny,p ɔ ʐ ɨ v n ɨ,P AO IX V N IX
pożądające,p ɔ ʐ ɔ n d a j ɔ n t͡s ɛ,P AO AO N D AE Y AO N EH
pożądający,p ɔ ʐ ɔ n d a j ɔ n t͡s ɨ,P AO AO N D AE Y AO N IX
pożądanie,p ɔ ʐ ɔ n d a ɲ ɛ,P AO AO N D AE EH
pożądać,p ɔ ʐ ɔ n d a t͡ɕ,P AO AO N D AE
pożądliwie,p ɔ ʐ ɔ n d lʲ i vʲ ɛ,P AO AO N D L IH V EH
pożądliwość,p ɔ ʐ ɔ n d lʲ i v ɔ ɕ t͡ɕ,P AO AO N D L IH V AO
pożądliwy,p ɔ ʐ ɔ n d lʲ i v ɨ,P AO AO N D L IH V IX
pr,pʲ i a r,P IH AE R
prababcia,p r a b a p t͡ɕ a,P R AE B AE P AE
prababka,p r a b a p k a,P R AE B AE P K AE
prabucka,p r a b u t͡s k a,P R AE B UW K AE
prabucki,p r a b u t͡s kʲ i,P R AE B UW K IH
prac,p r a t͡s,P R AE
praca,p r a t͡s a,P R AE AE
pracach,p r a t͡s a x,P R AE AE
pracami,p r a t͡s a mʲ i,P R AE AE M IH
prace,p r a t͡s ɛ,P R AE EH
prach,p r a x,P R AE
praco,p r a t͡s ɔ,P R AE AO
pracochłonny,p r a t͡s ɔ x w ɔ n n ɨ,P R AE AO W AO N N IX
pracodawca,p r a t͡s ɔ d a f t͡s a,P R AE AO D AE F AE
pracodawczyni,p r a t͡s ɔ d a f t͡ʂ ɨ ɲ i,P R AE AO D AE F IX IH
pracoholik,p r a t͡s ɔ x ɔ lʲ i k,P R AE AO AO L IH K
pracoholizm,p r a t͡s ɔ x ɔ lʲ i z m,P R AE AO AO L IH Z M
pracom,p r a t͡s ɔ m,P R AE AO M
pracowanie,p r a t͡s ɔ v a ɲ ɛ,P R AE AO V AE EH
pracować,p r a t͡s ɔ v a t͡ɕ,P R AE AO V AE
pracowitość,p r a t͡s ɔ vʲ i t ɔ ɕ t͡ɕ,P R AE AO V IH T AO
pracowity,p r a t͡s ɔ vʲ i t ɨ,P R AE AO V IH T IX
pracownia,p r a t͡s ɔ v ɲ a,P R AE AO V AE
pracownica,p r a t͡s ɔ v ɲ i t͡s a,P R AE AO V IH AE
pracowniczka,p r a t͡s ɔ v ɲ i t͡ʂ k a,P R AE AO V IH K AE
pracownik,p r a t͡s ɔ v ɲ i k,P R AE AO V IH K
pracuch,p r a t͡s u x,P R AE UW
pracuj,p r a t͡s u j,P R AE UW Y
pracuje,p r a t͡s u j ɛ,P R AE UW Y EH
pracujesz,p r a t͡s u j ɛ ʂ,P R AE UW Y EH
pracujące,p r a t͡s u j ɔ n t͡s ɛ,P R AE UW Y AO N EH
pracujący,p r a t͡s u j ɔ n t͡s ɨ,P R AE UW Y AO N IX
pracuję,p r a t͡s u j ɛ,P R AE UW Y EH
pracusia,p r a t͡s u ɕ a,P R AE UW AE
pracuś,p r a t͡s u ɕ,P R AE UW
pracy,p r a t͡s ɨ,P R AE IX
pracz,p r a t͡ʂ,P R AE
praczka,p r a t͡ʂ k a,P R AE K AE
pracą,p r a t͡s ɔ̃,P R AE AO
pracę,p r a t͡s ɛ,P R AE EH
pradawny,p r a d a v n ɨ,P R AE D AE V N IX
pradolin,p r a d ɔ lʲ i n,P R AE D AO L IH N
pradolina,p r a d ɔ lʲ i n a,P R AE D AO L IH N AE
pradolinach,p r a d ɔ lʲ i n a x,P R AE D AO L IH N AE
pradolinami,p r a d ɔ lʲ i n a mʲ i,P R AE D AO L IH N AE M IH
pradolinie,p r a d ɔ lʲ i ɲ ɛ,P R AE D AO L IH EH
pradolino,p r a d ɔ lʲ i n ɔ,P R AE D AO L IH N AO
pradolinom,p r a d ɔ lʲ i n ɔ m,P R AE D AO L IH N AO M
pradoliny,p r a d ɔ lʲ i n ɨ,P R AE D AO L IH N IX
pradoliną,p r a d ɔ lʲ i n ɔ̃,P R AE D AO L IH N AO
pradolinę,p r a d ɔ lʲ i n ɛ,P R AE D AO L IH N EH
pradziad,p r a d͡ʑ a t,P R AE AE T
pradziadek,p r a d͡ʑ a d ɛ k,P R AE AE D EH K
praelement,p r a ɛ l ɛ m ɛ n t,P R AE EH L EH M EH N T
praga,p r a ɡ a,P R AE G AE
pragermański,p r a ɡ ɛ r m a ɲ s kʲ i,P R AE G EH R M AE S K IH
pragmatyka,p r a ɡ m a t ɨ k a,P R AE G M AE T IX K AE
pragnie,p r a ɡ ɲ ɛ,P R AE G EH
pragnienie,p r a ɡ ɲ ɛ ɲ ɛ,P R AE G EH EH
pragniesz,p r a ɡ ɲ ɛ ʂ,P R AE G EH
pragnij,p r a ɡ ɲ i j,P R AE G IH Y
pragnąć,p r a ɡ n ɔ ɲ t͡ɕ,P R AE G N AO
pragnę,p r a ɡ n ɛ,P R AE G N EH
pragęba,p r a ɡ ɛ m b a,P R AE G EH M B AE
pragębowiec,p r a ɡ ɛ m b ɔ vʲ ɛ t͡s,P R AE G EH M B AO V EH
praia,p r a j a,P R AE Y AE
praindoeuropejscy,p r a i n d ɔ ɛ w r ɔ p ɛ j s t͡s ɨ,P R AE IH N D AO EH W R AO P EH Y S IX
praindoeuropejska,p r a i n d ɔ ɛ w r ɔ p ɛ j s k a,P R AE IH N D AO EH W R AO P EH Y S K AE
praindoeuropejski,p r a i n d ɔ ɛ w r ɔ p ɛ j s kʲ i,P R AE IH N D AO EH W R AO P EH Y S K IH
praindoeuropejskich,p r a i n d ɔ ɛ w r ɔ p ɛ j s kʲ i x,P R AE IH N D AO EH W R AO P EH Y S K IH
praindoeuropejskie,p r a i n d ɔ ɛ w r ɔ p ɛ j s kʲ ɛ,P R AE IH N D AO EH W R AO P EH Y S K EH
praindoeuropejskiego,p r a i n d ɔ ɛ w r ɔ p ɛ j s kʲ ɛ ɡ ɔ,P R AE IH N D AO EH W R AO P EH Y S K EH G AO
praindoeuropejskiej,p r a i n d ɔ ɛ w r ɔ p ɛ j s kʲ ɛ j,P R AE IH N D AO EH W R AO P EH Y S K EH Y
praindoeuropejskiemu,p r a i n d ɔ ɛ w r ɔ p ɛ j s kʲ ɛ m u,P R AE IH N D AO EH W R AO P EH Y S K EH M UW
