word,ipa,ARPAbet
lastimados,l a s t i m a d o s,L AE S T IH M AE D OH S
lastimamos,l a s t i m a m o s,L AE S T IH M AE M OH S
lastimar,l a s t i m a ɾ,L AE S T IH M AE DX
lastradas,l a s t ɾ a d a s,L AE S T DX AE D AE S
lata,l a t a,L AE T AE
latentes,l a t e n t e s,L AE T EH N T EH S
lateral,l a t e ɾ a l,L AE T EH DX AE L
laterales,l a t e ɾ a l e s,L AE T EH DX AE L EH S
laterita,l a t e ɾ i t a,L AE T EH DX IH T AE
latero,l a t e ɾ o,L AE T EH DX OH
laterítica,l a t e ɾ i t i k a,L AE T EH DX IH T IH K AE
lateríticas,l a t e ɾ i t i k a s,L AE T EH DX IH T IH K AE S
laterítico,l a t e ɾ i t i k o,L AE T EH DX IH T IH K OH
lateríticos,l a t e ɾ i t i k o s,L AE T EH DX IH T IH K OH S
latida,l a t i d a,L AE T IH D AE
latidas,l a t i d a s,L AE T IH D AE S
latido,l a t i d o,L AE T IH D OH
latidos,l a t i d o s,L AE T IH D OH S
latiguear,l a t i ɡ e a ɾ,L AE T IH G EH AE DX
latina,l a t i n a,L AE T IH N AE
latinada,l a t i n a d a,L AE T IH N AE D AE
latinadas,l a t i n a d a s,L AE T IH N AE D AE S
latinado,l a t i n a d o,L AE T IH N AE D OH
latinados,l a t i n a d o s,L AE T IH N AE D OH S
latinamos,l a t i n a m o s,L AE T IH N AE M OH S
latinando,l a t i n a n d o,L AE T IH N AE N D OH
latinar,l a t i n a ɾ,L AE T IH N AE DX
latinara,l a t i n a ɾ a,L AE T IH N AE DX AE
latinaras,l a t i n a ɾ a s,L AE T IH N AE DX AE S
latinareis,l a t i n a ɾ e i s,L AE T IH N AE DX EH IH S
latinaremos,l a t i n a ɾ e m o s,L AE T IH N AE DX EH M OH S
latinares,l a t i n a ɾ e s,L AE T IH N AE DX EH S
latinará,l a t i n a ɾ a,L AE T IH N AE DX AE
latinarás,l a t i n a ɾ a s,L AE T IH N AE DX AE S
latinaríamos,l a t i n a ɾ i a m o s,L AE T IH N AE DX IH AE M OH S
latinas,l a t i n a s,L AE T IH N AE S
latinaste,l a t i n a s t e,L AE T IH N AE S T EH
latine,l a t i n e,L AE T IH N EH
latinemos,l a t i n e m o s,L AE T IH N EH M OH S
latines,l a t i n e s,L AE T IH N EH S
latinidad,l a t i n i d a d,L AE T IH N IH D AE D
latino,l a t i n o,L AE T IH N OH
latinoamericana,l a t i n o a m e ɾ i k a n a,L AE T IH N OH AE M EH DX IH K AE N AE
latinoamericanas,l a t i n o a m e ɾ i k a n a s,L AE T IH N OH AE M EH DX IH K AE N AE S
latinoamericano,l a t i n o a m e ɾ i k a n o,L AE T IH N OH AE M EH DX IH K AE N OH
latinoamericanos,l a t i n o a m e ɾ i k a n o s,L AE T IH N OH AE M EH DX IH K AE N OH S
latinos,l a t i n o s,L AE T IH N OH S
latináramos,l a t i n a ɾ a m o s,L AE T IH N AE DX AE M OH S
latir,l a t i ɾ,L AE T IH DX
lato,l a t o,L AE T OH
latón,l a t o n,L AE T OH N
laudada,l a u d a d a,L AE UW D AE D AE
laudadas,l a u d a d a s,L AE UW D AE D AE S
laudado,l a u d a d o,L AE UW D AE D OH
laudados,l a u d a d o s,L AE UW D AE D OH S
laudar,l a u d a ɾ,L AE UW D AE DX
laudare,l a u d a ɾ e,L AE UW D AE DX EH
laudas,l a u d a s,L AE UW D AE S
laude,l a u d e,L AE UW D EH
laudo,l a u d o,L AE UW D OH
laudos,l a u d o s,L AE UW D OH S
laureadas,l a u ɾ e a d a s,L AE UW DX EH AE D AE S
laureado,l a u ɾ e a d o,L AE UW DX EH AE D OH
laurel,l a u ɾ e l,L AE UW DX EH L
lausana,l a u s a n a,L AE UW S AE N AE
lava,l a b a,L AE B AE
lavada,l a b a d a,L AE B AE D AE
lavadas,l a b a d a s,L AE B AE D AE S
lavado,l a b a d o,L AE B AE D OH
lavados,l a b a d o s,L AE B AE D OH S
lavamos,l a b a m o s,L AE B AE M OH S
lavanda,l a b a n d a,L AE B AE N D AE
lavando,l a b a n d o,L AE B AE N D OH
lavaparabrisas,l a b a p a ɾ a b ɾ i s a s,L AE B AE P AE DX AE B DX IH S AE S
lavapiés,l a b a p j e s,L AE B AE P Y EH S
laves,l a b e s,L AE B EH S
lavija,l a b i x a,L AE B IH AE
laxada,l a k s a d a,L AE K S AE D AE
laxadas,l a k s a d a s,L AE K S AE D AE S
laxado,l a k s a d o,L AE K S AE D OH
laxados,l a k s a d o s,L AE K S AE D OH S
laxante,l a ɡ s a n t e,L AE G S AE N T EH
laxantes,l a ɡ s a n t e s,L AE G S AE N T EH S
laísmo,l a i s m o,L AE IH S M OH
laúd,l a u d,L AE UW D
le,l e,L EH
leal,l e a l,L EH AE L
leales,l e a l e s,L EH AE L EH S
lebeche,l e b e t͡ʃ e,L EH B EH CH EH
lebrasto,l e β ɾ a s t o,L EH DX AE S T OH
lebrastón,l e β ɾ a s t o n,L EH DX AE S T OH N
lebrato,l e β ɾ a t o,L EH DX AE T OH
lebrela,l e b ɾ e l a,L EH B DX EH L AE
lebruno,l e β ɾ u n o,L EH DX UW N OH
lecha,l e̞ t ʃ a,L T SH AE
lechadas,l e t͡ʃ a d a s,L EH CH AE D AE S
lechar,l e t͡ʃ a ɾ,L EH CH AE DX
leche,l e t͡ʃ e,L EH CH EH
lechera,l e t͡ʃ e ɾ a,L EH CH EH DX AE
lechero,l e t͡ʃ e ɾ o,L EH CH EH DX OH
leches,l e t͡ʃ e s,L EH CH EH S
lechina,l e t͡ʃ i n a,L EH CH IH N AE
lecho,l e t͡ʃ o,L EH CH OH
lechona,l e t͡ʃ o n a,L EH CH OH N AE
lechosa,l e t͡ʃ o s a,L EH CH OH S AE
lechosas,l e t͡ʃ o s a s,L EH CH OH S AE S
lechoso,l e t͡ʃ o s o,L EH CH OH S OH
lechosos,l e t͡ʃ o s o s,L EH CH OH S OH S
lechota,l e t͡ʃ o t a,L EH CH OH T AE
lechuga,l e t͡ʃ u ɡ a,L EH CH UW G AE
lechugas,l e t͡ʃ u ɡ a s,L EH CH UW G AE S
lechón,l e t͡ʃ o n,L EH CH OH N
lectoescritura,l e ɡ t o e s k ɾ i t u ɾ a,L EH G T OH EH S K DX IH T UW DX AE
lector,l e k t o ɾ,L EH K T OH DX
lectora,l e k t o ɾ a,L EH K T OH DX AE
lectorado,l e ɡ t o ɾ a d o,L EH G T OH DX AE D OH
lectoras,l e k t o ɾ a s,L EH K T OH DX AE S
lectores,l e k t o ɾ e s,L EH K T OH DX EH S
lecubarri,l e k u b a r i,L EH K UW B AE R IH
ledesma,l e d e s m a,L EH D EH S M AE
leer,l e e ɾ,L EH EH DX
lefa,l e f a,L EH F AE
legada,l e ɡ a d a,L EH G AE D AE
legadas,l e ɡ a d a s,L EH G AE D AE S
legado,l e ɡ a d o,L EH G AE D OH
legados,l e ɡ a d o s,L EH G AE D OH S
legal,l e ɡ a l,L EH G AE L
legales,l e ɡ a l e s,L EH G AE L EH S
legalidad,l e ɡ a l i d a d,L EH G AE L IH D AE D
legalidades,l e ɡ a l i d a d e s,L EH G AE L IH D AE D EH S
legalista,l e ɡ a l i s t a,L EH G AE L IH S T AE
legamos,l e ɡ a m o s,L EH G AE M OH S
legarda,l e ɡ a r d a,L EH G AE R D AE
legaña,l e ɡ a ɲ a,L EH G AE AE
legañoso,l e ɡ a ɲ o s o,L EH G AE OH S OH
legislada,l e x i s l a d a,L EH IH S L AE D AE
legisladas,l e x i s l a d a s,L EH IH S L AE D AE S
legislado,l e x i s l a d o,L EH IH S L AE D OH
legislados,l e x i s l a d o s,L EH IH S L AE D OH S
legislamos,l e x i s l a m o s,L EH IH S L AE M OH S
legislando,l e x i s l a n d o,L EH IH S L AE N D OH
legislar,l e x i s l a ɾ,L EH IH S L AE DX
legistas,l e x i s t a s,L EH IH S T AE S
legitima,l e x i t i m a,L EH IH T IH M AE
legitimada,l e x i t i m a d a,L EH IH T IH M AE D AE
legitimadas,l e x i t i m a d a s,L EH IH T IH M AE D AE S
legitimado,l e x i t i m a d o,L EH IH T IH M AE D OH
legitimados,l e x i t i m a d o s,L EH IH T IH M AE D OH S
legitimamos,l e x i t i m a m o s,L EH IH T IH M AE M OH S
legitimando,l e x i t i m a n d o,L EH IH T IH M AE N D OH
legitimar,l e x i t i m a ɾ,L EH IH T IH M AE DX
legitimara,l e x i t i m a ɾ a,L EH IH T IH M AE DX AE
legitimaras,l e x i t i m a ɾ a s,L EH IH T IH M AE DX AE S
legitimareis,l e x i t i m a ɾ e i s,L EH IH T IH M AE DX EH IH S
legitimaremos,l e x i t i m a ɾ e m o s,L EH IH T IH M AE DX EH M OH S
legitimares,l e x i t i m a ɾ e s,L EH IH T IH M AE DX EH S
legitimaria,l e x i t i m a ɾ j a,L EH IH T IH M AE DX Y AE
legitimarias,l e x i t i m a ɾ j a s,L EH IH T IH M AE DX Y AE S
legitimario,l e x i t i m a ɾ j o,L EH IH T IH M AE DX Y OH
legitimarios,l e x i t i m a ɾ j o s,L EH IH T IH M AE DX Y OH S
legitimará,l e x i t i m a ɾ a,L EH IH T IH M AE DX AE
legitimarás,l e x i t i m a ɾ a s,L EH IH T IH M AE DX AE S
legitimaríamos,l e x i t i m a ɾ i a m o s,L EH IH T IH M AE DX IH AE M OH S
legitimas,l e x i t i m a s,L EH IH T IH M AE S
legitimaste,l e x i t i m a s t e,L EH IH T IH M AE S T EH
legitime,l e x i t i m e,L EH IH T IH M EH
legitimemos,l e x i t i m e m o s,L EH IH T IH M EH M OH S
legitimes,l e x i t i m e s,L EH IH T IH M EH S
legitimidad,l e x i t i m i d a d,L EH IH T IH M IH D AE D
legitimidades,l e x i t i m i d a d e s,L EH IH T IH M IH D AE D EH S
legitimo,l e x i t i m o,L EH IH T IH M OH
legitimáramos,l e x i t i m a ɾ a m o s,L EH IH T IH M AE DX AE M OH S
lego,l e ɡ o,L EH G OH
leguleya,l e ɡ u l e ɟ͡ʝ a,L EH G UW L EH AE
legumbre,l e ɡ u m b ɾ e,L EH G UW M B DX EH
leguminosa,l e ɡ u m i n o s a,L EH G UW M IH N OH S AE
leguminosas,l e ɡ u m i n o s a s,L EH G UW M IH N OH S AE S
leguminoso,l e ɡ u m i n o s o,L EH G UW M IH N OH S OH
leguminosos,l e ɡ u m i n o s o s,L EH G UW M IH N OH S OH S
legítima,l e x i t i m a,L EH IH T IH M AE
legítimas,l e x i t i m a s,L EH IH T IH M AE S
legítimo,l e x i t i m o,L EH IH T IH M OH
legítimos,l e x i t i m o s,L EH IH T IH M OH S
leiva,l e i b a,L EH IH B AE
lejana,l e x a n a,L EH AE N AE
lejanas,l e x a n a s,L EH AE N AE S
lejano,l e x a n o,L EH AE N OH
lejanos,l e x a n o s,L EH AE N OH S
lejos,l e x o s,L EH OH S
lejísimo,l e x i s i m o,L EH IH S IH M OH
lejísimos,l e x i s i m o s,L EH IH S IH M OH S
lelo,l e l o,L EH L OH
lema,l e m a,L EH M AE
lempirense,l e m p i ɾ e n s e,L EH M P IH DX EH N S EH
lempireño,l e m p i ɾ e ɲ o,L EH M P IH DX EH OH
lendakari,l e n d a k a ɾ i,L EH N D AE K AE DX IH
lendroso,l e n d ɾ o s o,L EH N D DX OH S OH
lengua,l e n ɡ w a,L EH N G W AE
lenguado,l e n ɡ w a d o,L EH N G W AE D OH
lenguaje,l e n ɡ w a x e,L EH N G W AE EH
lenguas,l e n ɡ w a s,L EH N G W AE S
lengüeteada,l e n ɡ w e t e a d a,L EH N G W EH T EH AE D AE
lengüeteadas,l e n ɡ w e t e a d a s,L EH N G W EH T EH AE D AE S
lengüeteado,l e n ɡ w e t e a d o,L EH N G W EH T EH AE D OH
lengüeteados,l e n ɡ w e t e a d o s,L EH N G W EH T EH AE D OH S
lengüetear,l e n ɡ w e t e a ɾ,L EH N G W EH T EH AE DX
lengüicorta,l e n ɡ w i k o r t a,L EH N G W IH K OH R T AE
lengüicortas,l e n ɡ w i k o r t a s,L EH N G W IH K OH R T AE S
lengüicorto,l e n ɡ w i k o r t o,L EH N G W IH K OH R T OH
lengüicortos,l e n ɡ w i k o r t o s,L EH N G W IH K OH R T OH S
leninista,l e n i n i s t a,L EH N IH N IH S T AE
leninistas,l e n i n i s t a s,L EH N IH N IH S T AE S
lenitivo,l e n i t i b o,L EH N IH T IH B OH
lentamente,l e n t a m e n t e,L EH N T AE M EH N T EH
lente,l e n t e,L EH N T EH
lenteja,l e n t e x a,L EH N T EH AE
lentes,l e n t e s,L EH N T EH S
lentificada,l e n t i f i k a d a,L EH N T IH F IH K AE D AE
lentificadas,l e n t i f i k a d a s,L EH N T IH F IH K AE D AE S
lentificado,l e n t i f i k a d o,L EH N T IH F IH K AE D OH
lentificados,l e n t i f i k a d o s,L EH N T IH F IH K AE D OH S
lentificar,l e n t i f i k a ɾ,L EH N T IH F IH K AE DX
lentisco,l e n t i s k o,L EH N T IH S K OH
lento,l e n t o,L EH N T OH
leona,l e o n a,L EH OH N AE
leonado,l e o n a d o,L EH OH N AE D OH
leones,l e o n e s,L EH OH N EH S
leonesismo,l e o n e s i s m o,L EH OH N EH S IH S M OH
leonina,l e o n i n a,L EH OH N IH N AE
leoninas,l e o n i n a s,L EH OH N IH N AE S
leonino,l e o n i n o,L EH OH N IH N OH
leoninos,l e o n i n o s,L EH OH N IH N OH S
leopardado,l e o p a r d a d o,L EH OH P AE R D AE D OH
leopardo,l e o p a r d o,L EH OH P AE R D OH
leporino,l e p o ɾ i n o,L EH P OH DX IH N OH
lepra,l e p ɾ a,L EH P DX AE
leprosa,l e p ɾ o s a,L EH P DX OH S AE
leprosas,l e p ɾ o s a s,L EH P DX OH S AE S
leproso,l e p ɾ o s o,L EH P DX OH S OH
leprosos,l e p ɾ o s o s,L EH P DX OH S OH S
leridano,l e ɾ i d a n o,L EH DX IH D AE N OH
lero,l e ɾ o,L EH DX OH
les,l e s,L EH S
lesa,l e s a,L EH S AE
lesbiana,l e s b j a n a,L EH S B Y AE N AE
lesbianas,l e s b j a n a s,L EH S B Y AE N AE S
lesbiano,l e s b j a n o,L EH S B Y AE N OH
lesbianos,l e s b j a n o s,L EH S B Y AE N OH S
lesbio,l e s b j o,L EH S B Y OH
lesena,l e s e n a,L EH S EH N AE
lesionada,l e s j o n a d a,L EH S Y OH N AE D AE
lesionadas,l e s j o n a d a s,L EH S Y OH N AE D AE S
lesionado,l e s j o n a d o,L EH S Y OH N AE D OH
lesionados,l e s j o n a d o s,L EH S Y OH N AE D OH S
lesionar,l e s j o n a ɾ,L EH S Y OH N AE DX
lesión,l e s j o n,L EH S Y OH N
lesna,l e s n a,L EH S N AE
leso,l e s o,L EH S OH
lesos,l e s o s,L EH S OH S
lesoto,l e s o t o,L EH S OH T OH
letal,l e t a l,L EH T AE L
letales,l e t a l e s,L EH T AE L EH S
letanía,l e t a n i a,L EH T AE N IH AE
letargo,l e t a r ɡ o,L EH T AE R G OH
letonia,l e t o n j a,L EH T OH N Y AE
letra,l e t ɾ a,L EH T DX AE
letrada,l e t ɾ a d a,L EH T DX AE D AE
letradas,l e t ɾ a d a s,L EH T DX AE D AE S
letrado,l e t ɾ a d o,L EH T DX AE D OH
letrados,l e t ɾ a d o s,L EH T DX AE D OH S
letraherido,l e t ɾ a e ɾ i d o,L EH T DX AE EH DX IH D OH
letras,l e t ɾ a s,L EH T DX AE S
letrero,l e t ɾ e ɾ o,L EH T DX EH DX OH
letárgico,l e t a r x i k o,L EH T AE R IH K OH
leudar,l e u d a ɾ,L EH UW D AE DX
leudo,l e u d o,L EH UW D OH
levada,l e b a d a,L EH B AE D AE
levadas,l e b a d a s,L EH B AE D AE S
levado,l e b a d o,L EH B AE D OH
levados,l e b a d o s,L EH B AE D OH S
levamos,l e b a m o s,L EH B AE M OH S
levando,l e b a n d o,L EH B AE N D OH
levantada,l e b a n t a d a,L EH B AE N T AE D AE
levantadas,l e b a n t a d a s,L EH B AE N T AE D AE S
levantado,l e b a n t a d o,L EH B AE N T AE D OH
levantados,l e b a n t a d o s,L EH B AE N T AE D OH S
levantamiento,l e b a n t a m j e n t o,L EH B AE N T AE M Y EH N T OH
levantamos,l e b a n t a m o s,L EH B AE N T AE M OH S
levantando,l e b a n t a n d o,L EH B AE N T AE N D OH
levantarse,l e b a n t a r s e,L EH B AE N T AE R S EH
levante,l e b a n t e,L EH B AE N T EH
levar,l e b a ɾ,L EH B AE DX
leve,l e b e,L EH B EH
levedad,l e b e d a d,L EH B EH D AE D
leviatán,l e b j a t a n,L EH B Y AE T AE N
levigada,l e b i ɡ a d a,L EH B IH G AE D AE
levigadas,l e b i ɡ a d a s,L EH B IH G AE D AE S
levigado,l e b i ɡ a d o,L EH B IH G AE D OH
levigados,l e b i ɡ a d o s,L EH B IH G AE D OH S
levigar,l e b i ɡ a ɾ,L EH B IH G AE DX
levigo,l e b i ɡ o,L EH B IH G OH
levitada,l e b i t a d a,L EH B IH T AE D AE
levitadas,l e b i t a d a s,L EH B IH T AE D AE S
levitado,l e b i t a d o,L EH B IH T AE D OH
levitados,l e b i t a d o s,L EH B IH T AE D OH S
levitamos,l e b i t a m o s,L EH B IH T AE M OH S
levitando,l e b i t a n d o,L EH B IH T AE N D OH
levo,l e b o,L EH B OH
levístico,l e b i s t i k o,L EH B IH S T IH K OH
ley,l e i̯,L EH IH
leyenda,l e ɟ͡ʝ e n d a,L EH EH N D AE
leyes,l e ɟ͡ʝ e s,L EH EH S
leyteño,l e i t e ɲ o,L EH IH T EH OH
leyva,l e i b a,L EH IH B AE
leída,l e i d a,L EH IH D AE
leídas,l e i d a s,L EH IH D AE S
leído,l e i d o,L EH IH D OH
leídos,l e i d o s,L EH IH D OH S
leísmo,l e i s m o,L EH IH S M OH
leña,l e ɲ a,L EH AE
leñero,l e ɲ e ɾ o,L EH EH DX OH
leño,l e ɲ o,L EH OH
leñoso,l e ɲ o s o,L EH OH S OH
león,l e o n,L EH OH N
león,l e o̯ n,L EH OH N
lia,l j a,L Y AE
liada,l j a d a,L Y AE D AE
liadas,l j a d a s,L Y AE D AE S
liado,l j a d o,L Y AE D OH
liados,l j a d o s,L Y AE D OH S
liana,l j a n a,L Y AE N AE
liar,l j a ɾ,L Y AE DX
liare,l j a ɾ e,L Y AE DX EH
liaré,l j a ɾ e,L Y AE DX EH
libada,l i b a d a,L IH B AE D AE
libadas,l i b a d a s,L IH B AE D AE S
libado,l i b a d o,L IH B AE D OH
libados,l i b a d o s,L IH B AE D OH S
libanés,l i b a n e s,L IH B AE N EH S
libelo,l i b e l o,L IH B EH L OH
liberada,l i b e ɾ a d a,L IH B EH DX AE D AE
liberadas,l i b e ɾ a d a s,L IH B EH DX AE D AE S
liberado,l i b e ɾ a d o,L IH B EH DX AE D OH
liberados,l i b e ɾ a d o s,L IH B EH DX AE D OH S
liberal,l i b e ɾ a l,L IH B EH DX AE L
liberales,l i b e ɾ a l e s,L IH B EH DX AE L EH S
liberalismo,l i b e ɾ a l i s m o,L IH B EH DX AE L IH S M OH
liberamos,l i b e ɾ a m o s,L IH B EH DX AE M OH S
liberando,l i b e ɾ a n d o,L IH B EH DX AE N D OH
liberar,l i b e ɾ a ɾ,L IH B EH DX AE DX
liberatario,l i b e ɾ a t a ɾ j o,L IH B EH DX AE T AE DX Y OH
liberia,l i b e ɾ j a,L IH B EH DX Y AE
liberiana,l i b e ɾ j a n a,L IH B EH DX Y AE N AE
liberianas,l i b e ɾ j a n a s,L IH B EH DX Y AE N AE S
liberianos,l i b e ɾ j a n o s,L IH B EH DX Y AE N OH S
libero,l i b e ɾ o,L IH B EH DX OH
libertad,l i b e r t a d,L IH B EH R T AE D
libertada,l i b e r t a d a,L IH B EH R T AE D AE
libertadas,l i b e r t a d a s,L IH B EH R T AE D AE S
libertades,l i b e r t a d e s,L IH B EH R T AE D EH S
libertado,l i b e r t a d o,L IH B EH R T AE D OH
libertados,l i b e r t a d o s,L IH B EH R T AE D OH S
libertamos,l i b e r t a m o s,L IH B EH R T AE M OH S
libertando,l i b e r t a n d o,L IH B EH R T AE N D OH
libertar,l i b e r t a ɾ,L IH B EH R T AE DX
libertario,l i b e r t a ɾ j o,L IH B EH R T AE DX Y OH
liberteño,l i b e r t e ɲ o,L IH B EH R T EH OH
libia,l i b j a,L IH B Y AE
libias,l i b j a s,L IH B Y AE S
libido,l i b i d o,L IH B IH D OH
libio,l i b j o,L IH B Y OH
libios,l i b j o s,L IH B Y OH S
libra,l i b ɾ a,L IH B DX AE
libraco,l i b ɾ a k o,L IH B DX AE K OH
libracos,l i b ɾ a k o s,L IH B DX AE K OH S
libradas,l i b ɾ a d a s,L IH B DX AE D AE S
libre,l i b ɾ e,L IH B DX EH
librecambio,l i b ɾ e k a m b j o,L IH B DX EH K AE M B Y OH
librecambista,l i b ɾ e k a m b i s t a,L IH B DX EH K AE M B IH S T AE
libremente,l i b ɾ e m e n t e,L IH B DX EH M EH N T EH
librero,l i b ɾ e ɾ o,L IH B DX EH DX OH
librería,l i b ɾ e ɾ i a,L IH B DX EH DX IH AE
libreta,l i b ɾ e t a,L IH B DX EH T AE
libretas,l i b ɾ e t a s,L IH B DX EH T AE S
libreto,l i b ɾ e t o,L IH B DX EH T OH
libretos,l i b ɾ e t o s,L IH B DX EH T OH S
librito,l i b ɾ i t o,L IH B DX IH T OH
libritos,l i b ɾ i t o s,L IH B DX IH T OH S
libro,l i b ɾ o,L IH B DX OH
librote,l i b ɾ o t e,L IH B DX OH T EH
librotes,l i b ɾ o t e s,L IH B DX OH T EH S
libélula,l i b e l u l a,L IH B EH L UW L AE
libídine,l i b i d i n e,L IH B IH D IH N EH
licanten,l i k a n t e n,L IH K AE N T EH N
licantén,l i k a n t e n,L IH K AE N T EH N
licaón,l i k a o n,L IH K AE OH N
lichi,l i t͡ʃ i,L IH CH IH
licopodio,l i k o p o d j o,L IH K OH P OH D Y OH
licor,l i k o ɾ,L IH K OH DX
licorera,l i k o ɾ e ɾ a,L IH K OH DX EH DX AE
licores,l i k o ɾ e s,L IH K OH DX EH S
licuada,l i k w a d a,L IH K W AE D AE
licuadas,l i k w a d a s,L IH K W AE D AE S
licuado,l i k w a d o,L IH K W AE D OH
licuadora,l i k w a d o ɾ a,L IH K W AE D OH DX AE
licuados,l i k w a d o s,L IH K W AE D OH S
licuar,l i k w a ɾ,L IH K W AE DX
licántropo,l i k a n t ɾ o p o,L IH K AE N T DX OH P OH
lid,l i d,L IH D
liderada,l i d e ɾ a d a,L IH D EH DX AE D AE
lideradas,l i d e ɾ a d a s,L IH D EH DX AE D AE S
liderado,l i d e ɾ a d o,L IH D EH DX AE D OH
liderados,l i d e ɾ a d o s,L IH D EH DX AE D OH S
liderar,l i d e ɾ a ɾ,L IH D EH DX AE DX
liderear,l i d e ɾ e a ɾ,L IH D EH DX EH AE DX
lidia,l i d j a,L IH D Y AE
lidiada,l i d j a d a,L IH D Y AE D AE
lidiadas,l i d j a d a s,L IH D Y AE D AE S
lidiado,l i d j a d o,L IH D Y AE D OH
lidiados,l i d j a d o s,L IH D Y AE D OH S
lidiar,l i d j a ɾ,L IH D Y AE DX
liebre,l j e b ɾ e,L Y EH B DX EH
liechtenstein,l i x t e n s t a i n,L IH T EH N S T AE IH N
liga,l i ɡ a,L IH G AE
ligada,l i ɡ a d a,L IH G AE D AE
ligadas,l i ɡ a d a s,L IH G AE D AE S
ligado,l i ɡ a d o,L IH G AE D OH
ligados,l i ɡ a d o s,L IH G AE D OH S
ligadura,l i ɡ a d u ɾ a,L IH G AE D UW DX AE
ligamento,l i ɡ a m e n t o,L IH G AE M EH N T OH
ligamos,l i ɡ a m o s,L IH G AE M OH S
ligando,l i ɡ a n d o,L IH G AE N D OH
ligar,l i ɡ a ɾ,L IH G AE DX
ligare,l i ɡ a ɾ e,L IH G AE DX EH
ligares,l i ɡ a ɾ e s,L IH G AE DX EH S
ligas,l i ɡ a s,L IH G AE S
ligeramente,l i x e ɾ a m e n t e,L IH EH DX AE M EH N T EH
ligerita,l i x e ɾ i t a,L IH EH DX IH T AE
ligeritas,l i x e ɾ i t a s,L IH EH DX IH T AE S
ligerito,l i x e ɾ i t o,L IH EH DX IH T OH
ligeritos,l i x e ɾ i t o s,L IH EH DX IH T OH S
ligero,l i x e ɾ o,L IH EH DX OH
light,l a i t,L AE IH T
lignano,l i ɡ n a n o,L IH G N AE N OH
lignificar,l i ɡ n i f i k a ɾ,L IH G N IH F IH K AE DX
ligo,l i ɡ o,L IH G OH
ligur,l i ɡ u ɾ,L IH G UW DX
liguria,l i ɡ u ɾ j a,L IH G UW DX Y AE
ligón,l i ɡ o n,L IH G OH N
lihueñe,l i w e ɲ e,L IH W EH EH
lija,l i x a,L IH AE
lijada,l i x a d a,L IH AE D AE
lijadas,l i x a d a s,L IH AE D AE S
lijado,l i x a d o,L IH AE D OH
lijados,l i x a d o s,L IH AE D OH S
lijo,l i x o,L IH OH
likeada,l a i k e a d a,L AE IH K EH AE D AE
likeadas,l a i k e a d a s,L AE IH K EH AE D AE S
likeado,l a i k e a d o,L AE IH K EH AE D OH
likeados,l a i k e a d o s,L AE IH K EH AE D OH S
likear,l a i k e a ɾ,L AE IH K EH AE DX
lila,l i l a,L IH L AE
liliputiense,l i l i p u t j e n s e,L IH L IH P UW T Y EH N S EH
lilongüe,l i l o n ɡ w e,L IH L OH N G W EH
lima,l i m a,L IH M AE
limada,l i m a d a,L IH M AE D AE
limadas,l i m a d a s,L IH M AE D AE S
limado,l i m a d o,L IH M AE D OH
limados,l i m a d o s,L IH M AE D OH S
limamos,l i m a m o s,L IH M AE M OH S
limando,l i m a n d o,L IH M AE N D OH
limar,l i m a ɾ,L IH M AE DX
limbo,l i m b o,L IH M B OH
lime,l i m e,L IH M EH
limes,l i m e s,L IH M EH S
limfoblástica,l i m f o b l a s t i k a,L IH M F OH B L AE S T IH K AE
limfoblásticas,l i m f o b l a s t i k a s,L IH M F OH B L AE S T IH K AE S
limfoblásticos,l i m f o b l a s t i k o s,L IH M F OH B L AE S T IH K OH S
liminar,l i m i n a ɾ,L IH M IH N AE DX
liminares,l i m i n a ɾ e s,L IH M IH N AE DX EH S
limitada,l i m i t a d a,L IH M IH T AE D AE
limitadamente,l i m i t a d a m e n t e,L IH M IH T AE D AE M EH N T EH
limitadas,l i m i t a d a s,L IH M IH T AE D AE S
limitado,l i m i t a d o,L IH M IH T AE D OH
limitador,l i m i t a d o ɾ,L IH M IH T AE D OH DX
limitadora,l i m i t a d o ɾ a,L IH M IH T AE D OH DX AE
limitadoras,l i m i t a d o ɾ a s,L IH M IH T AE D OH DX AE S
limitadores,l i m i t a d o ɾ e s,L IH M IH T AE D OH DX EH S
limitados,l i m i t a d o s,L IH M IH T AE D OH S
limitadísimo,l i m i t a d i s i m o,L IH M IH T AE D IH S IH M OH
limitamos,l i m i t a m o s,L IH M IH T AE M OH S
limitar,l i m i t a ɾ,L IH M IH T AE DX
limitares,l i m i t a ɾ e s,L IH M IH T AE DX EH S
limite,l i m i t e,L IH M IH T EH
limites,l i m i t e,L IH M IH T EH
limnológico,l i m n o l o x i k o,L IH M N OH L OH IH K OH
limonada,l i m o n a d a,L IH M OH N AE D AE
limonado,l i m o n a d o,L IH M OH N AE D OH
limonero,l i m o n e ɾ o,L IH M OH N EH DX OH
limosna,l i m o s n a,L IH M OH S N AE
limosneada,l i m o s n e a d a,L IH M OH S N EH AE D AE
limosneadas,l i m o s n e a d a s,L IH M OH S N EH AE D AE S
limosneado,l i m o s n e a d o,L IH M OH S N EH AE D OH
limosneados,l i m o s n e a d o s,L IH M OH S N EH AE D OH S
limosnear,l i m o s n e a ɾ,L IH M OH S N EH AE DX
limpiada,l i m p j a d a,L IH M P Y AE D AE
limpiadas,l i m p j a d a s,L IH M P Y AE D AE S
