word,ipa,ARPAbet
nejet,n ɛ j ɛ t,N EH Y EH T
nejhašteřivěji,n ɛ j ɦ a ʃ t ɛ r̝ ɪ v j ɛ j ɪ,N EH Y AE SH T EH R IH V Y EH Y IH
nejhezčí,n ɛ j ɦ ɛ s t͡ʃ iː,N EH Y EH S CH IH
nejhodnější,n ɛ j ɦ o d ɲ ɛ j ʃ iː,N EH Y OH D EH Y SH IH
nejhorší,n ɛ j ɦ o r ʃ iː,N EH Y OH R SH IH
nejistota,n ɛ j ɪ s t o t a,N EH Y IH S T OH T AE
nejistý,n ɛ j ɪ s t iː,N EH Y IH S T IH
nejjasněji,n ɛ j a s ɲ ɛ j ɪ,N EH Y AE S EH Y IH
nejkrušnější,n ɛ j k r ʊ ʃ ɲ ɛ j ʃ iː,N EH Y K R UH SH EH Y SH IH
nejkrásněji,n ɛ j k r aː s ɲ ɛ j ɪ,N EH Y K R AE S EH Y IH
nejkrásnější,n ɛ j k r aː s ɲ ɛ j ʃ iː,N EH Y K R AE S EH Y SH IH
nejlehčí,n ɛ j l ɛ x t͡ʃ iː,N EH Y L EH CH IH
nejlevnější,n ɛ j l ɛ v ɲ ɛ j ʃ iː,N EH Y L EH V EH Y SH IH
nejlibovolněji,n ɛ j l ɪ b o v o l ɲ ɛ j ɪ,N EH Y L IH B OH V OH L EH Y IH
nejlogičtější,n ɛ j l o ɡ ɪ t͡ʃ c ɛ j ʃ iː,N EH Y L OH G IH CH EH Y SH IH
nejlépe,n ɛ j l ɛː p ɛ,N EH Y L EH P EH
nejlíp,n ɛ j l iː p,N EH Y L IH P
nejmenší,n ɛ j m ɛ n ʃ iː,N EH Y M EH N SH IH
nejmilejší,n ɛ j m ɪ l ɛ j ʃ iː,N EH Y M IH L EH Y SH IH
nejmoudřejší,n ɛ j m o u̯ d r̝ ɛ j ʃ iː,N EH Y M OH W D R EH Y SH IH
nejméně,n ɛ j m ɛː ɲ ɛ,N EH Y M EH EH
nejnenápadnější,n ɛ j n ɛ n aː p a d ɲ ɛ j ʃ iː,N EH Y N EH N AE P AE D EH Y SH IH
nejnerozvážněji,n ɛ j n ɛ r o z v aː ʒ ɲ ɛ j ɪ,N EH Y N EH R OH Z V AE ZH EH Y IH
nejneslyšněji,n ɛ j n ɛ s l ɪ ʃ ɲ ɛ j ɪ,N EH Y N EH S L IH SH EH Y IH
nejnestydatěji,n ɛ j n ɛ s t ɪ d a c ɛ j ɪ,N EH Y N EH S T IH D AE EH Y IH
nejnestydatější,n ɛ j n ɛ s t ɪ d a c ɛ j ʃ iː,N EH Y N EH S T IH D AE EH Y SH IH
nejnezávisleji,n ɛ j n ɛ z aː v ɪ s l ɛ j ɪ,N EH Y N EH Z AE V IH S L EH Y IH
nejneúnavněji,n ɛ j n ɛ uː n a v ɲ ɛ j ɪ,N EH Y N EH UW N AE V EH Y IH
nejneúnavnější,n ɛ j n ɛ uː n a v ɲ ɛ j ʃ iː,N EH Y N EH UW N AE V EH Y SH IH
nejnižší,n ɛ j ɲ ɪ ʃ iː,N EH Y IH SH IH
nejnápadněji,n ɛ j n aː p a d ɲ ɛ j ɪ,N EH Y N AE P AE D EH Y IH
nejnápadnější,n ɛ j n aː p a d ɲ ɛ j ʃ iː,N EH Y N AE P AE D EH Y SH IH
nejpapežštější,n ɛ j p a p ɛ ʃ c ɛ j ʃ iː,N EH Y P AE P EH SH EH Y SH IH
nejplynuleji,n ɛ j p l ɪ n u l ɛ j ɪ,N EH Y P L IH N UW L EH Y IH
nejpomalejší,n ɛ j p o m a l ɛ j ʃ iː,N EH Y P OH M AE L EH Y SH IH
nejprve,n ɛ j p r̩ v ɛ,N EH Y P R V EH
nejraději,n ɛ j r a ɟ ɛ j ɪ,N EH Y R AE EH Y IH
nejrozvážnější,n ɛ j r o z v aː ʒ ɲ ɛ j ʃ iː,N EH Y R OH Z V AE ZH EH Y SH IH
nejrychlejší,n ɛ j r ɪ x l ɛ j ʃ iː,N EH Y R IH L EH Y SH IH
nejsem,n ɛ j s ɛ m,N EH Y S EH M
nejsmutnější,n ɛ j s m u t ɲ ɛ j ʃ iː,N EH Y S M UW T EH Y SH IH
nejsmělejší,n ɛ j s m̩ ɲ ɛ l ɛ j ʃ iː,N EH Y S EM EH L EH Y SH IH
nejstarší,n ɛ j s t a r ʃ iː,N EH Y S T AE R SH IH
nejtajemněji,n ɛ j t a j ɛ m ɲ ɛ j ɪ,N EH Y T AE Y EH M EH Y IH
nejtajuplněji,n ɛ j t a j u p l̩ ɲ ɛ j ɪ,N EH Y T AE Y UW P EL EH Y IH
nejtajuplnější,n ɛ j t a j u p l̩ ɲ ɛ j ʃ iː,N EH Y T AE Y UW P EL EH Y SH IH
nejtišeji,n ɛ j c ɪ ʃ ɛ j ɪ,N EH Y IH SH EH Y IH
nejtišší,n ɛ j c ɪ ʃ iː,N EH Y IH SH IH
nejtěžší,n ɛ j c ɛ ʃ iː,N EH Y EH SH IH
nejupřímněji,n ɛ j u p r̝̊ iː m ɲ ɛ j ɪ,N EH Y UW P R IH M EH Y IH
nejveselejší,n ɛ j v ɛ s ɛ l ɛ j ʃ iː,N EH Y V EH S EH L EH Y SH IH
nejvyšší,n ɛ j v ɪ ʃ iː,N EH Y V IH SH IH
nejvíce,n ɛ j v iː t͡s ɛ,N EH Y V IH EH
nejvýkonnější,n ɛ j v iː k o ɲ ɛ j ʃ iː,N EH Y V IH K OH EH Y SH IH
nejvýše,n ɛ j v iː ʃ ɛ,N EH Y V IH SH EH
největší,n ɛ j v j ɛ t ʃ iː,N EH Y V Y EH T SH IH
nejzdravější,n ɛ j z d r a v j ɛ j ʃ iː,N EH Y Z D R AE V Y EH Y SH IH
nejznámější,n ɛ j z n aː m ɲ ɛ j ʃ iː,N EH Y Z N AE M EH Y SH IH
nejzáhadněji,n ɛ j z aː ɦ a d ɲ ɛ j ɪ,N EH Y Z AE AE D EH Y IH
nejít,n ɛ j iː t,N EH Y IH T
nejčernější,n ɛ j t͡ʃ ɛ r ɲ ɛ j ʃ iː,N EH Y CH EH R EH Y SH IH
nejčestněji,n ɛ j t͡ʃ ɛ s t ɲ ɛ j ɪ,N EH Y CH EH S T EH Y IH
neklidný,n ɛ k l ɪ d n iː,N EH K L IH D N IH
nekompromisní,n ɛ k o m p r o m ɪ s ɲ iː,N EH K OH M P R OH M IH S IH
nekonečno,n ɛ k o n ɛ t͡ʃ n o,N EH K OH N EH CH N OH
nekonečnost,n ɛ k o n ɛ t͡ʃ n o s t,N EH K OH N EH CH N OH S T
nekontroverzní,n ɛ k o n t r o v ɛ r z ɲ iː,N EH K OH N T R OH V EH R Z IH
nekonzistentní,n ɛ k o n z ɪ s t ɛ n t ɲ iː,N EH K OH N Z IH S T EH N T IH
nekriticky,n ɛ k r ɪ t ɪ t͡s k ɪ,N EH K R IH T IH K IH
nekrofilie,n ɛ k r o f ɪ l ɪ j ɛ,N EH K R OH F IH L IH Y EH
nekrolog,n ɛ k r o l o k,N EH K R OH L OH K
nekromancie,n ɛ k r o m a n t͡s ɪ j ɛ,N EH K R OH M AE N IH Y EH
nekropole,n ɛ k r o p o l ɛ,N EH K R OH P OH L EH
nekuřačka,n ɛ k u r̝ a t͡ʃ k a,N EH K UW R AE CH K AE
nekuřák,n ɛ k u r̝ aː k,N EH K UW R AE K
nekvést,n ɛ k v ɛː s t,N EH K V EH S T
nela,n ɛ l a,N EH L AE
nelegálně,n ɛ l ɛ ɡ aː l ɲ ɛ,N EH L EH G AE L EH
neletět,n ɛ l ɛ c ɛ t,N EH L EH EH T
nelibost,n ɛ l ɪ b o s t,N EH L IH B OH S T
nelibá,n ɛ l ɪ b aː,N EH L IH B AE
nelidský,n ɛ l ɪ t s k iː,N EH L IH T S K IH
nelin,n ɛ l ɪ n,N EH L IH N
nelinka,n ɛ l ɪ ŋ k a,N EH L IH NG K AE
nelítostný,n ɛ l iː t o s t n iː,N EH L IH T OH S T N IH
nemakačenko,n ɛ m a k a t͡ʃ ɛ ŋ k o,N EH M AE K AE CH EH NG K OH
nemalý,n ɛ m a l iː,N EH M AE L IH
nemanželský,n ɛ m a n ʒ ɛ l s k iː,N EH M AE N ZH EH L S K IH
nemehlo,n ɛ m ɛ ɦ l o,N EH M EH L OH
nemilosrdný,n ɛ m ɪ l o s r̩ d n iː,N EH M IH L OH S R D N IH
nemilosrdně,n ɛ m ɪ l o s r̩ d ɲ ɛ,N EH M IH L OH S R D EH
nemilá,n ɛ m ɪ l aː,N EH M IH L AE
nemluvně,n ɛ m l u v ɲ ɛ,N EH M L UW V EH
nemluvňátko,n ɛ m l u v ɲ aː t k o,N EH M L UW V AE T K OH
nemoc,n ɛ m o t͡s,N EH M OH
nemocen,n ɛ m o t͡s ɛ n,N EH M OH EH N
nemocnice,n ɛ m o t͡s ɲ ɪ t͡s ɛ,N EH M OH IH EH
nemocný,n ɛ m o t͡s n iː,N EH M OH N IH
nemorálnost,n ɛ m o r aː l n o s t,N EH M OH R AE L N OH S T
nemorální,n ɛ m o r aː l ɲ iː,N EH M OH R AE L IH
nemotora,n ɛ m o t o r a,N EH M OH T OH R AE
nemotorný,n ɛ m o t o r n iː,N EH M OH T OH R N IH
nemoudrý,n ɛ m o u̯ d r iː,N EH M OH W D R IH
nemovitost,n ɛ m o v ɪ t o s t,N EH M OH V IH T OH S T
nemožný,n ɛ m o ʒ n iː,N EH M OH ZH N IH
nemyslitelný,n ɛ m ɪ s l ɪ t ɛ l n iː,N EH M IH S L IH T EH L N IH
nemám,n ɛ m aː m,N EH M AE M
nemůžu,n ɛ m uː ʒ u,N EH M UW ZH UW
nenahraditelný,n ɛ n a ɦ r a ɟ ɪ t ɛ l n iː,N EH N AE R AE IH T EH L N IH
nenes,n ɛ n ɛ s,N EH N EH S
nenese,n ɛ n ɛ s ɛ,N EH N EH S EH
nenesete,n ɛ n ɛ s ɛ t ɛ,N EH N EH S EH T EH
nenulový,n ɛ n u l o v iː,N EH N UW L OH V IH
nenápadný,n ɛ n aː p a d n iː,N EH N AE P AE D N IH
nenápadnější,n ɛ n aː p a d ɲ ɛ j ʃ iː,N EH N AE P AE D EH Y SH IH
nenést,n ɛ n ɛː s t,N EH N EH S T
není,n ɛ ɲ iː,N EH IH
neoblíbenost,n ɛ o b l iː b ɛ n o s t,N EH OH B L IH B EH N OH S T
neoblíbený,n ɛ o b l iː b ɛ n iː,N EH OH B L IH B EH N IH
neobnovitelný,n ɛ o b n o v ɪ t ɛ l n iː,N EH OH B N OH V IH T EH L N IH
neobratný,n ɛ o b r a t n iː,N EH OH B R AE T N IH
neobvyklý,n ɛ o b v ɪ k l iː,N EH OH B V IH K L IH
neobyvatelný,n ɛ o b ɪ v a t ɛ l n iː,N EH OH B IH V AE T EH L N IH
neochota,n ɛ o x o t a,N EH OH OH T AE
neochotný,n ɛ o x o t n iː,N EH OH OH T N IH
neoddělitelný,n ɛ o d ɟ ɛ l ɪ t ɛ l n iː,N EH OH D EH L IH T EH L N IH
neodpovědnost,n ɛ o t p o v j ɛ d n o s t,N EH OH T P OH V Y EH D N OH S T
neoféma,n ɛ o f ɛː m a,N EH OH F EH M AE
neohebný,n ɛ o ɦ ɛ b n iː,N EH OH EH B N IH
neohrabaný,n ɛ o ɦ r a b a n iː,N EH OH R AE B AE N IH
neohrožený,n ɛ o ɦ r o ʒ ɛ n iː,N EH OH R OH ZH EH N IH
neologismus,n ɛ o l o ɡ ɪ z m u s,N EH OH L OH G IH Z M UW S
neomezený,n ɛ o m ɛ z ɛ n iː,N EH OH M EH Z EH N IH
neomluvitelný,n ɛ o m l u v ɪ t ɛ l n iː,N EH OH M L UW V IH T EH L N IH
neomylný,n ɛ o m ɪ l n iː,N EH OH M IH L N IH
neopakovatelný,n ɛ o p a k o v a t ɛ l n iː,N EH OH P AE K OH V AE T EH L N IH
neosobní,n ɛ o s o b ɲ iː,N EH OH S OH B IH
neospravedlnitelný,n ɛ o s p r a v ɛ d l̩ ɲ ɪ t ɛ l n iː,N EH OH S P R AE V EH D EL IH T EH L N IH
neostrý,n ɛ o s t r iː,N EH OH S T R IH
neotestovaný,n ɛ o t ɛ s t o v a n iː,N EH OH T EH S T OH V AE N IH
neotřelý,n ɛ o t r̝̊ ɛ l iː,N EH OH T R EH L IH
nepatrný,n ɛ p a t r̩ n iː,N EH P AE T R N IH
neplatný,n ɛ p l a t n iː,N EH P L AE T N IH
neplodnost,n ɛ p l o d n o s t,N EH P L OH D N OH S T
neplodný,n ɛ p l o d n iː,N EH P L OH D N IH
neplout,n ɛ p l o u̯ t,N EH P L OH W T
neplánovaný,n ɛ p l aː n o v a n iː,N EH P L AE N OH V AE N IH
nepochopitelný,n ɛ p o x o p ɪ t ɛ l n iː,N EH P OH OH P IH T EH L N IH
nepochopitelně,n ɛ p o x o p ɪ t ɛ l ɲ ɛ,N EH P OH OH P IH T EH L EH
nepochybný,n ɛ p o x ɪ b n iː,N EH P OH IH B N IH
nepochybně,n ɛ p o x ɪ b ɲ ɛ,N EH P OH IH B EH
nepoctivec,n ɛ p o t͡s c ɪ v ɛ t͡s,N EH P OH IH V EH
nepoctivost,n ɛ p o t͡s c ɪ v o s t,N EH P OH IH V OH S T
nepodepisovat,n ɛ p o d ɛ p ɪ s o v a t,N EH P OH D EH P IH S OH V AE T
nepodepsat,n ɛ p o d ɛ p s a t,N EH P OH D EH P S AE T
nepodložený,n ɛ p o d l o ʒ ɛ n iː,N EH P OH D L OH ZH EH N IH
nepodstatný,n ɛ p o t s t a t n iː,N EH P OH T S T AE T N IH
nepohoda,n ɛ p o ɦ o d a,N EH P OH OH D AE
nepohodlný,n ɛ p o ɦ o d l̩ n iː,N EH P OH OH D EL N IH
nepohodlí,n ɛ p o ɦ o d l iː,N EH P OH OH D L IH
nepojmenovaný,n ɛ p o j m ɛ n o v a n iː,N EH P OH Y M EH N OH V AE N IH
nepokoj,n ɛ p o k o j,N EH P OH K OH Y
nepopiratelný,n ɛ p o p ɪ r a t ɛ l n iː,N EH P OH P IH R AE T EH L N IH
nepopulární,n ɛ p o p u l aː r ɲ iː,N EH P OH P UW L AE R IH
nepopíratelný,n ɛ p o p iː r a t ɛ l n iː,N EH P OH P IH R AE T EH L N IH
neporazitelný,n ɛ p o r a z ɪ t ɛ l n iː,N EH P OH R AE Z IH T EH L N IH
neposlušnost,n ɛ p o s l u ʃ n o s t,N EH P OH S L UW SH N OH S T
neposlušný,n ɛ p o s l u ʃ n iː,N EH P OH S L UW SH N IH
nepostradatelný,n ɛ p o s t r a d a t ɛ l n iː,N EH P OH S T R AE D AE T EH L N IH
nepotopen,n ɛ p o t o p ɛ n,N EH P OH T OH P EH N
nepovím,n ɛ p o v iː m,N EH P OH V IH M
nepoznatelnost,n ɛ p o z n a t ɛ l n o s t,N EH P OH Z N AE T EH L N OH S T
nepoznatelný,n ɛ p o z n a t ɛ l n iː,N EH P OH Z N AE T EH L N IH
nepozornost,n ɛ p o z o r n o s t,N EH P OH Z OH R N OH S T
nepozorný,n ɛ p o z o r n iː,N EH P OH Z OH R N IH
nepočitatelný,n ɛ p o t͡ʃ ɪ t a t ɛ l n iː,N EH P OH CH IH T AE T EH L N IH
nepořádek,n ɛ p o r̝ aː d ɛ k,N EH P OH R AE D EH K
nepraktický,n ɛ p r a k t ɪ t͡s k iː,N EH P R AE K T IH K IH
nepraktičnost,n ɛ p r a k t ɪ t͡ʃ n o s t,N EH P R AE K T IH CH N OH S T
nepravda,n ɛ p r a v d a,N EH P R AE V D AE
nepravdivost,n ɛ p r a v ɟ ɪ v o s t,N EH P R AE V IH V OH S T
nepravdivý,n ɛ p r a v ɟ ɪ v iː,N EH P R AE V IH V IH
nepravděpodobný,n ɛ p r a v ɟ ɛ p o d o b n iː,N EH P R AE V EH P OH D OH B N IH
nepravidelnost,n ɛ p r a v ɪ d ɛ l n o s t,N EH P R AE V IH D EH L N OH S T
nepravidelný,n ɛ p r a v ɪ d ɛ l n iː,N EH P R AE V IH D EH L N IH
nepravidelně,n ɛ p r a v ɪ d ɛ l ɲ ɛ,N EH P R AE V IH D EH L EH
nepravý,n ɛ p r a v iː,N EH P R AE V IH
neprodleně,n ɛ p r o d l ɛ ɲ ɛ,N EH P R OH D L EH EH
neproniknutelný,n ɛ p r o ɲ ɪ k n u t ɛ l n iː,N EH P R OH IH K N UW T EH L N IH
neprázdný,n ɛ p r aː z d n iː,N EH P R AE Z D N IH
neprůhlednost,n ɛ p r uː ɦ l ɛ d n o s t,N EH P R UW L EH D N OH S T
neprůhledný,n ɛ p r uː ɦ l ɛ d n iː,N EH P R UW L EH D N IH
neprůstřelný,n ɛ p r uː s t r̝̊ ɛ l n iː,N EH P R UW S T R EH L N IH
nepál,n ɛ p aː l,N EH P AE L
nepálec,n ɛ p aː l ɛ t͡s,N EH P AE L EH
nepálka,n ɛ p aː l k a,N EH P AE L K AE
nepálský,n ɛ p aː l s k iː,N EH P AE L S K IH
nepředstavitelný,n ɛ p r̝̊ ɛ t s t a v ɪ t ɛ l n iː,N EH P R EH T S T AE V IH T EH L N IH
nepředvídaný,n ɛ p r̝̊ ɛ d v iː d a n iː,N EH P R EH D V IH D AE N IH
nepředvídatelnost,n ɛ p r̝̊ ɛ d v iː d a t ɛ l n o s t,N EH P R EH D V IH D AE T EH L N OH S T
nepředvídatelný,n ɛ p r̝̊ ɛ d v iː d a t ɛ l n iː,N EH P R EH D V IH D AE T EH L N IH
nepřekonatelný,n ɛ p r̝̊ ɛ k o n a t ɛ l n iː,N EH P R EH K OH N AE T EH L N IH
nepřekonatelně,n ɛ p r̝̊ ɛ k o n a t ɛ l ɲ ɛ,N EH P R EH K OH N AE T EH L EH
nepřeložitelný,n ɛ p r̝̊ ɛ l o ʒ ɪ t ɛ l n iː,N EH P R EH L OH ZH IH T EH L N IH
nepřesnost,n ɛ p r̝̊ ɛ s n o s t,N EH P R EH S N OH S T
nepřesný,n ɛ p r̝̊ ɛ s n iː,N EH P R EH S N IH
nepřijatelný,n ɛ p r̝̊ ɪ j a t ɛ l n iː,N EH P R IH Y AE T EH L N IH
nepřipravený,n ɛ p r̝̊ ɪ p r a v ɛ n iː,N EH P R IH P R AE V EH N IH
nepřipraveně,n ɛ p r̝̊ ɪ p r a v ɛ ɲ ɛ,N EH P R IH P R AE V EH EH
nepřirozený,n ɛ p r̝̊ ɪ r o z ɛ n iː,N EH P R IH R OH Z EH N IH
nepřátelský,n ɛ p r̝̊ aː t ɛ l s k iː,N EH P R AE T EH L S K IH
nepříjemný,n ɛ p r̝̊ iː j ɛ m n iː,N EH P R IH Y EH M N IH
nepřímo,n ɛ p r̝̊ iː m o,N EH P R IH M OH
nepřímý,n ɛ p r̝̊ iː m iː,N EH P R IH M IH
nepřípustný,n ɛ p r̝̊ iː p u s t n iː,N EH P R IH P UW S T N IH
nepřístojný,n ɛ p r̝̊ iː s t o j n iː,N EH P R IH S T OH Y N IH
nepřítel,n ɛ p r̝̊ iː t ɛ l,N EH P R IH T EH L
nepřítelkyně,n ɛ p r̝̊ iː t ɛ l k ɪ ɲ ɛ,N EH P R IH T EH L K IH EH
nepřítomnost,n ɛ p r̝̊ iː t o m n o s t,N EH P R IH T OH M N OH S T
nepřítomný,n ɛ p r̝̊ iː t o m n iː,N EH P R IH T OH M N IH
nepříznivý,n ɛ p r̝̊ iː z ɲ ɪ v iː,N EH P R IH Z IH V IH
nepříznivě,n ɛ p r̝̊ iː z ɲ ɪ v j ɛ,N EH P R IH Z IH V Y EH
nepříčetný,n ɛ p r̝̊ iː t͡ʃ ɛ t n iː,N EH P R IH CH EH T N IH
nerealizovatelný,n ɛ r ɛ a l ɪ z o v a t ɛ l n iː,N EH R EH AE L IH Z OH V AE T EH L N IH
nerez,n ɛ r ɛ s,N EH R EH S
nerom,n ɛ r o m,N EH R OH M
nerost,n ɛ r o s t,N EH R OH S T
nerovnoměrnost,n ɛ r o v n o m ɲ ɛ r n o s t,N EH R OH V N OH M EH R N OH S T
nerovnoměrný,n ɛ r o v n o m ɲ ɛ r n iː,N EH R OH V N OH M EH R N IH
nerovnost,n ɛ r o v n o s t,N EH R OH V N OH S T
nerovnováha,n ɛ r o v n o v aː ɦ a,N EH R OH V N OH V AE AE
nerovný,n ɛ r o v n iː,N EH R OH V N IH
nerozhodnost,n ɛ r o z ɦ o d n o s t,N EH R OH Z OH D N OH S T
nerozhodnutelný,n ɛ r o z ɦ o d n u t ɛ l n iː,N EH R OH Z OH D N UW T EH L N IH
nerozpustný,n ɛ r o s p u s t n iː,N EH R OH S P UW S T N IH
nerozumím,n ɛ r o z u m iː m,N EH R OH Z UW M IH M
nerozvážný,n ɛ r o z v aː ʒ n iː,N EH R OH Z V AE ZH N IH
nerozvážně,n ɛ r o z v aː ʒ ɲ ɛ,N EH R OH Z V AE ZH EH
nerozvážněji,n ɛ r o z v aː ʒ ɲ ɛ j ɪ,N EH R OH Z V AE ZH EH Y IH
nerudův,n ɛ r u d uː f,N EH R UW D UW F
nerv,n ɛ r f,N EH R F
nervový,n ɛ r v o v iː,N EH R V OH V IH
nervozita,n ɛ r v o z ɪ t a,N EH R V OH Z IH T AE
nervák,n ɛ r v aː k,N EH R V AE K
nervózní,n ɛ r v oː z ɲ iː,N EH R V OH Z IH
nerůst,n ɛ r uː s t,N EH R UW S T
nes,n ɛ s,N EH S
nesa,n ɛ s a,N EH S AE
neschopa,n ɛ s x o p a,N EH S OH P AE
neschopenka,n ɛ s x o p ɛ ŋ k a,N EH S OH P EH NG K AE
neschopnost,n ɛ s x o p n o s t,N EH S OH P N OH S T
neschopný,n ɛ s x o p n iː,N EH S OH P N IH
nese,n ɛ s ɛ,N EH S EH
nesen,n ɛ s ɛ n,N EH S EH N
nesete,n ɛ s ɛ t ɛ,N EH S EH T EH
nesezdaný,n ɛ s ɛ z d a n iː,N EH S EH Z D AE N IH
neseš,n ɛ s ɛ ʃ,N EH S EH SH
nesklonný,n ɛ s k l o n iː,N EH S K L OH N IH
neskutečný,n ɛ s k u t ɛ t͡ʃ n iː,N EH S K UW T EH CH N IH
nesla,n ɛ s l a,N EH S L AE
neslušný,n ɛ s l u ʃ n iː,N EH S L UW SH N IH
neslyšitelný,n ɛ s l ɪ ʃ ɪ t ɛ l n iː,N EH S L IH SH IH T EH L N IH
neslyšný,n ɛ s l ɪ ʃ n iː,N EH S L IH SH N IH
neslyšně,n ɛ s l ɪ ʃ ɲ ɛ,N EH S L IH SH EH
neslyšněji,n ɛ s l ɪ ʃ ɲ ɛ j ɪ,N EH S L IH SH EH Y IH
nesmrtelnost,n ɛ s m r̩ t ɛ l n o s t,N EH S M R T EH L N OH S T
nesmrtelný,n ɛ s m r̩ t ɛ l n iː,N EH S M R T EH L N IH
nesmyslný,n ɛ s m ɪ s l̩ n iː,N EH S M IH S EL N IH
nesmírný,n ɛ s m iː r n iː,N EH S M IH R N IH
nesmírně,n ɛ s m iː r ɲ ɛ,N EH S M IH R EH
nesmělost,n ɛ s m̩ ɲ ɛ l o s t,N EH S EM EH L OH S T
nesmělý,n ɛ s m̩ ɲ ɛ l iː,N EH S EM EH L IH
nesnadný,n ɛ s n a d n iː,N EH S N AE D N IH
nesnesitelný,n ɛ s n ɛ s ɪ t ɛ l n iː,N EH S N EH S IH T EH L N IH
nesnášenlivost,n ɛ s n aː ʃ ɛ n l ɪ v o s t,N EH S N AE SH EH N L IH V OH S T
nesnášenlivý,n ɛ s n aː ʃ ɛ n l ɪ v iː,N EH S N AE SH EH N L IH V IH
nesobecký,n ɛ s o b ɛ t͡s k iː,N EH S OH B EH K IH
nesouc,n ɛ s o u̯ t͡s,N EH S OH W
nesoudržný,n ɛ s o u̯ d r̩ ʒ n iː,N EH S OH W D R ZH N IH
nesoudělný,n ɛ s o u̯ ɟ ɛ l n iː,N EH S OH W EH L N IH
nesouhlas,n ɛ s o u̯ ɦ l a s,N EH S OH W L AE S
nesouhlasit,n ɛ s o u̯ ɦ l a s ɪ t,N EH S OH W L AE S IH T
nesouměrný,n ɛ s o u̯ m ɲ ɛ r n iː,N EH S OH W M EH R N IH
nesouměřitelnost,n ɛ s o u̯ m ɲ ɛ r̝ ɪ t ɛ l n o s t,N EH S OH W M EH R IH T EH L N OH S T
nesouvislý,n ɛ s o u̯ v ɪ s l iː,N EH S OH W V IH S L IH
nespavost,n ɛ s p a v o s t,N EH S P AE V OH S T
nespecifický,n ɛ s p ɛ t͡s ɪ f ɪ t͡s k iː,N EH S P EH IH F IH K IH
nespojitý,n ɛ s p o j ɪ t iː,N EH S P OH Y IH T IH
nespokojenec,n ɛ s p o k o j ɛ n ɛ t͡s,N EH S P OH K OH Y EH N EH
nespokojenost,n ɛ s p o k o j ɛ n o s t,N EH S P OH K OH Y EH N OH S T
nespokojený,n ɛ s p o k o j ɛ n iː,N EH S P OH K OH Y EH N IH
nespolehlivost,n ɛ s p o l ɛ ɦ l ɪ v o s t,N EH S P OH L EH L IH V OH S T
nespolehlivý,n ɛ s p o l ɛ ɦ l ɪ v iː,N EH S P OH L EH L IH V IH
nesporný,n ɛ s p o r n iː,N EH S P OH R N IH
nespoutaný,n ɛ s p o u̯ t a n iː,N EH S P OH W T AE N IH
nespočetnost,n ɛ s p o t͡ʃ ɛ t n o s t,N EH S P OH CH EH T N OH S T
nespočetný,n ɛ s p o t͡ʃ ɛ t n iː,N EH S P OH CH EH T N IH
nespočetně,n ɛ s p o t͡ʃ ɛ t ɲ ɛ,N EH S P OH CH EH T EH
nespravedlivost,n ɛ s p r a v ɛ d l ɪ v o s t,N EH S P R AE V EH D L IH V OH S T
nespravedlivý,n ɛ s p r a v ɛ d l ɪ v iː,N EH S P R AE V EH D L IH V IH
nespravedlnost,n ɛ s p r a v ɛ d l̩ n o s t,N EH S P R AE V EH D EL N OH S T
nesprávný,n ɛ s p r aː v n iː,N EH S P R AE V N IH
nesprávně,n ɛ s p r aː v ɲ ɛ,N EH S P R AE V EH
nesrovnatelný,n ɛ s r o v n a t ɛ l n iː,N EH S R OH V N AE T EH L N IH
nesrozumitelný,n ɛ s r o z u m ɪ t ɛ l n iː,N EH S R OH Z UW M IH T EH L N IH
nestandardní,n ɛ s t a n d a r d ɲ iː,N EH S T AE N D AE R D IH
neste,n ɛ s t ɛ,N EH S T EH
nestor,n ɛ s t o r,N EH S T OH R
nestoudný,n ɛ s t o u̯ d n iː,N EH S T OH W D N IH
nestrannost,n ɛ s t r a n o s t,N EH S T R AE N OH S T
nestranný,n ɛ s t r a n iː,N EH S T R AE N IH
nestvůra,n ɛ s t v uː r a,N EH S T V UW R AE
nestydatost,n ɛ s t ɪ d a t o s t,N EH S T IH D AE T OH S T
nestydatý,n ɛ s t ɪ d a t iː,N EH S T IH D AE T IH
nestydatě,n ɛ s t ɪ d a c ɛ,N EH S T IH D AE EH
nestydatěji,n ɛ s t ɪ d a c ɛ j ɪ,N EH S T IH D AE EH Y IH
nestydatější,n ɛ s t ɪ d a c ɛ j ʃ iː,N EH S T IH D AE EH Y SH IH
nestátní,n ɛ s t aː t ɲ iː,N EH S T AE T IH
nesu,n ɛ s u,N EH S UW
nesčetný,n ɛ s t͡ʃ ɛ t n iː,N EH S CH EH T N IH
netaktní,n ɛ t a k t ɲ iː,N EH T AE K T IH
neterminál,n ɛ t ɛ r m ɪ n aː l,N EH T EH R M IH N AE L
neterminální,n ɛ t ɛ r m ɪ n aː l ɲ iː,N EH T EH R M IH N AE L IH
netestovaný,n ɛ t ɛ s t o v a n iː,N EH T EH S T OH V AE N IH
netečný,n ɛ t ɛ t͡ʃ n iː,N EH T EH CH N IH
neteř,n ɛ t ɛ r̝̊,N EH T EH R
netolerantní,n ɛ t o l ɛ r a n t ɲ iː,N EH T OH L EH R AE N T IH
netopýří,n ɛ t o p iː r̝ iː,N EH T OH P IH R IH
