word,ipa,ARPAbet
kulttuuritarjonta,k u l tː uː r i t ɑ r j o n t ɑ,K UW L T UW R IH T AA R Y OH N T AA
kulttuuritaso,k u l tː uː r i t ɑ s o,K UW L T UW R IH T AA S OH
kulttuuriteollisuus,k u l tː uː r i t e o lː i s uː s,K UW L T UW R IH T EH OH L IH S UW S
kulttuuriteoria,k u l tː uː r i t e o r i ɑ,K UW L T UW R IH T EH OH R IH AA
kulttuuritiede,k u l tː uː r i t i e̯ d eˣ,K UW L T UW R IH T IH EH D EH
kulttuuritoiminta,k u l tː uː r i t o i̯ m i n t ɑ,K UW L T UW R IH T OH IH M IH N T AA
kulttuuritoimittaja,k u l tː uː r i t o i̯ m i tː ɑ j ɑ,K UW L T UW R IH T OH IH M IH T AA Y AA
kulttuuritoimitus,k u l tː uː r i t o i̯ m i t u s,K UW L T UW R IH T OH IH M IH T UW S
kulttuurittomuus,k u l tː uː r i tː o m uː s,K UW L T UW R IH T OH M UW S
kulttuuriturismi,k u l tː uː r i t u r i s m i,K UW L T UW R IH T UW R IH S M IH
kulttuurityöntekijä,k u l tː uː r i t y ø̯ n t e k i j æ,K UW L T UW R IH T N T EH K IH Y
kulttuurivaikutus,k u l tː uː r i ʋ ɑ i̯ k u t u s,K UW L T UW R IH AA IH K UW T UW S
kulttuurivihamielinen,k u l tː uː r i ʋ i h ɑ m i e̯ l i n e n,K UW L T UW R IH IH HH AA M IH EH L IH N EH N
kulttuurivirtaus,k u l tː uː r i ʋ i r t ɑ u s,K UW L T UW R IH IH R T AA UW S
kulttuuriyhteys,k u l tː uː r i y h t e y s,K UW L T UW R IH HH T EH S
kulttuuriympäristö,k u l tː uː r i y m p æ r i s t ø,K UW L T UW R IH M P R IH S T
kulttuuriystävällinen,k u l tː uː r i y s t æ ʋ æ lː i n e n,K UW L T UW R IH S T L IH N EH N
kultu,k u l t u,K UW L T UW
kulturelli,k u l t u r e lː i,K UW L T UW R EH L IH
kulu,k u l u,K UW L UW
kulu,k u l uˣ,K UW L UW
kulua,k u l u ɑˣ,K UW L UW AA
kuluerä,k u l u e r æ,K UW L UW EH R
kulukorvaus,k u l u k o r ʋ ɑ u s,K UW L UW K OH R AA UW S
kulumiskestävyys,k u l u m i s k e s t æ ʋ yː s,K UW L UW M IH S K EH S T S
kulumispinta,k u l u m i s p i n t ɑ,K UW L UW M IH S P IH N T AA
kulumissairaus,k u l u m i s s ɑ i̯ r ɑ u s,K UW L UW M IH S S AA IH R AA UW S
kulumisura,k u l u m i s u r ɑ,K UW L UW M IH S UW R AA
kuluneisuus,k u l u n e i̯ s uː s,K UW L UW N EH IH S UW S
kulunki,k u l u ŋ k i,K UW L UW NG K IH
kulunkitili,k u l u ŋ k i t i l i,K UW L UW NG K IH T IH L IH
kulunvalvontajärjestelmä,k u l u n ʋ ɑ l ʋ o n t ɑ j æ r j e s t e l m æ,K UW L UW N AA L OH N T AA Y R Y EH S T EH L M
kulussa,k u l u sː ɑ,K UW L UW S AA
kulut,k u l u t,K UW L UW T
kulutella,k u l u t e lː ɑˣ,K UW L UW T EH L AA
kuluttaa,k u l u tː ɑː,K UW L UW T AA
kuluttaa,k u l u tː ɑːˣ,K UW L UW T AA
kuluttajaekonomia,k u l u tː ɑ j ɑ e k o n o m i ɑ,K UW L UW T AA Y AA EH K OH N OH M IH AA
kuluttajahallinto,k u l u tː ɑ j ɑ h ɑ lː i n t o,K UW L UW T AA Y AA HH AA L IH N T OH
kuluttajahintaindeksi,k u l u tː ɑ j ɑ h i n t ɑ i n d e k s i,K UW L UW T AA Y AA HH IH N T AA IH N D EH K S IH
kuluttajakasvatus,k u l u tː ɑ j ɑ k ɑ s ʋ ɑ t u s,K UW L UW T AA Y AA K AA S AA T UW S
kuluttajakunta,k u l u tː ɑ j ɑ k u n t ɑ,K UW L UW T AA Y AA K UW N T AA
kuluttajakäyttäytyminen,k u l u tː ɑ j ɑ k æ y̯ tː æ y t y m i n e n,K UW L UW T AA Y AA K T T M IH N EH N
kuluttajaneuvoja,k u l u tː ɑ j ɑ n e u̯ ʋ o j ɑ,K UW L UW T AA Y AA N EH W OH Y AA
kuluttajaneuvonta,k u l u tː ɑ j ɑ n e u̯ ʋ o n t ɑ,K UW L UW T AA Y AA N EH W OH N T AA
kuluttajaneuvosto,k u l u tː ɑ j ɑ n e u̯ ʋ o s t o,K UW L UW T AA Y AA N EH W OH S T OH
kuluttajansuoja,k u l u tː ɑ j ɑ n s u o̯ j ɑ,K UW L UW T AA Y AA N S UW OH Y AA
kuluttajansuojalaki,k u l u tː ɑ j ɑ n s u o̯ j ɑ l ɑ k i,K UW L UW T AA Y AA N S UW OH Y AA L AA K IH
kuluttajansuojelu,k u l u tː ɑ j ɑ n s u o̯ j e l u,K UW L UW T AA Y AA N S UW OH Y EH L UW
kuluttajaoikeus,k u l u tː ɑ j ɑ o i̯ k e u s,K UW L UW T AA Y AA OH IH K EH UW S
kuluttajapakkaus,k u l u tː ɑ j ɑ p ɑ kː ɑ u s,K UW L UW T AA Y AA P AA K AA UW S
kuluttajapolitiikka,k u l u tː ɑ j ɑ p o l i t iː kː ɑ,K UW L UW T AA Y AA P OH L IH T IH K AA
kuluttajariita,k u l u tː ɑ j ɑ r iː t ɑ,K UW L UW T AA Y AA R IH T AA
kuluttajatutkimus,k u l u tː ɑ j ɑ t u t k i m u s,K UW L UW T AA Y AA T UW T K IH M UW S
kuluttajavalistus,k u l u tː ɑ j ɑ ʋ ɑ l i s t u s,K UW L UW T AA Y AA AA L IH S T UW S
kuluttajavalituslautakunta,k u l u tː ɑ j ɑ ʋ ɑ l i t u s l ɑ u̯ t ɑ k u n t ɑ,K UW L UW T AA Y AA AA L IH T UW S L AA W T AA K UW N T AA
kuluttajaväestö,k u l u tː ɑ j ɑ ʋ æ e s t ø,K UW L UW T AA Y AA EH S T
kuluttajaystävällinen,k u l u tː ɑ j ɑ y s t æ ʋ æ lː i n e n,K UW L UW T AA Y AA S T L IH N EH N
kuluttaminen,k u l u tː ɑ m i n e n,K UW L UW T AA M IH N EH N
kuluttelu,k u l u tː e l u,K UW L UW T EH L UW
kulutuselektroniikka,k u l u t u s e l e k t r o n iː kː ɑ,K UW L UW T UW S EH L EH K T R OH N IH K AA
kulutushuippu,k u l u t u s h u i̯ pː u,K UW L UW T UW S HH UW IH P UW
kulutushyödyke,k u l u t u s h y ø̯ d y k eˣ,K UW L UW T UW S HH D K EH
kulutusjuhla,k u l u t u s j u h l ɑ,K UW L UW T UW S Y UW HH L AA
kulutuskestävyys,k u l u t u s k e s t æ ʋ yː s,K UW L UW T UW S K EH S T S
kulutusmaa,k u l u t u s m ɑː,K UW L UW T UW S M AA
kulutusmarkkinat,k u l u t u s m ɑ r kː i n ɑ t,K UW L UW T UW S M AA R K IH N AA T
kulutusmenot,k u l u t u s m e n o t,K UW L UW T UW S M EH N OH T
kulutusosuuskunta,k u l u t u s o s uː s k u n t ɑ,K UW L UW T UW S OH S UW S K UW N T AA
kulutusosuustoiminta,k u l u t u s o s uː s t o i̯ m i n t ɑ,K UW L UW T UW S OH S UW S T OH IH M IH N T AA
kulutuspinta,k u l u t u s p i n t ɑ,K UW L UW T UW S P IH N T AA
kulutustottumus,k u l u t u s t o tː u m u s,K UW L UW T UW S T OH T UW M UW S
kulutustutkimus,k u l u t u s t u t k i m u s,K UW L UW T UW S T UW T K IH M UW S
kulutusvero,k u l u t u s ʋ e r o,K UW L UW T UW S EH R OH
kulutusverotus,k u l u t u s ʋ e r o t u s,K UW L UW T UW S EH R OH T UW S
kulutusyksikkö,k u l u t u s y k s i kː ø,K UW L UW T UW S K S IH K
kumahdella,k u m ɑ h d e lː ɑˣ,K UW M AA HH D EH L AA
kumahdus,k u m ɑ h d u s,K UW M AA HH D UW S
kumahtaa,k u m ɑ h t ɑːˣ,K UW M AA HH T AA
kumahtaminen,k u m ɑ h t ɑ m i n e n,K UW M AA HH T AA M IH N EH N
kumaraan,k u m ɑ r ɑː n,K UW M AA R AA N
kumaraharteinen,k u m ɑ r ɑ h ɑ r t e i̯ n e n,K UW M AA R AA HH AA R T EH IH N EH N
kumarahartiainen,k u m ɑ r ɑ h ɑ r t i ɑ i̯ n e n,K UW M AA R AA HH AA R T IH AA IH N EH N
kumarainen,k u m ɑ r ɑ i̯ n e n,K UW M AA R AA IH N EH N
kumaraselkäinen,k u m ɑ r ɑ s e l k æ i̯ n e n,K UW M AA R AA S EH L K IH N EH N
kumarassa,k u m ɑ r ɑ sː ɑ,K UW M AA R AA S AA
kumarruksiin,k u m ɑ rː u k s iː n,K UW M AA R UW K S IH N
kumarruksissa,k u m ɑ rː u k s i sː ɑ,K UW M AA R UW K S IH S AA
kumarrus,k u m ɑ rː u s,K UW M AA R UW S
kumartaa,k u m ɑ r t ɑː,K UW M AA R T AA
kumartaa,k u m ɑ r t ɑːˣ,K UW M AA R T AA
kumartaminen,k u m ɑ r t ɑ m i n e n,K UW M AA R T AA M IH N EH N
kumartuminen,k u m ɑ r t u m i n e n,K UW M AA R T UW M IH N EH N
kumaruus,k u m ɑ r uː s,K UW M AA R UW S
kumaus,k u m ɑ u s,K UW M AA UW S
kumauttaa,k u m ɑ u tː ɑːˣ,K UW M AA UW T AA
kumea,k u m e ɑ,K UW M EH AA
kumeasti,k u m e ɑ s t iˣ,K UW M EH AA S T IH
kumiasfaltti,k u m i ɑ s f ɑ l tː i,K UW M IH AA S F AA L T IH
kumieriste,k u m i e r i s t eˣ,K UW M IH EH R IH S T EH
kumieristeinen,k u m i e r i s t e i̯ n e n,K UW M IH EH R IH S T EH IH N EH N
kumihartsi,k u m i h ɑ r t s i,K UW M IH HH AA R T S IH
kumihihna,k u m i h i h n ɑ,K UW M IH HH IH HH N AA
kumijalka,k u m i j ɑ l k ɑ,K UW M IH Y AA L K AA
kumijalkine,k u m i j ɑ l k i n eˣ,K UW M IH Y AA L K IH N EH
kumikasvi,k u m i k ɑ s ʋ i,K UW M IH K AA S IH
kumikäsine,k u m i k æ s i n eˣ,K UW M IH K S IH N EH
kumilanka,k u m i l ɑ ŋ k ɑ,K UW M IH L AA NG K AA
kumileimasin,k u m i l e i̯ m ɑ s i n,K UW M IH L EH IH M AA S IH N
kumiletku,k u m i l e t k u,K UW M IH L EH T K UW
kumiliima,k u m i l iː m ɑ,K UW M IH L IH M AA
kumimaito,k u m i m ɑ i̯ t o,K UW M IH M AA IH T OH
kumimatto,k u m i m ɑ tː o,K UW M IH M AA T OH
kumina,k u m i n ɑ,K UW M IH N AA
kuminauhatwist,k u m i n ɑ u̯ h ɑ t ʋ i s t,K UW M IH N AA W HH AA T IH S T
kuminaöljy,k u m i n ɑ ø l j y,K UW M IH N AA L Y
kumipallo,k u m i p ɑ lː o,K UW M IH P AA L OH
kumipatja,k u m i p ɑ t j ɑ,K UW M IH P AA T Y AA
kumiperuna,k u m i p e r u n ɑ,K UW M IH P EH R UW N AA
kumipohja,k u m i p o h j ɑ,K UW M IH P OH HH Y AA
kumipohjainen,k u m i p o h j ɑ i̯ n e n,K UW M IH P OH HH Y AA IH N EH N
kumipuku,k u m i p u k u,K UW M IH P UW K UW
kumipuu,k u m i p uː,K UW M IH P UW
kumipyssy,k u m i p y sː y,K UW M IH P S
kumipyörä,k u m i p y ø̯ r æ,K UW M IH P R
kumipyöräinen,k u m i p y ø̯ r æ i̯ n e n,K UW M IH P R IH N EH N
kumipäällyste,k u m i p æː lː y s t eˣ,K UW M IH P L S T EH
kumipäällysteinen,k u m i p æː lː y s t e i̯ n e n,K UW M IH P L S T EH IH N EH N
kumirengas,k u m i r e ŋː ɑ s,K UW M IH R EH NG AA S
kumiseminen,k u m i s e m i n e n,K UW M IH S EH M IH N EH N
kumisieni,k u m i s i e̯ n i,K UW M IH S IH EH N IH
kumista,k u m i s t ɑˣ,K UW M IH S T AA
kumisukka,k u m i s u kː ɑ,K UW M IH S UW K AA
kumisuttaa,k u m i s u tː ɑːˣ,K UW M IH S UW T AA
kumitehdas,k u m i t e h d ɑ s,K UW M IH T EH HH D AA S
kumiteollisuus,k u m i t e o lː i s uː s,K UW M IH T EH OH L IH S UW S
kumiteräsaapas,k u m i t e r æ s ɑː p ɑ s,K UW M IH T EH R S AA P AA S
kumitiiviste,k u m i t iː ʋ i s t eˣ,K UW M IH T IH IH S T EH
kumittaa,k u m i tː ɑːˣ,K UW M IH T AA
kumittaminen,k u m i tː ɑ m i n e n,K UW M IH T AA M IH N EH N
kumitulppa,k u m i t u l pː ɑ,K UW M IH T UW L P AA
kumituote,k u m i t u o̯ t eˣ,K UW M IH T UW OH T EH
kumiviljelmä,k u m i ʋ i l j e l m æ,K UW M IH IH L Y EH L M
kumkvatti,k u m k ʋ ɑ tː i,K UW M K AA T IH
kumlinge,k u m l i ŋː e,K UW M L IH NG EH
kumma,k u mː ɑ,K UW M AA
kummankinlainen,k u mː ɑ ŋ k i n l ɑ i̯ n e n,K UW M AA NG K IH N L AA IH N EH N
kummankintyyppinen,k u mː ɑ ŋ k i n t yː pː i n e n,K UW M AA NG K IH N T P IH N EH N
kummanne,k u mː ɑ nː eˣ,K UW M AA N EH
kummarit,k u mː ɑ r i t,K UW M AA R IH T
kummassa,k u mː ɑ sː ɑ,K UW M AA S AA
kummasteleminen,k u mː ɑ s t e l e m i n e n,K UW M AA S T EH L EH M IH N EH N
kummastelu,k u mː ɑ s t e l u,K UW M AA S T EH L UW
kummastuksissaan,k u mː ɑ s t u k s i sː ɑː n,K UW M AA S T UW K S IH S AA N
kummastuminen,k u mː ɑ s t u m i n e n,K UW M AA S T UW M IH N EH N
kummastus,k u mː ɑ s t u s,K UW M AA S T UW S
kummastuttava,k u mː ɑ s t u tː ɑ ʋ ɑ,K UW M AA S T UW T AA AA
kummi,k u mː i,K UW M IH
kummilahja,k u mː i l ɑ h j ɑ,K UW M IH L AA HH Y AA
kummilusikka,k u mː i l u s i kː ɑ,K UW M IH L UW S IH K AA
kumminkin,k u mː i ŋ k i n,K UW M IH NG K IH N
kumminlahja,k u mː i n l ɑ h j ɑ,K UW M IH N L AA HH Y AA
kummiperhe,k u mː i p e r h eˣ,K UW M IH P EH R HH EH
kummissaan,k u mː i sː ɑː n,K UW M IH S AA N
kummitella,k u mː i t e lː ɑˣ,K UW M IH T EH L AA
kummitoiminta,k u mː i t o i̯ m i n t ɑ,K UW M IH T OH IH M IH N T AA
kummittelu,k u mː i tː e l u,K UW M IH T EH L UW
kummitus,k u mː i t u s,K UW M IH T UW S
kummituslinna,k u mː i t u s l i nː ɑ,K UW M IH T UW S L IH N AA
kummitustalo,k u mː i t u s t ɑ l o,K UW M IH T UW S T AA L OH
kummius,k u mː i u s,K UW M IH UW S
kummuta,k u mː u t ɑˣ,K UW M UW T AA
kumoamaton,k u m o ɑ m ɑ t o n,K UW M OH AA M AA T OH N
kumoamattomasti,k u m o ɑ m ɑ tː o m ɑ s t iˣ,K UW M OH AA M AA T OH M AA S T IH
kumoamattomuus,k u m o ɑ m ɑ tː o m uː s,K UW M OH AA M AA T OH M UW S
kumoaminen,k u m o ɑ m i n e n,K UW M OH AA M IH N EH N
kumokärki,k u m o k æ r k i,K UW M OH K R K IH
kumollaan,k u m o lː ɑː n,K UW M OH L AA N
kumoonajo,k u m oː n ɑ j o,K UW M OH N AA Y OH
kumoonmeno,k u m oː n m e n o,K UW M OH N M EH N OH
kumossa,k u m o sː ɑ,K UW M OH S AA
kumota,k u m o t ɑˣ,K UW M OH T AA
kumottaminen,k u m o tː ɑ m i n e n,K UW M OH T AA M IH N EH N
kumotus,k u m o t u s,K UW M OH T UW S
kumouksellinen,k u m o u k s e lː i n e n,K UW M OH UW K S EH L IH N EH N
kumouksellisuus,k u m o u k s e lː i s uː s,K UW M OH UW K S EH L IH S UW S
kumous,k u m o u s,K UW M OH UW S
kumoushanke,k u m o u s h ɑ ŋ k eˣ,K UW M OH UW S HH AA NG K EH
kumousliike,k u m o u s l iː k eˣ,K UW M OH UW S L IH K EH
kumouspuolue,k u m o u s p u o̯ l u eˣ,K UW M OH UW S P UW OH L UW EH
kumoutua,k u m o u t u ɑˣ,K UW M OH UW T UW AA
kumpainen,k u m p ɑ i̯ n e n,K UW M P AA IH N EH N
kumpainenkin,k u m p ɑ i̯ n e ŋ k i n,K UW M P AA IH N EH NG K IH N
kumpare,k u m p ɑ r eˣ,K UW M P AA R EH
kumpareikko,k u m p ɑ r e i̯ kː o,K UW M P AA R EH IH K OH
kumpareinen,k u m p ɑ r e i̯ n e n,K UW M P AA R EH IH N EH N
kumpeli,k u m p e l i,K UW M P EH L IH
kumpi,k u m p i,K UW M P IH
kumppani,k u m pː ɑ n i,K UW M P AA N IH
kumppanijärjestö,k u m pː ɑ n i j æ r j e s t ø,K UW M P AA N IH Y R Y EH S T
kumppanukset,k u m pː ɑ n u k s e t,K UW M P AA N UW K S EH T
kumppanuussopimus,k u m pː ɑ n uː s s o p i m u s,K UW M P AA N UW S S OH P IH M UW S
kumppanuusverkko,k u m pː ɑ n uː s ʋ e r kː o,K UW M P AA N UW S EH R K OH
kumpu,k u m p u,K UW M P UW
kumpuilla,k u m p u i̯ lː ɑˣ,K UW M P UW IH L AA
kumpuinen,k u m p u i̯ n e n,K UW M P UW IH N EH N
kumpukalmisto,k u m p u k ɑ l m i s t o,K UW M P UW K AA L M IH S T OH
kumpukerrospilvi,k u m p u k e rː o s p i l ʋ i,K UW M P UW K EH R OH S P IH L IH
kumpulainen,k u m p u l ɑ i̯ n e n,K UW M P UW L AA IH N EH N
kumpusuo,k u m p u s u o̯,K UW M P UW S UW OH
kumulaatti,k u m u l ɑː tː i,K UW M UW L AA T IH
kumulantti,k u m u l ɑ n tː i,K UW M UW L AA N T IH
kumulanttiemäfunktio,k u m u l ɑ n tː i e m æ f u ŋ k t i o,K UW M UW L AA N T IH EH M F UW NG K T IH OH
kumuloituminen,k u m u l o i̯ t u m i n e n,K UW M UW L OH IH T UW M IH N EH N
kumura,k u m u r ɑ,K UW M UW R AA
kumuri,k u m u r i,K UW M UW R IH
kun,k u n,K UW N
kuna,k u n ɑ,K UW N AA
kundi,k u n d i,K UW N D IH
kundikaveri,k u n d i k ɑ ʋ e r i,K UW N D IH K AA EH R IH
kunhan,k u n h ɑ n,K UW N HH AA N
kuningas,k u n i ŋː ɑ s,K UW N IH NG AA S
kuningasajatus,k u n i ŋː ɑ s ɑ j ɑ t u s,K UW N IH NG AA S AA Y AA T UW S
kuningasgambiitti,k u n i ŋː ɑ s ɡ ɑ m b iː tː i,K UW N IH NG AA S G AA M B IH T IH
kuningashuone,k u n i ŋː ɑ s h u o̯ n eˣ,K UW N IH NG AA S HH UW OH N EH
kuningashyökkäys,k u n i ŋː ɑ s h y ø̯ kː æ y s,K UW N IH NG AA S HH K S
kuningasidea,k u n i ŋː ɑ s i d e ɑ,K UW N IH NG AA S IH D EH AA
kuningaskobra,k u n i ŋː ɑ s k oː b r ɑ,K UW N IH NG AA S K OH B R AA
kuningaskruunu,k u n i ŋː ɑ s k r uː n u,K UW N IH NG AA S K R UW N UW
kuningaskunta,k u n i ŋː ɑ s k u n t ɑ,K UW N IH NG AA S K UW N T AA
kuningasmielinen,k u n i ŋː ɑ s m i e̯ l i n e n,K UW N IH NG AA S M IH EH L IH N EH N
kuningasmielisyys,k u n i ŋː ɑ s m i e̯ l i s yː s,K UW N IH NG AA S M IH EH L IH S S
kuningaspingviini,k u n i ŋː ɑ s p i ŋ ʋ iː n i,K UW N IH NG AA S P IH NG IH N IH
kuningassuku,k u n i ŋː ɑ s s u k u,K UW N IH NG AA S S UW K UW
kuningasvalta,k u n i ŋː ɑ s ʋ ɑ l t ɑ,K UW N IH NG AA S AA L T AA
kuningasvierailu,k u n i ŋː ɑ s ʋ i e̯ r ɑ i̯ l u,K UW N IH NG AA S IH EH R AA IH L UW
kuningatar,k u n i ŋː ɑ t ɑ r,K UW N IH NG AA T AA R
kuningattaruus,k u n i ŋː ɑ tː ɑ r uː s,K UW N IH NG AA T AA R UW S
kuninkaallisesti,k u n i ŋ k ɑː lː i s e s t iˣ,K UW N IH NG K AA L IH S EH S T IH
kuninkaallisuus,k u n i ŋ k ɑː lː i s uː s,K UW N IH NG K AA L IH S UW S
kuninkaan,k u n i ŋ k ɑː n,K UW N IH NG K AA N
kuninkaanistuin,k u n i ŋ k ɑː n i s t u i̯ n,K UW N IH NG K AA N IH S T UW IH N
kuninkaankartano,k u n i ŋ k ɑː n k ɑ r t ɑ n o,K UW N IH NG K AA N K AA R T AA N OH
kuninkaankruunu,k u n i ŋ k ɑː n k r uː n u,K UW N IH NG K AA N K R UW N UW
kuninkaankäräjät,k u n i ŋ k ɑː n k æ r æ j æ t,K UW N IH NG K AA N K R Y T
kuninkaanlinna,k u n i ŋ k ɑː n l i nː ɑ,K UW N IH NG K AA N L IH N AA
kuninkuus,k u n i ŋ k uː s,K UW N IH NG K UW S
kuninkuuskilpailu,k u n i ŋ k uː s k i l p ɑ i̯ l u,K UW N IH NG K UW S K IH L P AA IH L UW
kuninkuuslaji,k u n i ŋ k uː s l ɑ j i,K UW N IH NG K UW S L AA Y IH
kuninkuusravit,k u n i ŋ k uː s r ɑ ʋ i t,K UW N IH NG K UW S R AA IH T
kunka,k u ŋ k ɑ,K UW NG K AA
kunkinkertainen,k u ŋ k i n k e r t ɑ i̯ n e n,K UW NG K IH N K EH R T AA IH N EH N
kunkku,k u ŋ kː u,K UW NG K UW
kunnalliselämä,k u nː ɑ lː i s e l æ m æ,K UW N AA L IH S EH L M
kunnallishallinnollinen,k u nː ɑ lː i s h ɑ lː i nː o lː i n e n,K UW N AA L IH S HH AA L IH N OH L IH N EH N
kunnallishallinto,k u nː ɑ lː i s h ɑ lː i n t o,K UW N AA L IH S HH AA L IH N T OH
kunnalliskalenteri,k u nː ɑ lː i s k ɑ l e n t e r i,K UW N AA L IH S K AA L EH N T EH R IH
kunnalliskertomus,k u nː ɑ lː i s k e r t o m u s,K UW N AA L IH S K EH R T OH M UW S
kunnalliskoti,k u nː ɑ lː i s k o t i,K UW N AA L IH S K OH T IH
kunnallislautakunta,k u nː ɑ lː i s l ɑ u̯ t ɑ k u n t ɑ,K UW N AA L IH S L AA W T AA K UW N T AA
kunnallislehti,k u nː ɑ lː i s l e h t i,K UW N AA L IH S L EH HH T IH
kunnallisneuvos,k u nː ɑ lː i s n e u̯ ʋ o s,K UW N AA L IH S N EH W OH S
kunnallisneuvosmies,k u nː ɑ lː i s n e u̯ ʋ o s m i e̯ s,K UW N AA L IH S N EH W OH S M IH EH S
kunnallisoikeus,k u nː ɑ lː i s o i̯ k e u s,K UW N AA L IH S OH IH K EH UW S
kunnallispoliitikko,k u nː ɑ lː i s p o l iː t i kː o,K UW N AA L IH S P OH L IH T IH K OH
kunnallispoliittinen,k u nː ɑ lː i s p o l iː tː i n e n,K UW N AA L IH S P OH L IH T IH N EH N
kunnallispormestari,k u nː ɑ lː i s p o r m e s t ɑ r i,K UW N AA L IH S P OH R M EH S T AA R IH
kunnallistaa,k u nː ɑ lː i s t ɑːˣ,K UW N AA L IH S T AA
kunnallistalous,k u nː ɑ lː i s t ɑ l o u s,K UW N AA L IH S T AA L OH UW S
kunnallistaminen,k u nː ɑ lː i s t ɑ m i n e n,K UW N AA L IH S T AA M IH N EH N
kunnallistekninen,k u nː ɑ lː i s t e k n i n e n,K UW N AA L IH S T EH K N IH N EH N
kunnallistiede,k u nː ɑ lː i s t i e̯ d eˣ,K UW N AA L IH S T IH EH D EH
kunnallistutkinto,k u nː ɑ lː i s t u t k i n t o,K UW N AA L IH S T UW T K IH N T OH
kunnallisvalitus,k u nː ɑ lː i s ʋ ɑ l i t u s,K UW N AA L IH S AA L IH T UW S
kunnallisvaltuusto,k u nː ɑ lː i s ʋ ɑ l t uː s t o,K UW N AA L IH S AA L T UW S T OH
kunnallisvero,k u nː ɑ lː i s ʋ e r o,K UW N AA L IH S EH R OH
kunnallisverotus,k u nː ɑ lː i s ʋ e r o t u s,K UW N AA L IH S EH R OH T UW S
kunnaneläinlääkäri,k u nː ɑ n e l æ i̯ n l æː k æ r i,K UW N AA N EH L IH N L K R IH
kunnanhallinto,k u nː ɑ n h ɑ lː i n t o,K UW N AA N HH AA L IH N T OH
kunnaninsinööri,k u nː ɑ n i n s i n øː r i,K UW N AA N IH N S IH N R IH
kunnanisä,k u nː ɑ n i s æ,K UW N AA N IH S
kunnanlääkäri,k u nː ɑ n l æː k æ r i,K UW N AA N L K R IH
kunnanosahallinto,k u nː ɑ n o s ɑ h ɑ lː i n t o,K UW N AA N OH S AA HH AA L IH N T OH
kunnanosavaltuusto,k u nː ɑ n o s ɑ ʋ ɑ l t uː s t o,K UW N AA N OH S AA AA L T UW S T OH
kunnansairaala,k u nː ɑ n s ɑ i̯ r ɑː l ɑ,K UW N AA N S AA IH R AA L AA
kunnansihteeri,k u nː ɑ n s i h t eː r i,K UW N AA N S IH HH T EH R IH
kunnantalo,k u nː ɑ n t ɑ l o,K UW N AA N T AA L OH
kunnantoimisto,k u nː ɑ n t o i̯ m i s t o,K UW N AA N T OH IH M IH S T OH
kunnanvaakuna,k u nː ɑ n ʋ ɑː k u n ɑ,K UW N AA N AA K UW N AA
kunnanvero,k u nː ɑ n ʋ e r o,K UW N AA N EH R OH
kunnari,k u nː ɑ r i,K UW N AA R IH
kunnas,k u nː ɑ s,K UW N AA S
kunne,k u nː eˣ,K UW N EH
kunneka,k u nː eˣ k ɑ,K UW N EH K AA
kunnekaan,k u nː eˣ k ɑː n,K UW N EH K AA N
kunnekin,k u nː eˣ k i n,K UW N EH K IH N
kunnia,k u nː i ɑ,K UW N IH AA
kunniajuoksu,k u nː i ɑ j u o̯ k s u,K UW N IH AA Y UW OH K S UW
kunniajäsen,k u nː i ɑ j æ s e n,K UW N IH AA Y S EH N
kunniajäsenyys,k u nː i ɑ j æ s e n yː s,K UW N IH AA Y S EH N S
kunniakirja,k u nː i ɑ k i r j ɑ,K UW N IH AA K IH R Y AA
kunniakkaasti,k u nː i ɑ kː ɑː s t iˣ,K UW N IH AA K AA S T IH
kunniakkuus,k u nː i ɑ kː uː s,K UW N IH AA K UW S
kunniakomppania,k u nː i ɑ k o m pː ɑ n i ɑ,K UW N IH AA K OH M P AA N IH AA
kunniakonsulaatti,k u nː i ɑ k o n s u l ɑː tː i,K UW N IH AA K OH N S UW L AA T IH
kunniakonsuli,k u nː i ɑ k o n s u l i,K UW N IH AA K OH N S UW L IH
kunniakuja,k u nː i ɑ k u j ɑ,K UW N IH AA K UW Y AA
kunniakäynti,k u nː i ɑ k æ y̯ n t i,K UW N IH AA K N T IH
kunnialaukaus,k u nː i ɑ l ɑ u̯ k ɑ u s,K UW N IH AA L AA W K AA UW S
kunniallisesti,k u nː i ɑ lː i s e s t iˣ,K UW N IH AA L IH S EH S T IH
kunniallisuus,k u nː i ɑ lː i s uː s,K UW N IH AA L IH S UW S
kunniamarssi,k u nː i ɑ m ɑ r sː i,K UW N IH AA M AA R S IH
kunniamerkkinauha,k u nː i ɑ m e r kː i n ɑ u̯ h ɑ,K UW N IH AA M EH R K IH N AA W HH AA
kunniamitali,k u nː i ɑ m i t ɑ lː i,K UW N IH AA M IH T AA L IH
kunnianarkuus,k u nː i ɑ n ɑ r k uː s,K UW N IH AA N AA R K UW S
kunnianhimo,k u nː i ɑ n h i m o,K UW N IH AA N HH IH M OH
kunnianimi,k u nː i ɑ n i m i,K UW N IH AA N IH M IH
kunnianimitys,k u nː i ɑ n i m i t y s,K UW N IH AA N IH M IH T S
kunniankipeä,k u nː i ɑ n k i p e æ,K UW N IH AA N K IH P EH
kunnianteko,k u nː i ɑ n t e k o,K UW N IH AA N T EH K OH
kunniantunto,k u nː i ɑ n t u n t o,K UW N IH AA N T UW N T OH
